stage,stage_title,element_no,group,vx[kN/m]
4043,Shear keys - W,30144,301,-20.85
4043,Shear keys - W,30145,301,-18.36
4043,Shear keys - W,30146,301,-19.29
4043,Shear keys - W,30147,301,-20.58
4043,Shear keys - W,30148,301,-20.31
4043,Shear keys - W,30149,301,-18.43
4043,Shear keys - W,30150,301,-17.82
4043,Shear keys - W,30151,301,-18.44
4043,Shear keys - W,30152,301,-18.99
4043,Shear keys - W,30153,301,-16.45
4043,Shear keys - W,30154,301,-16.27
4043,Shear keys - W,30155,301,-20.30
4043,Shear keys - W,30156,301,-18.81
4043,Shear keys - W,30157,301,-17.81
4043,Shear keys - W,30158,301,-18.53
4043,Shear keys - W,30159,301,-18.61
4043,Shear keys - W,30160,301,-17.59
4043,Shear keys - W,30161,301,-17.57
4043,Shear keys - W,30162,301,-17.68
4043,Shear keys - W,30163,301,-17.65
4043,Shear keys - W,30164,301,-17.94
4043,Shear keys - W,30165,301,-18.86
4043,Shear keys - W,30166,301,-18.17
4043,Shear keys - W,30167,301,-19.64
4043,Shear keys - W,30168,301,-18.90
4043,Shear keys - W,30169,301,-20.85
4043,Shear keys - W,30170,301,-22.21
4043,Shear keys - W,30171,301,-19.46
4043,Shear keys - W,30172,301,-21.32
4043,Shear keys - W,30173,301,-22.33
4043,Shear keys - W,30174,301,-24.95
4043,Shear keys - W,30175,301,-25.03
4043,Shear keys - W,30176,301,-22.77
4043,Shear keys - W,30177,301,-29.50
4043,Shear keys - W,30178,301,-29.31
4043,Shear keys - W,30179,301,-35.28
4043,Shear keys - W,30180,301,-35.71
4043,Shear keys - W,30181,301,-40.29
4043,Shear keys - W,30182,301,-43.45
4043,Shear keys - W,30183,301,-48.81
4043,Shear keys - W,30184,301,-49.19
4043,Shear keys - W,30185,301,-52.12
4043,Shear keys - W,30186,301,-53.33
4043,Shear keys - W,30187,301,-56.03
4043,Shear keys - W,30188,301,-55.45
4043,Shear keys - W,30189,301,-39.84
4043,Shear keys - W,30190,301,-45.62
4043,Shear keys - W,30191,301,-49.51
4043,Shear keys - W,30192,301,-50.40
4043,Shear keys - W,30193,301,-44.95
4043,Shear keys - W,30194,301,-52.20
4043,Shear keys - W,30195,301,-65.35
4043,Shear keys - W,30196,301,-58.51
4043,Shear keys - W,30197,301,-76.27
4043,Shear keys - W,30198,301,-68.19
4043,Shear keys - W,30199,301,-89.43
4043,Shear keys - W,30200,301,-103.21
4043,Shear keys - W,30201,301,-118.38
4043,Shear keys - W,30202,301,-132.27
4043,Shear keys - W,30203,301,-110.83
4043,Shear keys - W,30204,301,-153.65
4043,Shear keys - W,30205,301,-183.39
4043,Shear keys - W,30206,301,-179.36
4043,Shear keys - W,30207,301,-145.91
4043,Shear keys - W,30208,301,-89.61
4043,Shear keys - W,30209,301,9.53
4043,Shear keys - W,30210,301,241.38
4043,Shear keys - W,30211,301,778.58
4043,Shear keys - W,30212,301,1762.05
4043,Shear keys - W,30213,301,2819.23
4044,Top slab - activation + beam/key,10101,101,-5547.88
4044,Top slab - activation + beam/key,10103,101,-3891.37
4044,Top slab - activation + beam/key,10104,101,-1967.89
4044,Top slab - activation + beam/key,10105,101,-841.10
4044,Top slab - activation + beam/key,10106,101,-243.56
4044,Top slab - activation + beam/key,10107,101,53.42
4044,Top slab - activation + beam/key,10108,101,201.91
4044,Top slab - activation + beam/key,10109,101,261.66
4044,Top slab - activation + beam/key,10110,101,360.03
4044,Top slab - activation + beam/key,10111,101,325.70
4044,Top slab - activation + beam/key,10112,101,289.52
4044,Top slab - activation + beam/key,10113,101,308.21
4044,Top slab - activation + beam/key,10114,101,257.09
4044,Top slab - activation + beam/key,10115,101,236.87
4044,Top slab - activation + beam/key,10116,101,226.36
4044,Top slab - activation + beam/key,10117,101,195.94
4044,Top slab - activation + beam/key,10118,101,192.05
4044,Top slab - activation + beam/key,10119,101,176.90
4044,Top slab - activation + beam/key,10120,101,163.73
4044,Top slab - activation + beam/key,10121,101,152.77
4044,Top slab - activation + beam/key,10122,101,152.37
4044,Top slab - activation + beam/key,10123,101,140.61
4044,Top slab - activation + beam/key,10124,101,132.04
4044,Top slab - activation + beam/key,10125,101,133.78
4044,Top slab - activation + beam/key,10126,101,130.80
4044,Top slab - activation + beam/key,10127,101,125.72
4044,Top slab - activation + beam/key,10128,101,124.53
4044,Top slab - activation + beam/key,10129,101,123.77
4044,Top slab - activation + beam/key,10130,101,121.12
4044,Top slab - activation + beam/key,10131,101,120.94
4044,Top slab - activation + beam/key,10132,101,120.23
4044,Top slab - activation + beam/key,10133,101,116.55
4044,Top slab - activation + beam/key,10134,101,119.98
4044,Top slab - activation + beam/key,10135,101,120.73
4044,Top slab - activation + beam/key,10136,101,124.30
4044,Top slab - activation + beam/key,10137,101,124.16
4044,Top slab - activation + beam/key,10138,101,126.29
4044,Top slab - activation + beam/key,10139,101,129.95
4044,Top slab - activation + beam/key,10140,101,137.14
4044,Top slab - activation + beam/key,10141,101,142.86
4044,Top slab - activation + beam/key,10142,101,147.83
4044,Top slab - activation + beam/key,10143,101,154.07
4044,Top slab - activation + beam/key,10144,101,167.28
4044,Top slab - activation + beam/key,10145,101,174.86
4044,Top slab - activation + beam/key,10146,101,188.89
4044,Top slab - activation + beam/key,10147,101,203.36
4044,Top slab - activation + beam/key,10148,101,215.86
4044,Top slab - activation + beam/key,10149,101,241.82
4044,Top slab - activation + beam/key,10150,101,246.73
4044,Top slab - activation + beam/key,10151,101,295.81
4044,Top slab - activation + beam/key,10152,101,307.26
4044,Top slab - activation + beam/key,10153,101,277.23
4044,Top slab - activation + beam/key,10154,101,313.17
4044,Top slab - activation + beam/key,10155,101,294.76
4044,Top slab - activation + beam/key,10156,101,238.33
4044,Top slab - activation + beam/key,10157,101,77.92
4044,Top slab - activation + beam/key,10158,101,-274.03
4044,Top slab - activation + beam/key,10159,101,-872.26
4044,Top slab - activation + beam/key,10160,101,-1945.92
4044,Top slab - activation + beam/key,10161,101,-3771.94
4044,Top slab - activation + beam/key,10162,101,-6136.64
4044,Top slab - activation + beam/key,20101,201,3377.01
4044,Top slab - activation + beam/key,20102,201,1772.89
4044,Top slab - activation + beam/key,20103,201,647.10
4044,Top slab - activation + beam/key,20104,201,188.40
4044,Top slab - activation + beam/key,20105,201,25.24
4044,Top slab - activation + beam/key,20106,201,-25.33
4044,Top slab - activation + beam/key,20107,201,-2.40
4044,Top slab - activation + beam/key,20108,201,62.28
4044,Top slab - activation + beam/key,20109,201,149.22
4044,Top slab - activation + beam/key,20110,201,298.41
4044,Top slab - activation + beam/key,20111,201,444.79
4044,Top slab - activation + beam/key,20112,201,803.49
4044,Top slab - activation + beam/key,20113,201,1203.37
4044,Top slab - activation + beam/key,20114,201,1807.84
4044,Top slab - activation + beam/key,20115,201,3151.93
4044,Top slab - activation + beam/key,20116,201,1821.95
4044,Top slab - activation + beam/key,20117,201,1133.30
4044,Top slab - activation + beam/key,20118,201,762.73
4044,Top slab - activation + beam/key,20119,201,549.03
4044,Top slab - activation + beam/key,20120,201,407.90
4044,Top slab - activation + beam/key,20121,201,334.64
4044,Top slab - activation + beam/key,20122,201,283.90
4044,Top slab - activation + beam/key,20123,201,277.05
4044,Top slab - activation + beam/key,20124,201,295.35
4044,Top slab - activation + beam/key,20125,201,359.79
4044,Top slab - activation + beam/key,20126,201,446.16
4044,Top slab - activation + beam/key,20127,201,607.77
4044,Top slab - activation + beam/key,20128,201,837.82
4044,Top slab - activation + beam/key,20129,201,1208.82
4044,Top slab - activation + beam/key,20130,201,1725.13
4044,Top slab - activation + beam/key,20131,201,2067.53
4044,Top slab - activation + beam/key,20132,201,3507.09
4044,Top slab - activation + beam/key,20133,201,2556.36
4044,Top slab - activation + beam/key,20134,201,1705.39
4044,Top slab - activation + beam/key,20135,201,1105.35
4044,Top slab - activation + beam/key,20136,201,768.92
4044,Top slab - activation + beam/key,20137,201,560.18
4044,Top slab - activation + beam/key,20138,201,391.30
4044,Top slab - activation + beam/key,20139,201,294.99
4044,Top slab - activation + beam/key,20140,201,234.20
4044,Top slab - activation + beam/key,20141,201,188.17
4044,Top slab - activation + beam/key,20142,201,148.38
4044,Top slab - activation + beam/key,20143,201,127.88
4044,Top slab - activation + beam/key,20144,201,107.54
4044,Top slab - activation + beam/key,20145,201,101.96
4044,Top slab - activation + beam/key,20146,201,95.49
4044,Top slab - activation + beam/key,20147,201,97.87
4044,Top slab - activation + beam/key,20148,201,94.70
4044,Top slab - activation + beam/key,20149,201,97.16
4044,Top slab - activation + beam/key,20150,201,100.46
4044,Top slab - activation + beam/key,20151,201,102.34
4044,Top slab - activation + beam/key,20152,201,120.80
4044,Top slab - activation + beam/key,20153,201,139.63
4044,Top slab - activation + beam/key,20154,201,168.68
4044,Top slab - activation + beam/key,20155,201,215.31
4044,Top slab - activation + beam/key,20156,201,268.95
4044,Top slab - activation + beam/key,20157,201,353.61
4044,Top slab - activation + beam/key,20158,201,482.58
4044,Top slab - activation + beam/key,20159,201,670.69
4044,Top slab - activation + beam/key,20160,201,926.98
4044,Top slab - activation + beam/key,20161,201,1349.21
4044,Top slab - activation + beam/key,20162,201,2132.62
4044,Top slab - activation + beam/key,20163,201,3409.30
4044,Top slab - activation + beam/key,20164,201,2135.54
4044,Top slab - activation + beam/key,20165,201,1339.21
4044,Top slab - activation + beam/key,20166,201,903.99
4044,Top slab - activation + beam/key,20167,201,666.59
4044,Top slab - activation + beam/key,20168,201,485.99
4044,Top slab - activation + beam/key,20169,201,376.96
4044,Top slab - activation + beam/key,20170,201,293.48
4044,Top slab - activation + beam/key,20171,201,268.77
4044,Top slab - activation + beam/key,20172,201,268.97
4044,Top slab - activation + beam/key,20173,201,289.80
4044,Top slab - activation + beam/key,20174,201,349.32
4044,Top slab - activation + beam/key,20175,201,448.14
4044,Top slab - activation + beam/key,20176,201,609.54
4044,Top slab - activation + beam/key,20177,201,897.82
4044,Top slab - activation + beam/key,20178,201,1388.50
4044,Top slab - activation + beam/key,20179,201,2066.70
4044,Top slab - activation + beam/key,20180,201,2347.19
4044,Top slab - activation + beam/key,20181,201,1459.46
4044,Top slab - activation + beam/key,20182,201,896.13
4044,Top slab - activation + beam/key,20183,201,555.36
4044,Top slab - activation + beam/key,20184,201,334.30
4044,Top slab - activation + beam/key,20185,201,194.12
4044,Top slab - activation + beam/key,20186,201,88.58
4044,Top slab - activation + beam/key,20187,201,9.79
4044,Top slab - activation + beam/key,20188,201,-37.84
4044,Top slab - activation + beam/key,20189,201,-13.83
4044,Top slab - activation + beam/key,20190,201,99.46
4044,Top slab - activation + beam/key,20191,201,431.32
4044,Top slab - activation + beam/key,20192,201,1385.25
4044,Top slab - activation + beam/key,20193,201,3683.69
4044,Top slab - activation + beam/key,30101,301,3366.39
4044,Top slab - activation + beam/key,30102,301,2491.46
4044,Top slab - activation + beam/key,30103,301,1465.43
4044,Top slab - activation + beam/key,30104,301,726.72
4044,Top slab - activation + beam/key,30105,301,231.64
4044,Top slab - activation + beam/key,30106,301,2.57
4044,Top slab - activation + beam/key,30107,301,-150.22
4044,Top slab - activation + beam/key,30108,301,-180.82
4044,Top slab - activation + beam/key,30109,301,-209.19
4044,Top slab - activation + beam/key,30110,301,-193.87
4044,Top slab - activation + beam/key,30111,301,-177.28
4044,Top slab - activation + beam/key,30112,301,-142.94
4044,Top slab - activation + beam/key,30113,301,-136.45
4044,Top slab - activation + beam/key,30114,301,-121.20
4044,Top slab - activation + beam/key,30115,301,-109.39
4044,Top slab - activation + beam/key,30116,301,-128.26
4044,Top slab - activation + beam/key,30117,301,-98.50
4044,Top slab - activation + beam/key,30118,301,-102.36
4044,Top slab - activation + beam/key,30119,301,-109.98
4044,Top slab - activation + beam/key,30120,301,-108.91
4044,Top slab - activation + beam/key,30121,301,-124.32
4044,Top slab - activation + beam/key,30122,301,-137.58
4044,Top slab - activation + beam/key,30123,301,-142.46
4044,Top slab - activation + beam/key,30124,301,-165.83
4044,Top slab - activation + beam/key,30125,301,-161.38
4044,Top slab - activation + beam/key,30126,301,-161.73
4044,Top slab - activation + beam/key,30127,301,-165.90
4044,Top slab - activation + beam/key,30128,301,-163.36
4044,Top slab - activation + beam/key,30129,301,-161.37
4044,Top slab - activation + beam/key,30130,301,-157.21
4044,Top slab - activation + beam/key,30131,301,-152.59
4044,Top slab - activation + beam/key,30132,301,-141.81
4044,Top slab - activation + beam/key,30133,301,-116.76
4044,Top slab - activation + beam/key,30134,301,-109.29
4044,Top slab - activation + beam/key,30135,301,-95.18
4044,Top slab - activation + beam/key,30136,301,-74.45
4044,Top slab - activation + beam/key,30137,301,-60.11
4044,Top slab - activation + beam/key,30138,301,-49.39
4044,Top slab - activation + beam/key,30139,301,-45.76
4044,Top slab - activation + beam/key,30140,301,-34.82
4044,Top slab - activation + beam/key,30141,301,-24.21
4044,Top slab - activation + beam/key,30142,301,-23.50
4044,Top slab - activation + beam/key,30143,301,-21.36
4044,Top slab - activation + beam/key,30144,301,-16.43
4044,Top slab - activation + beam/key,30145,301,-14.02
4044,Top slab - activation + beam/key,30146,301,-14.22
4044,Top slab - activation + beam/key,30147,301,-14.61
4044,Top slab - activation + beam/key,30148,301,-14.89
4044,Top slab - activation + beam/key,30149,301,-14.21
4044,Top slab - activation + beam/key,30150,301,-14.62
4044,Top slab - activation + beam/key,30151,301,-16.23
4044,Top slab - activation + beam/key,30152,301,-17.69
4044,Top slab - activation + beam/key,30153,301,-15.14
4044,Top slab - activation + beam/key,30154,301,-15.47
4044,Top slab - activation + beam/key,30155,301,-20.76
4044,Top slab - activation + beam/key,30156,301,-19.10
4044,Top slab - activation + beam/key,30157,301,-18.18
4044,Top slab - activation + beam/key,30158,301,-19.15
4044,Top slab - activation + beam/key,30159,301,-18.84
4044,Top slab - activation + beam/key,30160,301,-17.22
4044,Top slab - activation + beam/key,30161,301,-17.38
4044,Top slab - activation + beam/key,30162,301,-16.27
4044,Top slab - activation + beam/key,30163,301,-16.90
4044,Top slab - activation + beam/key,30164,301,-16.52
4044,Top slab - activation + beam/key,30165,301,-15.97
4044,Top slab - activation + beam/key,30166,301,-15.88
4044,Top slab - activation + beam/key,30167,301,-18.01
4044,Top slab - activation + beam/key,30168,301,-13.66
4044,Top slab - activation + beam/key,30169,301,-16.51
4044,Top slab - activation + beam/key,30170,301,-19.39
4044,Top slab - activation + beam/key,30171,301,-11.94
4044,Top slab - activation + beam/key,30172,301,-16.10
4044,Top slab - activation + beam/key,30173,301,-22.14
4044,Top slab - activation + beam/key,30174,301,-30.45
4044,Top slab - activation + beam/key,30175,301,-34.15
4044,Top slab - activation + beam/key,30176,301,-33.75
4044,Top slab - activation + beam/key,30177,301,-50.99
4044,Top slab - activation + beam/key,30178,301,-63.34
4044,Top slab - activation + beam/key,30179,301,-82.05
4044,Top slab - activation + beam/key,30180,301,-93.33
4044,Top slab - activation + beam/key,30181,301,-106.70
4044,Top slab - activation + beam/key,30182,301,-126.08
4044,Top slab - activation + beam/key,30183,301,-142.13
4044,Top slab - activation + beam/key,30184,301,-152.53
4044,Top slab - activation + beam/key,30185,301,-160.50
4044,Top slab - activation + beam/key,30186,301,-170.67
4044,Top slab - activation + beam/key,30187,301,-173.64
4044,Top slab - activation + beam/key,30188,301,-172.47
4044,Top slab - activation + beam/key,30189,301,-160.49
4044,Top slab - activation + beam/key,30190,301,-162.94
4044,Top slab - activation + beam/key,30191,301,-155.67
4044,Top slab - activation + beam/key,30192,301,-141.93
4044,Top slab - activation + beam/key,30193,301,-122.71
4044,Top slab - activation + beam/key,30194,301,-116.17
4044,Top slab - activation + beam/key,30195,301,-113.41
4044,Top slab - activation + beam/key,30196,301,-100.24
4044,Top slab - activation + beam/key,30197,301,-109.33
4044,Top slab - activation + beam/key,30198,301,-95.52
4044,Top slab - activation + beam/key,30199,301,-110.40
4044,Top slab - activation + beam/key,30200,301,-121.02
4044,Top slab - activation + beam/key,30201,301,-135.20
4044,Top slab - activation + beam/key,30202,301,-148.11
4044,Top slab - activation + beam/key,30203,301,-129.57
4044,Top slab - activation + beam/key,30204,301,-175.25
4044,Top slab - activation + beam/key,30205,301,-207.41
4044,Top slab - activation + beam/key,30206,301,-206.68
4044,Top slab - activation + beam/key,30207,301,-171.36
4044,Top slab - activation + beam/key,30208,301,-106.08
4044,Top slab - activation + beam/key,30209,301,16.80
4044,Top slab - activation + beam/key,30210,301,297.74
4044,Top slab - activation + beam/key,30211,301,940.31
4044,Top slab - activation + beam/key,30212,301,2134.65
4044,Top slab - activation + beam/key,30213,301,3419.43
4044,Top slab - activation + beam/key,30214,550,-267.82
4044,Top slab - activation + beam/key,30215,550,-145.88
4044,Top slab - activation + beam/key,30216,550,-26.14
4044,Top slab - activation + beam/key,30217,550,95.23
4044,Top slab - activation + beam/key,30218,550,214.86
4044,Top slab - activation + beam/key,30219,550,-310.14
4044,Top slab - activation + beam/key,30220,550,-139.66
4044,Top slab - activation + beam/key,30221,550,-25.29
4044,Top slab - activation + beam/key,30222,550,92.39
4044,Top slab - activation + beam/key,30223,550,221.65
4044,Top slab - activation + beam/key,30224,550,-288.19
4044,Top slab - activation + beam/key,30225,550,-125.56
4044,Top slab - activation + beam/key,30226,550,-4.53
4044,Top slab - activation + beam/key,30227,550,118.33
4044,Top slab - activation + beam/key,30228,550,277.88
4044,Top slab - activation + beam/key,30229,550,-196.13
4044,Top slab - activation + beam/key,30230,550,-66.87
4044,Top slab - activation + beam/key,30231,550,48.89
4044,Top slab - activation + beam/key,30232,550,166.61
4044,Top slab - activation + beam/key,30233,550,275.95
4044,Top slab - activation + beam/key,30234,550,-272.03
4044,Top slab - activation + beam/key,30235,550,-149.27
4044,Top slab - activation + beam/key,30236,550,-25.88
4044,Top slab - activation + beam/key,30237,550,94.99
4044,Top slab - activation + beam/key,30238,550,210.42
4044,Top slab - activation + beam/key,30239,550,-263.60
4044,Top slab - activation + beam/key,30240,550,-146.18
4044,Top slab - activation + beam/key,30241,550,-28.04
4044,Top slab - activation + beam/key,30242,550,90.10
4044,Top slab - activation + beam/key,30243,550,238.24
4044,Top slab - activation + beam/key,30244,550,-234.75
4044,Top slab - activation + beam/key,30245,550,-120.73
4044,Top slab - activation + beam/key,30246,550,-2.12
4044,Top slab - activation + beam/key,30247,550,110.23
4044,Top slab - activation + beam/key,30248,550,256.97
4044,Top slab - activation + beam/key,30249,550,-163.11
4044,Top slab - activation + beam/key,30250,550,-51.23
4045,Protective concrete,10101,101,-5747.07
4045,Protective concrete,10103,101,-4030.73
4045,Protective concrete,10104,101,-2038.31
4045,Protective concrete,10105,101,-871.20
4045,Protective concrete,10106,101,-252.10
4045,Protective concrete,10107,101,55.44
4045,Protective concrete,10108,101,209.14
4045,Protective concrete,10109,101,271.11
4045,Protective concrete,10110,101,372.68
4045,Protective concrete,10111,101,337.16
4045,Protective concrete,10112,101,299.71
4045,Protective concrete,10113,101,318.87
4045,Protective concrete,10114,101,265.99
4045,Protective concrete,10115,101,245.04
4045,Protective concrete,10116,101,234.03
4045,Protective concrete,10117,101,202.63
4045,Protective concrete,10118,101,198.52
4045,Protective concrete,10119,101,182.87
4045,Protective concrete,10120,101,169.16
4045,Protective concrete,10121,101,157.87
4045,Protective concrete,10122,101,157.39
4045,Protective concrete,10123,101,145.25
4045,Protective concrete,10124,101,136.39
4045,Protective concrete,10125,101,138.14
4045,Protective concrete,10126,101,135.08
4045,Protective concrete,10127,101,129.81
4045,Protective concrete,10128,101,128.59
4045,Protective concrete,10129,101,127.80
4045,Protective concrete,10130,101,125.05
4045,Protective concrete,10131,101,124.88
4045,Protective concrete,10132,101,124.14
4045,Protective concrete,10133,101,120.35
4045,Protective concrete,10134,101,123.88
4045,Protective concrete,10135,101,124.67
4045,Protective concrete,10136,101,128.36
4045,Protective concrete,10137,101,128.24
4045,Protective concrete,10138,101,130.41
4045,Protective concrete,10139,101,134.24
4045,Protective concrete,10140,101,141.68
4045,Protective concrete,10141,101,147.56
4045,Protective concrete,10142,101,152.76
4045,Protective concrete,10143,101,159.26
4045,Protective concrete,10144,101,172.89
4045,Protective concrete,10145,101,180.80
4045,Protective concrete,10146,101,195.29
4045,Protective concrete,10147,101,210.35
4045,Protective concrete,10148,101,223.39
4045,Protective concrete,10149,101,250.18
4045,Protective concrete,10150,101,255.41
4045,Protective concrete,10151,101,306.19
4045,Protective concrete,10152,101,318.11
4045,Protective concrete,10153,101,287.26
4045,Protective concrete,10154,101,324.39
4045,Protective concrete,10155,101,305.45
4045,Protective concrete,10156,101,246.93
4045,Protective concrete,10157,101,80.82
4045,Protective concrete,10158,101,-283.56
4045,Protective concrete,10159,101,-903.48
4045,Protective concrete,10160,101,-2016.12
4045,Protective concrete,10161,101,-3908.45
4045,Protective concrete,10162,101,-6358.98
4045,Protective concrete,20101,201,3380.89
4045,Protective concrete,20102,201,1774.94
4045,Protective concrete,20103,201,647.87
4045,Protective concrete,20104,201,188.62
4045,Protective concrete,20105,201,25.26
4045,Protective concrete,20106,201,-25.39
4045,Protective concrete,20107,201,-2.45
4045,Protective concrete,20108,201,62.29
4045,Protective concrete,20109,201,149.32
4045,Protective concrete,20110,201,298.62
4045,Protective concrete,20111,201,445.17
4045,Protective concrete,20112,201,804.25
4045,Protective concrete,20113,201,1204.47
4045,Protective concrete,20114,201,1809.61
4045,Protective concrete,20115,201,3155.26
4045,Protective concrete,20116,201,1823.85
4045,Protective concrete,20117,201,1134.51
4045,Protective concrete,20118,201,763.55
4045,Protective concrete,20119,201,549.63
4045,Protective concrete,20120,201,408.35
4045,Protective concrete,20121,201,335.01
4045,Protective concrete,20122,201,284.20
4045,Protective concrete,20123,201,277.35
4045,Protective concrete,20124,201,295.65
4045,Protective concrete,20125,201,360.16
4045,Protective concrete,20126,201,446.59
4045,Protective concrete,20127,201,608.35
4045,Protective concrete,20128,201,838.62
4045,Protective concrete,20129,201,1209.96
4045,Protective concrete,20130,201,1726.72
4045,Protective concrete,20131,201,2069.49
4045,Protective concrete,20132,201,3510.48
4045,Protective concrete,20133,201,2558.70
4045,Protective concrete,20134,201,1706.96
4045,Protective concrete,20135,201,1106.40
4045,Protective concrete,20136,201,769.62
4045,Protective concrete,20137,201,560.68
4045,Protective concrete,20138,201,391.67
4045,Protective concrete,20139,201,295.27
4045,Protective concrete,20140,201,234.42
4045,Protective concrete,20141,201,188.33
4045,Protective concrete,20142,201,148.50
4045,Protective concrete,20143,201,127.99
4045,Protective concrete,20144,201,107.63
4045,Protective concrete,20145,201,102.04
4045,Protective concrete,20146,201,95.57
4045,Protective concrete,20147,201,97.95
4045,Protective concrete,20148,201,94.78
4045,Protective concrete,20149,201,97.24
4045,Protective concrete,20150,201,100.54
4045,Protective concrete,20151,201,102.43
4045,Protective concrete,20152,201,120.91
4045,Protective concrete,20153,201,139.76
4045,Protective concrete,20154,201,168.83
4045,Protective concrete,20155,201,215.51
4045,Protective concrete,20156,201,269.21
4045,Protective concrete,20157,201,353.94
4045,Protective concrete,20158,201,483.02
4045,Protective concrete,20159,201,671.32
4045,Protective concrete,20160,201,927.89
4045,Protective concrete,20161,201,1350.52
4045,Protective concrete,20162,201,2134.63
4045,Protective concrete,20163,201,3412.63
4045,Protective concrete,20164,201,2137.59
4045,Protective concrete,20165,201,1340.49
4045,Protective concrete,20166,201,904.88
4045,Protective concrete,20167,201,667.24
4045,Protective concrete,20168,201,486.49
4045,Protective concrete,20169,201,377.36
4045,Protective concrete,20170,201,293.82
4045,Protective concrete,20171,201,269.08
4045,Protective concrete,20172,201,269.29
4045,Protective concrete,20173,201,290.15
4045,Protective concrete,20174,201,349.75
4045,Protective concrete,20175,201,448.68
4045,Protective concrete,20176,201,610.26
4045,Protective concrete,20177,201,898.86
4045,Protective concrete,20178,201,1390.06
4045,Protective concrete,20179,201,2069.00
4045,Protective concrete,20180,201,2349.68
4045,Protective concrete,20181,201,1461.00
4045,Protective concrete,20182,201,897.03
4045,Protective concrete,20183,201,555.91
4045,Protective concrete,20184,201,334.64
4045,Protective concrete,20185,201,194.30
4045,Protective concrete,20186,201,88.64
4045,Protective concrete,20187,201,9.77
4045,Protective concrete,20188,201,-37.92
4045,Protective concrete,20189,201,-13.85
4045,Protective concrete,20190,201,99.57
4045,Protective concrete,20191,201,431.80
4045,Protective concrete,20192,201,1386.78
4045,Protective concrete,20193,201,3687.74
4045,Protective concrete,30101,301,3416.26
4045,Protective concrete,30102,301,2528.63
4045,Protective concrete,30103,301,1487.17
4045,Protective concrete,30104,301,737.60
4045,Protective concrete,30105,301,235.39
4045,Protective concrete,30106,301,2.81
4045,Protective concrete,30107,301,-152.01
4045,Protective concrete,30108,301,-183.16
4045,Protective concrete,30109,301,-211.75
4045,Protective concrete,30110,301,-196.25
4045,Protective concrete,30111,301,-179.37
4045,Protective concrete,30112,301,-144.91
4045,Protective concrete,30113,301,-138.02
4045,Protective concrete,30114,301,-122.75
4045,Protective concrete,30115,301,-110.86
4045,Protective concrete,30116,301,-129.90
4045,Protective concrete,30117,301,-100.43
4045,Protective concrete,30118,301,-104.64
4045,Protective concrete,30119,301,-112.72
4045,Protective concrete,30120,301,-112.31
4045,Protective concrete,30121,301,-128.66
4045,Protective concrete,30122,301,-142.97
4045,Protective concrete,30123,301,-148.54
4045,Protective concrete,30124,301,-172.65
4045,Protective concrete,30125,301,-168.30
4045,Protective concrete,30126,301,-168.72
4045,Protective concrete,30127,301,-172.67
4045,Protective concrete,30128,301,-170.12
4045,Protective concrete,30129,301,-167.86
4045,Protective concrete,30130,301,-163.74
4045,Protective concrete,30131,301,-158.56
4045,Protective concrete,30132,301,-147.34
4045,Protective concrete,30133,301,-121.40
4045,Protective concrete,30134,301,-113.48
4045,Protective concrete,30135,301,-98.54
4045,Protective concrete,30136,301,-77.10
4045,Protective concrete,30137,301,-62.15
4045,Protective concrete,30138,301,-50.70
4045,Protective concrete,30139,301,-46.80
4045,Protective concrete,30140,301,-35.47
4045,Protective concrete,30141,301,-24.48
4045,Protective concrete,30142,301,-23.61
4045,Protective concrete,30143,301,-21.33
4045,Protective concrete,30144,301,-16.24
4045,Protective concrete,30145,301,-13.84
4045,Protective concrete,30146,301,-14.00
4045,Protective concrete,30147,301,-14.33
4045,Protective concrete,30148,301,-14.65
4045,Protective concrete,30149,301,-14.03
4045,Protective concrete,30150,301,-14.51
4045,Protective concrete,30151,301,-16.17
4045,Protective concrete,30152,301,-17.69
4045,Protective concrete,30153,301,-15.14
4045,Protective concrete,30154,301,-15.50
4045,Protective concrete,30155,301,-20.87
4045,Protective concrete,30156,301,-19.19
4045,Protective concrete,30157,301,-18.28
4045,Protective concrete,30158,301,-19.27
4045,Protective concrete,30159,301,-18.93
4045,Protective concrete,30160,301,-17.27
4045,Protective concrete,30161,301,-17.45
4045,Protective concrete,30162,301,-16.26
4045,Protective concrete,30163,301,-16.93
4045,Protective concrete,30164,301,-16.51
4045,Protective concrete,30165,301,-15.88
4045,Protective concrete,30166,301,-15.82
4045,Protective concrete,30167,301,-17.99
4045,Protective concrete,30168,301,-13.43
4045,Protective concrete,30169,301,-16.33
4045,Protective concrete,30170,301,-19.31
4045,Protective concrete,30171,301,-11.57
4045,Protective concrete,30172,301,-15.87
4045,Protective concrete,30173,301,-22.20
4045,Protective concrete,30174,301,-30.87
4045,Protective concrete,30175,301,-34.79
4045,Protective concrete,30176,301,-34.48
4045,Protective concrete,30177,301,-52.37
4045,Protective concrete,30178,301,-65.46
4045,Protective concrete,30179,301,-84.93
4045,Protective concrete,30180,301,-96.85
4045,Protective concrete,30181,301,-110.76
4045,Protective concrete,30182,301,-131.08
4045,Protective concrete,30183,301,-147.78
4045,Protective concrete,30184,301,-158.76
4045,Protective concrete,30185,301,-167.03
4045,Protective concrete,30186,301,-177.72
4045,Protective concrete,30187,301,-180.71
4045,Protective concrete,30188,301,-179.51
