stage,stage_title,element_no,group,vx[kN/m]
4031,Shear keys - BS - 2553/2554,20101,201,2.33
4031,Shear keys - BS - 2553/2554,20102,201,1.29
4031,Shear keys - BS - 2553/2554,20103,201,0.87
4031,Shear keys - BS - 2553/2554,20104,201,0.74
4031,Shear keys - BS - 2553/2554,20105,201,0.64
4031,Shear keys - BS - 2553/2554,20106,201,0.74
4031,Shear keys - BS - 2553/2554,20107,201,0.75
4031,Shear keys - BS - 2553/2554,20108,201,0.74
4031,Shear keys - BS - 2553/2554,20109,201,0.79
4031,Shear keys - BS - 2553/2554,20110,201,0.91
4031,Shear keys - BS - 2553/2554,20111,201,1.10
4031,Shear keys - BS - 2553/2554,20112,201,1.42
4031,Shear keys - BS - 2553/2554,20113,201,1.72
4031,Shear keys - BS - 2553/2554,20114,201,2.12
4031,Shear keys - BS - 2553/2554,20115,201,4.37
4031,Shear keys - BS - 2553/2554,20116,201,2.56
4031,Shear keys - BS - 2553/2554,20117,201,1.87
4031,Shear keys - BS - 2553/2554,20118,201,1.42
4031,Shear keys - BS - 2553/2554,20119,201,1.22
4031,Shear keys - BS - 2553/2554,20120,201,1.05
4031,Shear keys - BS - 2553/2554,20121,201,0.99
4031,Shear keys - BS - 2553/2554,20122,201,0.93
4031,Shear keys - BS - 2553/2554,20123,201,0.82
4031,Shear keys - BS - 2553/2554,20124,201,0.93
4031,Shear keys - BS - 2553/2554,20125,201,1.02
4031,Shear keys - BS - 2553/2554,20126,201,1.10
4031,Shear keys - BS - 2553/2554,20127,201,1.32
4031,Shear keys - BS - 2553/2554,20128,201,1.62
4031,Shear keys - BS - 2553/2554,20129,201,2.06
4031,Shear keys - BS - 2553/2554,20130,201,2.65
4031,Shear keys - BS - 2553/2554,20131,201,3.47
4031,Shear keys - BS - 2553/2554,20132,201,5.36
4031,Shear keys - BS - 2553/2554,20133,201,3.76
4031,Shear keys - BS - 2553/2554,20134,201,2.68
4031,Shear keys - BS - 2553/2554,20135,201,2.04
4031,Shear keys - BS - 2553/2554,20136,201,1.51
4031,Shear keys - BS - 2553/2554,20137,201,1.26
4031,Shear keys - BS - 2553/2554,20138,201,1.09
4031,Shear keys - BS - 2553/2554,20139,201,1.07
4031,Shear keys - BS - 2553/2554,20140,201,0.99
4031,Shear keys - BS - 2553/2554,20141,201,0.83
4031,Shear keys - BS - 2553/2554,20142,201,0.77
4031,Shear keys - BS - 2553/2554,20143,201,0.75
4031,Shear keys - BS - 2553/2554,20144,201,0.75
4031,Shear keys - BS - 2553/2554,20145,201,0.78
4031,Shear keys - BS - 2553/2554,20146,201,0.78
4031,Shear keys - BS - 2553/2554,20147,201,0.75
4031,Shear keys - BS - 2553/2554,20148,201,0.78
4031,Shear keys - BS - 2553/2554,20149,201,0.76
4031,Shear keys - BS - 2553/2554,20150,201,0.75
4031,Shear keys - BS - 2553/2554,20151,201,0.71
4031,Shear keys - BS - 2553/2554,20152,201,0.74
4031,Shear keys - BS - 2553/2554,20153,201,0.77
4031,Shear keys - BS - 2553/2554,20154,201,0.88
4031,Shear keys - BS - 2553/2554,20155,201,0.95
4031,Shear keys - BS - 2553/2554,20156,201,0.95
4031,Shear keys - BS - 2553/2554,20157,201,1.03
4031,Shear keys - BS - 2553/2554,20158,201,1.19
4031,Shear keys - BS - 2553/2554,20159,201,1.44
4031,Shear keys - BS - 2553/2554,20160,201,1.94
4031,Shear keys - BS - 2553/2554,20161,201,2.40
4031,Shear keys - BS - 2553/2554,20162,201,3.19
4031,Shear keys - BS - 2553/2554,20163,201,5.16
4031,Shear keys - BS - 2553/2554,20164,201,3.22
4031,Shear keys - BS - 2553/2554,20165,201,2.24
4031,Shear keys - BS - 2553/2554,20166,201,1.81
4031,Shear keys - BS - 2553/2554,20167,201,1.46
4031,Shear keys - BS - 2553/2554,20168,201,1.16
4031,Shear keys - BS - 2553/2554,20169,201,1.03
4031,Shear keys - BS - 2553/2554,20170,201,0.96
4031,Shear keys - BS - 2553/2554,20171,201,0.90
4031,Shear keys - BS - 2553/2554,20172,201,0.98
4031,Shear keys - BS - 2553/2554,20173,201,1.03
4031,Shear keys - BS - 2553/2554,20174,201,1.00
4031,Shear keys - BS - 2553/2554,20175,201,1.12
4031,Shear keys - BS - 2553/2554,20176,201,1.30
4031,Shear keys - BS - 2553/2554,20177,201,1.63
4031,Shear keys - BS - 2553/2554,20178,201,2.15
4031,Shear keys - BS - 2553/2554,20179,201,3.02
4031,Shear keys - BS - 2553/2554,20180,201,3.03
4031,Shear keys - BS - 2553/2554,20181,201,2.08
4031,Shear keys - BS - 2553/2554,20182,201,1.48
4031,Shear keys - BS - 2553/2554,20183,201,1.12
4031,Shear keys - BS - 2553/2554,20184,201,0.97
4031,Shear keys - BS - 2553/2554,20185,201,0.92
4031,Shear keys - BS - 2553/2554,20186,201,0.83
4031,Shear keys - BS - 2553/2554,20187,201,0.68
4031,Shear keys - BS - 2553/2554,20188,201,0.63
4031,Shear keys - BS - 2553/2554,20189,201,0.60
4031,Shear keys - BS - 2553/2554,20190,201,0.68
4031,Shear keys - BS - 2553/2554,20191,201,0.85
4031,Shear keys - BS - 2553/2554,20192,201,1.29
4031,Shear keys - BS - 2553/2554,20193,201,2.33
4032,Walls activation,20101,201,2325.09
4032,Walls activation,20102,201,1204.00
4032,Walls activation,20103,201,409.97
4032,Walls activation,20104,201,75.86
4032,Walls activation,20105,201,-46.03
4032,Walls activation,20106,201,-96.12
4032,Walls activation,20107,201,-98.78
4032,Walls activation,20108,201,-73.02
4032,Walls activation,20109,201,-45.33
4032,Walls activation,20110,201,-2.49
4032,Walls activation,20111,201,55.80
4032,Walls activation,20112,201,164.06
4032,Walls activation,20113,201,276.17
4032,Walls activation,20114,201,456.20
4032,Walls activation,20115,201,821.26
4032,Walls activation,20116,201,463.18
4032,Walls activation,20117,201,277.54
4032,Walls activation,20118,201,177.41
4032,Walls activation,20119,201,117.91
4032,Walls activation,20120,201,80.48
4032,Walls activation,20121,201,59.10
4032,Walls activation,20122,201,47.37
4032,Walls activation,20123,201,41.48
4032,Walls activation,20124,201,40.46
4032,Walls activation,20125,201,50.90
4032,Walls activation,20126,201,66.47
4032,Walls activation,20127,201,92.97
4032,Walls activation,20128,201,134.29
4032,Walls activation,20129,201,199.75
4032,Walls activation,20130,201,291.20
4032,Walls activation,20131,201,348.54
4032,Walls activation,20132,201,588.26
4032,Walls activation,20133,201,433.60
4032,Walls activation,20134,201,284.04
4032,Walls activation,20135,201,176.78
4032,Walls activation,20136,201,117.21
4032,Walls activation,20137,201,80.20
4032,Walls activation,20138,201,49.87
4032,Walls activation,20139,201,31.57
4032,Walls activation,20140,201,21.75
4032,Walls activation,20141,201,13.11
4032,Walls activation,20142,201,6.57
4032,Walls activation,20143,201,2.95
4032,Walls activation,20144,201,-0.83
4032,Walls activation,20145,201,-1.65
4032,Walls activation,20146,201,-2.86
4032,Walls activation,20147,201,-2.75
4032,Walls activation,20148,201,-3.15
4032,Walls activation,20149,201,-2.46
4032,Walls activation,20150,201,-2.03
4032,Walls activation,20151,201,-1.51
4032,Walls activation,20152,201,2.06
4032,Walls activation,20153,201,4.62
4032,Walls activation,20154,201,10.81
4032,Walls activation,20155,201,19.48
4032,Walls activation,20156,201,28.78
4032,Walls activation,20157,201,44.77
4032,Walls activation,20158,201,67.97
4032,Walls activation,20159,201,103.47
4032,Walls activation,20160,201,149.45
4032,Walls activation,20161,201,227.57
4032,Walls activation,20162,201,370.20
4032,Walls activation,20163,201,593.93
4032,Walls activation,20164,201,372.96
4032,Walls activation,20165,201,228.50
4032,Walls activation,20166,201,151.44
4032,Walls activation,20167,201,107.77
4032,Walls activation,20168,201,76.41
4032,Walls activation,20169,201,54.35
4032,Walls activation,20170,201,42.95
4032,Walls activation,20171,201,40.67
4032,Walls activation,20172,201,44.53
4032,Walls activation,20173,201,51.90
4032,Walls activation,20174,201,71.14
4032,Walls activation,20175,201,98.24
4032,Walls activation,20176,201,147.42
4032,Walls activation,20177,201,232.03
4032,Walls activation,20178,201,372.85
4032,Walls activation,20179,201,565.84
4032,Walls activation,20180,201,645.83
4032,Walls activation,20181,201,382.79
4032,Walls activation,20182,201,204.91
4032,Walls activation,20183,201,100.87
4032,Walls activation,20184,201,29.39
4032,Walls activation,20185,201,-22.91
4032,Walls activation,20186,201,-62.73
4032,Walls activation,20187,201,-89.37
4032,Walls activation,20188,201,-107.31
4032,Walls activation,20189,201,-67.50
4032,Walls activation,20190,201,20.19
4032,Walls activation,20191,201,262.32
4032,Walls activation,20192,201,938.04
4032,Walls activation,20193,201,2560.10
4033,Shear keys - W - 2553/2554,20101,201,2324.83
4033,Shear keys - W - 2553/2554,20102,201,1203.86
4033,Shear keys - W - 2553/2554,20103,201,409.92
4033,Shear keys - W - 2553/2554,20104,201,75.85
4033,Shear keys - W - 2553/2554,20105,201,-46.02
4033,Shear keys - W - 2553/2554,20106,201,-96.10
4033,Shear keys - W - 2553/2554,20107,201,-98.76
4033,Shear keys - W - 2553/2554,20108,201,-73.00
4033,Shear keys - W - 2553/2554,20109,201,-45.31
4033,Shear keys - W - 2553/2554,20110,201,-2.48
4033,Shear keys - W - 2553/2554,20111,201,55.79
4033,Shear keys - W - 2553/2554,20112,201,164.01
4033,Shear keys - W - 2553/2554,20113,201,276.07
4033,Shear keys - W - 2553/2554,20114,201,456.06
4033,Shear keys - W - 2553/2554,20115,201,821.39
4033,Shear keys - W - 2553/2554,20116,201,463.13
4033,Shear keys - W - 2553/2554,20117,201,277.50
4033,Shear keys - W - 2553/2554,20118,201,177.39
4033,Shear keys - W - 2553/2554,20119,201,117.91
4033,Shear keys - W - 2553/2554,20120,201,80.49
4033,Shear keys - W - 2553/2554,20121,201,59.10
4033,Shear keys - W - 2553/2554,20122,201,47.37
4033,Shear keys - W - 2553/2554,20123,201,41.48
4033,Shear keys - W - 2553/2554,20124,201,40.47
4033,Shear keys - W - 2553/2554,20125,201,50.90
4033,Shear keys - W - 2553/2554,20126,201,66.47
4033,Shear keys - W - 2553/2554,20127,201,92.96
4033,Shear keys - W - 2553/2554,20128,201,134.28
4033,Shear keys - W - 2553/2554,20129,201,199.75
4033,Shear keys - W - 2553/2554,20130,201,291.22
4033,Shear keys - W - 2553/2554,20131,201,348.58
4033,Shear keys - W - 2553/2554,20132,201,588.34
4033,Shear keys - W - 2553/2554,20133,201,433.65
4033,Shear keys - W - 2553/2554,20134,201,284.06
4033,Shear keys - W - 2553/2554,20135,201,176.77
4033,Shear keys - W - 2553/2554,20136,201,117.20
4033,Shear keys - W - 2553/2554,20137,201,80.19
4033,Shear keys - W - 2553/2554,20138,201,49.86
4033,Shear keys - W - 2553/2554,20139,201,31.57
4033,Shear keys - W - 2553/2554,20140,201,21.75
4033,Shear keys - W - 2553/2554,20141,201,13.11
4033,Shear keys - W - 2553/2554,20142,201,6.57
4033,Shear keys - W - 2553/2554,20143,201,2.95
4033,Shear keys - W - 2553/2554,20144,201,-0.83
4033,Shear keys - W - 2553/2554,20145,201,-1.65
4033,Shear keys - W - 2553/2554,20146,201,-2.86
4033,Shear keys - W - 2553/2554,20147,201,-2.75
4033,Shear keys - W - 2553/2554,20148,201,-3.15
4033,Shear keys - W - 2553/2554,20149,201,-2.46
4033,Shear keys - W - 2553/2554,20150,201,-2.03
4033,Shear keys - W - 2553/2554,20151,201,-1.51
4033,Shear keys - W - 2553/2554,20152,201,2.06
4033,Shear keys - W - 2553/2554,20153,201,4.63
4033,Shear keys - W - 2553/2554,20154,201,10.82
4033,Shear keys - W - 2553/2554,20155,201,19.49
4033,Shear keys - W - 2553/2554,20156,201,28.78
4033,Shear keys - W - 2553/2554,20157,201,44.78
4033,Shear keys - W - 2553/2554,20158,201,67.97
4033,Shear keys - W - 2553/2554,20159,201,103.47
4033,Shear keys - W - 2553/2554,20160,201,149.45
4033,Shear keys - W - 2553/2554,20161,201,227.55
4033,Shear keys - W - 2553/2554,20162,201,370.16
4033,Shear keys - W - 2553/2554,20163,201,593.98
4033,Shear keys - W - 2553/2554,20164,201,372.92
4033,Shear keys - W - 2553/2554,20165,201,228.49
4033,Shear keys - W - 2553/2554,20166,201,151.44
4033,Shear keys - W - 2553/2554,20167,201,107.78
4033,Shear keys - W - 2553/2554,20168,201,76.42
4033,Shear keys - W - 2553/2554,20169,201,54.36
4033,Shear keys - W - 2553/2554,20170,201,42.96
4033,Shear keys - W - 2553/2554,20171,201,40.68
4033,Shear keys - W - 2553/2554,20172,201,44.54
4033,Shear keys - W - 2553/2554,20173,201,51.91
4033,Shear keys - W - 2553/2554,20174,201,71.15
4033,Shear keys - W - 2553/2554,20175,201,98.24
4033,Shear keys - W - 2553/2554,20176,201,147.41
4033,Shear keys - W - 2553/2554,20177,201,232.01
4033,Shear keys - W - 2553/2554,20178,201,372.80
4033,Shear keys - W - 2553/2554,20179,201,565.80
4033,Shear keys - W - 2553/2554,20180,201,645.82
4033,Shear keys - W - 2553/2554,20181,201,382.71
4033,Shear keys - W - 2553/2554,20182,201,204.87
4033,Shear keys - W - 2553/2554,20183,201,100.85
4033,Shear keys - W - 2553/2554,20184,201,29.38
4033,Shear keys - W - 2553/2554,20185,201,-22.91
4033,Shear keys - W - 2553/2554,20186,201,-62.73
4033,Shear keys - W - 2553/2554,20187,201,-89.37
4033,Shear keys - W - 2553/2554,20188,201,-107.31
4033,Shear keys - W - 2553/2554,20189,201,-67.50
4033,Shear keys - W - 2553/2554,20190,201,20.19
4033,Shear keys - W - 2553/2554,20191,201,262.32
4033,Shear keys - W - 2553/2554,20192,201,938.03
4033,Shear keys - W - 2553/2554,20193,201,2560.08
4034,Top slab + entrance activation,20101,201,2693.50
4034,Top slab + entrance activation,20102,201,1397.57
4034,Top slab + entrance activation,20103,201,483.99
4034,Top slab + entrance activation,20104,201,106.78
4034,Top slab + entrance activation,20105,201,-28.30
4034,Top slab + entrance activation,20106,201,-75.95
4034,Top slab + entrance activation,20107,201,-66.69
4034,Top slab + entrance activation,20108,201,-23.87
4034,Top slab + entrance activation,20109,201,30.80
4034,Top slab + entrance activation,20110,201,121.22
4034,Top slab + entrance activation,20111,201,216.91
4034,Top slab + entrance activation,20112,201,434.28
4034,Top slab + entrance activation,20113,201,672.31
4034,Top slab + entrance activation,20114,201,1034.71
4034,Top slab + entrance activation,20115,201,1818.94
4034,Top slab + entrance activation,20116,201,1046.41
4034,Top slab + entrance activation,20117,201,645.59
4034,Top slab + entrance activation,20118,201,430.09
4034,Top slab + entrance activation,20119,201,304.84
4034,Top slab + entrance activation,20120,201,223.17
4034,Top slab + entrance activation,20121,201,179.75
4034,Top slab + entrance activation,20122,201,151.20
4034,Top slab + entrance activation,20123,201,145.19
4034,Top slab + entrance activation,20124,201,152.36
4034,Top slab + entrance activation,20125,201,185.87
4034,Top slab + entrance activation,20126,201,231.56
4034,Top slab + entrance activation,20127,201,315.27
4034,Top slab + entrance activation,20128,201,436.81
4034,Top slab + entrance activation,20129,201,632.12
4034,Top slab + entrance activation,20130,201,904.53
4034,Top slab + entrance activation,20131,201,1081.17
4034,Top slab + entrance activation,20132,201,1830.50
4034,Top slab + entrance activation,20133,201,1338.37
4034,Top slab + entrance activation,20134,201,887.16
4034,Top slab + entrance activation,20135,201,566.12
4034,Top slab + entrance activation,20136,201,387.29
4034,Top slab + entrance activation,20137,201,275.42
4034,Top slab + entrance activation,20138,201,183.29
4034,Top slab + entrance activation,20139,201,129.46
4034,Top slab + entrance activation,20140,201,97.33
4034,Top slab + entrance activation,20141,201,71.57
4034,Top slab + entrance activation,20142,201,50.23
4034,Top slab + entrance activation,20143,201,38.78
4034,Top slab + entrance activation,20144,201,26.80
4034,Top slab + entrance activation,20145,201,24.05
4034,Top slab + entrance activation,20146,201,19.93
4034,Top slab + entrance activation,20147,201,20.25
4034,Top slab + entrance activation,20148,201,19.42
4034,Top slab + entrance activation,20149,201,20.46
4034,Top slab + entrance activation,20150,201,22.37
4034,Top slab + entrance activation,20151,201,23.78
4034,Top slab + entrance activation,20152,201,33.66
4034,Top slab + entrance activation,20153,201,43.15
4034,Top slab + entrance activation,20154,201,60.04
4034,Top slab + entrance activation,20155,201,85.14
4034,Top slab + entrance activation,20156,201,113.55
4034,Top slab + entrance activation,20157,201,159.60
4034,Top slab + entrance activation,20158,201,228.06
4034,Top slab + entrance activation,20159,201,328.56
4034,Top slab + entrance activation,20160,201,461.88
4034,Top slab + entrance activation,20161,201,684.21
4034,Top slab + entrance activation,20162,201,1094.12
4034,Top slab + entrance activation,20163,201,1751.23
4034,Top slab + entrance activation,20164,201,1099.53
4034,Top slab + entrance activation,20165,201,686.99
4034,Top slab + entrance activation,20166,201,462.59
4034,Top slab + entrance activation,20167,201,339.47
4034,Top slab + entrance activation,20168,201,246.31
4034,Top slab + entrance activation,20169,201,188.39
4034,Top slab + entrance activation,20170,201,146.74
4034,Top slab + entrance activation,20171,201,134.93
4034,Top slab + entrance activation,20172,201,136.41
4034,Top slab + entrance activation,20173,201,148.74
4034,Top slab + entrance activation,20174,201,183.36
4034,Top slab + entrance activation,20175,201,238.75
4034,Top slab + entrance activation,20176,201,331.89
4034,Top slab + entrance activation,20177,201,496.91
4034,Top slab + entrance activation,20178,201,776.79
4034,Top slab + entrance activation,20179,201,1163.18
4034,Top slab + entrance activation,20180,201,1322.45
4034,Top slab + entrance activation,20181,201,808.31
4034,Top slab + entrance activation,20182,201,475.98
4034,Top slab + entrance activation,20183,201,275.51
4034,Top slab + entrance activation,20184,201,142.32
4034,Top slab + entrance activation,20185,201,54.38
4034,Top slab + entrance activation,20186,201,-12.31
4034,Top slab + entrance activation,20187,201,-60.35
4034,Top slab + entrance activation,20188,201,-90.53
4034,Top slab + entrance activation,20189,201,-58.96
4034,Top slab + entrance activation,20190,201,37.39
4034,Top slab + entrance activation,20191,201,310.99
4034,Top slab + entrance activation,20192,201,1086.38
4034,Top slab + entrance activation,20193,201,2951.34
4035,Protective concrete,20101,201,2708.80
4035,Protective concrete,20102,201,1406.00
4035,Protective concrete,20103,201,488.33
4035,Protective concrete,20104,201,110.42
4035,Protective concrete,20105,201,-24.51
4035,Protective concrete,20106,201,-70.89
4035,Protective concrete,20107,201,-59.72
4035,Protective concrete,20108,201,-14.72
4035,Protective concrete,20109,201,43.56
4035,Protective concrete,20110,201,140.28
4035,Protective concrete,20111,201,240.60
4035,Protective concrete,20112,201,472.22
4035,Protective concrete,20113,201,726.50
4035,Protective concrete,20114,201,1112.02
4035,Protective concrete,20115,201,1950.41
4035,Protective concrete,20116,201,1124.65
4035,Protective concrete,20117,201,696.09
4035,Protective concrete,20118,201,465.46
4035,Protective concrete,20119,201,331.57
4035,Protective concrete,20120,201,243.91
4035,Protective concrete,20121,201,197.48
4035,Protective concrete,20122,201,166.49
4035,Protective concrete,20123,201,160.34
4035,Protective concrete,20124,201,168.51
4035,Protective concrete,20125,201,205.03
4035,Protective concrete,20126,201,254.56
4035,Protective concrete,20127,201,345.76
4035,Protective concrete,20128,201,477.79
4035,Protective concrete,20129,201,689.99
4035,Protective concrete,20130,201,985.80
4035,Protective concrete,20131,201,1177.33
4035,Protective concrete,20132,201,1993.21
4035,Protective concrete,20133,201,1457.08
4035,Protective concrete,20134,201,967.01
4035,Protective concrete,20135,201,618.29
4035,Protective concrete,20136,201,423.70
4035,Protective concrete,20137,201,301.94
4035,Protective concrete,20138,201,201.71
4035,Protective concrete,20139,201,143.14
4035,Protective concrete,20140,201,108.00
4035,Protective concrete,20141,201,79.88
4035,Protective concrete,20142,201,56.54
4035,Protective concrete,20143,201,44.02
4035,Protective concrete,20144,201,30.95
4035,Protective concrete,20145,201,27.91
4035,Protective concrete,20146,201,23.43
4035,Protective concrete,20147,201,23.78
4035,Protective concrete,20148,201,22.88
4035,Protective concrete,20149,201,23.98
4035,Protective concrete,20150,201,26.09
4035,Protective concrete,20151,201,27.62
4035,Protective concrete,20152,201,38.37
4035,Protective concrete,20153,201,48.82
4035,Protective concrete,20154,201,67.12
4035,Protective concrete,20155,201,94.48
4035,Protective concrete,20156,201,125.47
4035,Protective concrete,20157,201,175.51
4035,Protective concrete,20158,201,249.96
4035,Protective concrete,20159,201,359.07
4035,Protective concrete,20160,201,504.00
4035,Protective concrete,20161,201,745.17
4035,Protective concrete,20162,201,1189.64
4035,Protective concrete,20163,201,1902.83
4035,Protective concrete,20164,201,1195.46
4035,Protective concrete,20165,201,748.25
4035,Protective concrete,20166,201,504.68
4035,Protective concrete,20167,201,371.16
4035,Protective concrete,20168,201,269.96
4035,Protective concrete,20169,201,207.40
4035,Protective concrete,20170,201,161.81
4035,Protective concrete,20171,201,148.84
4035,Protective concrete,20172,201,150.14
4035,Protective concrete,20173,201,163.22
4035,Protective concrete,20174,201,200.00
4035,Protective concrete,20175,201,259.23
4035,Protective concrete,20176,201,358.18
4035,Protective concrete,20177,201,533.72
4035,Protective concrete,20178,201,831.55
4035,Protective concrete,20179,201,1242.65
4035,Protective concrete,20180,201,1411.82
4035,Protective concrete,20181,201,865.91
4035,Protective concrete,20182,201,513.98
4035,Protective concrete,20183,201,301.04
4035,Protective concrete,20184,201,159.96
4035,Protective concrete,20185,201,67.53
4035,Protective concrete,20186,201,-2.57
4035,Protective concrete,20187,201,-53.50
4035,Protective concrete,20188,201,-85.32
4035,Protective concrete,20189,201,-55.81
4035,Protective concrete,20190,201,39.98
4035,Protective concrete,20191,201,313.45
4035,Protective concrete,20192,201,1090.44
4035,Protective concrete,20193,201,2959.87
4036,Backfill,20101,201,3072.78
4036,Backfill,20102,201,1598.31
4036,Backfill,20103,201,562.29
4036,Backfill,20104,201,140.19
4036,Backfill,20105,201,-8.90
4036,Backfill,20106,201,-55.14
4036,Backfill,20107,201,-34.86
4036,Backfill,20108,201,24.21
4036,Backfill,20109,201,103.88
4036,Backfill,20110,201,239.13
4036,Backfill,20111,201,370.36
4036,Backfill,20112,201,690.09
4036,Backfill,20113,201,1046.97
4036,Backfill,20114,201,1580.54
4036,Backfill,20115,201,2758.06
4036,Backfill,20116,201,1596.59
4036,Backfill,20117,201,994.27
4036,Backfill,20118,201,670.47
4036,Backfill,20119,201,483.93
4036,Backfill,20120,201,360.75
4036,Backfill,20121,201,297.06
4036,Backfill,20122,201,252.92
4036,Backfill,20123,201,247.07
4036,Backfill,20124,201,262.66
4036,Backfill,20125,201,318.66
4036,Backfill,20126,201,394.07
4036,Backfill,20127,201,533.65
4036,Backfill,20128,201,732.62
4036,Backfill,20129,201,1053.69
4036,Backfill,20130,201,1500.98
4036,Backfill,20131,201,1791.03
4036,Backfill,20132,201,3033.68
4036,Backfill,20133,201,2214.63
4036,Backfill,20134,201,1472.72
4036,Backfill,20135,201,945.77
4036,Backfill,20136,201,651.95
4036,Backfill,20137,201,467.84
4036,Backfill,20138,201,316.25
4036,Backfill,20139,201,228.64
4036,Backfill,20140,201,174.83
4036,Backfill,20141,201,132.83
4036,Backfill,20142,201,97.24
4036,Backfill,20143,201,78.24
4036,Backfill,20144,201,58.90
4036,Backfill,20145,201,54.10
4036,Backfill,20146,201,47.59
4036,Backfill,20147,201,48.74
4036,Backfill,20148,201,46.70
4036,Backfill,20149,201,48.87
4036,Backfill,20150,201,52.11
4036,Backfill,20151,201,54.25
4036,Backfill,20152,201,71.07
4036,Backfill,20153,201,87.34
4036,Backfill,20154,201,115.24
4036,Backfill,20155,201,157.32
4036,Backfill,20156,201,204.94
4036,Backfill,20157,201,281.60
4036,Backfill,20158,201,396.09
4036,Backfill,20159,201,562.99
4036,Backfill,20160,201,785.26
4036,Backfill,20161,201,1155.17
4036,Backfill,20162,201,1837.85
4036,Backfill,20163,201,2937.99
4036,Backfill,20164,201,1846.72
4036,Backfill,20165,201,1160.63
4036,Backfill,20166,201,785.99
4036,Backfill,20167,201,581.73
4036,Backfill,20168,201,425.70
4036,Backfill,20169,201,330.82
4036,Backfill,20170,201,258.61
4036,Backfill,20171,201,237.60
4036,Backfill,20172,201,237.21
4036,Backfill,20173,201,255.07
4036,Backfill,20174,201,306.55
4036,Backfill,20175,201,391.78
4036,Backfill,20176,201,531.76
4036,Backfill,20177,201,782.10
4036,Backfill,20178,201,1208.63
4036,Backfill,20179,201,1798.74
4036,Backfill,20180,201,2042.51
4036,Backfill,20181,201,1263.21
4036,Backfill,20182,201,767.60
4036,Backfill,20183,201,465.43
4036,Backfill,20184,201,267.18
4036,Backfill,20185,201,141.65
4036,Backfill,20186,201,46.57
4036,Backfill,20187,201,-24.15
4036,Backfill,20188,201,-67.28
4036,Backfill,20189,201,-44.54
4036,Backfill,20190,201,60.72
4036,Backfill,20191,201,367.41
4036,Backfill,20192,201,1247.50
4036,Backfill,20193,201,3368.18
4037,Ballast concrete 700mm,20101,201,3239.82
4037,Ballast concrete 700mm,20102,201,1700.42
4037,Ballast concrete 700mm,20103,201,619.69
4037,Ballast concrete 700mm,20104,201,180.02
4037,Ballast concrete 700mm,20105,201,23.87
4037,Ballast concrete 700mm,20106,201,-24.27
4037,Ballast concrete 700mm,20107,201,-2.17
4037,Ballast concrete 700mm,20108,201,59.98
4037,Ballast concrete 700mm,20109,201,143.28
4037,Ballast concrete 700mm,20110,201,286.99
4037,Ballast concrete 700mm,20111,201,426.78
4037,Ballast concrete 700mm,20112,201,769.75
4037,Ballast concrete 700mm,20113,201,1154.14
4037,Ballast concrete 700mm,20114,201,1731.95
4037,Ballast concrete 700mm,20115,201,3014.15
4037,Ballast concrete 700mm,20116,201,1742.28
4037,Ballast concrete 700mm,20117,201,1082.57
4037,Ballast concrete 700mm,20118,201,728.09
4037,Ballast concrete 700mm,20119,201,523.55
4037,Ballast concrete 700mm,20120,201,388.70
4037,Ballast concrete 700mm,20121,201,318.80
4037,Ballast concrete 700mm,20122,201,270.67
4037,Ballast concrete 700mm,20123,201,264.32
4037,Ballast concrete 700mm,20124,201,282.35
4037,Ballast concrete 700mm,20125,201,344.09
4037,Ballast concrete 700mm,20126,201,427.79
4037,Ballast concrete 700mm,20127,201,583.47
4037,Ballast concrete 700mm,20128,201,804.14
4037,Ballast concrete 700mm,20129,201,1161.15
4037,Ballast concrete 700mm,20130,201,1658.35
4037,Ballast concrete 700mm,20131,201,1986.27
4037,Ballast concrete 700mm,20132,201,3368.10
4037,Ballast concrete 700mm,20133,201,2458.01
4037,Ballast concrete 700mm,20134,201,1639.38
4037,Ballast concrete 700mm,20135,201,1061.79
4037,Ballast concrete 700mm,20136,201,739.42
4037,Ballast concrete 700mm,20137,201,538.98
4037,Ballast concrete 700mm,20138,201,375.98
4037,Ballast concrete 700mm,20139,201,283.59
4037,Ballast concrete 700mm,20140,201,225.30
4037,Ballast concrete 700mm,20141,201,181.49
4037,Ballast concrete 700mm,20142,201,143.23
4037,Ballast concrete 700mm,20143,201,123.64
4037,Ballast concrete 700mm,20144,201,104.04
4037,Ballast concrete 700mm,20145,201,98.84
4037,Ballast concrete 700mm,20146,201,92.46
4037,Ballast concrete 700mm,20147,201,94.85
4037,Ballast concrete 700mm,20148,201,91.79
4037,Ballast concrete 700mm,20149,201,94.14
4037,Ballast concrete 700mm,20150,201,97.32
4037,Ballast concrete 700mm,20151,201,99.01
4037,Ballast concrete 700mm,20152,201,116.73
4037,Ballast concrete 700mm,20153,201,134.62
4037,Ballast concrete 700mm,20154,201,162.65
4037,Ballast concrete 700mm,20155,201,207.24
4037,Ballast concrete 700mm,20156,201,258.48
4037,Ballast concrete 700mm,20157,201,339.88
4037,Ballast concrete 700mm,20158,201,463.94
4037,Ballast concrete 700mm,20159,201,644.56
4037,Ballast concrete 700mm,20160,201,889.54
4037,Ballast concrete 700mm,20161,201,1295.30
4037,Ballast concrete 700mm,20162,201,2048.72
4037,Ballast concrete 700mm,20163,201,3272.66
4037,Ballast concrete 700mm,20164,201,2050.65
4037,Ballast concrete 700mm,20165,201,1285.63
