    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	 7,69927896480278E+001	-4,70728094838430E+001	9,13920616911464E+001	 3,19384847692081E+001	 0,00000000000000E+000	9,13429742331867E+001	-1,97298122627116E+002	-1,97343942493081E+002	3,11818484652518E+000
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	 8,83158666318513E+001	-4,76735404112194E+001	9,67887287757033E+001	 5,86234482791729E+001	-3,36036239863793E-007	9,32383652569280E+001	-1,85971653702821E+002	-1,85971653702821E+002	3,59980172654930E+000
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	 3,72550097569775E+001	-4,49800438313970E+001	7,13638599585845E+001	 3,72333198479125E+001	-8,98614993752553E+001	3,72333198479125E+001	 1,91007587845084E+002	 0,00000000000000E+000	1,93785081136870E+002
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	 5,17580661847830E+001	-4,57280404440394E+001	7,84879232877575E+001	 1,60483528841455E+001	-8,93226223579763E+001	1,60483528841455E+001	 1,97723998584040E+002	-9,51888412694989E-001	1,97972678956106E+002
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	 6,60581399926713E+001	-4,64274816223506E+001	8,58387218358267E+001	-7,53470180148203E+000	-9,00412745670602E+001	0,00000000000000E+000	 1,98825134683615E+002	-2,05570999141047E+000	1,98946841986683E+002
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	 7,92822088290111E+001	-4,70776758036559E+001	9,17411616399180E+001	-3,31838925072876E+001	-9,10258959456482E+001	1,55483985982828E-008	 1,93783691649207E+002	-3,05025263698540E+000	1,93783691649207E+002
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	 9,05572503421709E+001	-4,76779314252802E+001	9,58539526130850E+001	-6,05672675315887E+001	-9,41821799523498E+001	3,55040693566898E-007	 1,82095645313590E+002	-3,55172558820097E+000	1,82095645313590E+002
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	 8,76428299035810E+001	-4,76725400159191E+001	9,96811208689658E+001	 5,70409836237035E+001	-5,24511129346721E-007	9,91130139783857E+001	-1,85971653702821E+002	-1,85971653702821E+002	3,59980172654930E+000
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	 1,05931699395532E+002	-4,85026325706049E+001	1,06718815116202E+002	 9,12810985865307E+001	-5,78035434238984E-001	9,65671265958082E+001	-1,56428141901091E+002	-1,56428141901091E+002	3,93840414435799E+000
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	 1,16353001940844E+002	-4,92056357155402E+001	1,16750018485196E+002	 1,02064026143782E+002	-1,55960671092945E+000	1,02125442808448E+002	-1,18295206634770E+002	-1,18295206634770E+002	4,71684181953028E+000
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	 1,19272399994872E+002	-4,97808414378690E+001	1,19581002706095E+002	 9,11068553562196E+001	-2,18455505232190E+000	9,11068553562196E+001	-8,01168263139908E+001	-8,01168263139908E+001	5,15326289732548E+000
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	 1,15055556012970E+002	-5,02275417247352E+001	1,15343784521667E+002	 6,01266752846073E+001	-3,34645157343221E+000	6,01266752846073E+001	-5,02341922520763E+001	-5,02341922520763E+001	4,81712349725052E+000
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	 8,98672145640610E+001	-4,76768213196243E+001	9,86633330176983E+001	-5,95426861382741E+001	-9,91939173177795E+001	5,40391722651652E-007	 1,82095645313590E+002	-3,55172558820098E+000	1,82095645313590E+002
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	 1,07767973931548E+002	-4,85064149407395E+001	1,08596505471093E+002	-9,25852511554918E+001	-9,73753698587005E+001	5,50040907476711E-001	 1,51751033359377E+002	-3,85928683459591E+000	1,51751033359377E+002
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	 1,17314137377055E+002	-4,92087093217485E+001	1,17770285619989E+002	-1,01362400031394E+002	-1,01362400031394E+002	1,50604551275727E+000	 1,13538275487929E+002	-4,63050925316237E+000	1,13538275487929E+002
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	 1,19458320866658E+002	-4,97829815483178E+001	1,19825278587582E+002	-8,87266740741906E+001	-8,87266740741906E+001	2,12326050031478E+000	 7,59413600463549E+001	-5,06125886751193E+000	7,59413600463549E+001
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	 1,15153140366433E+002	-5,02285087061141E+001	1,15495143337681E+002	-5,75306145920936E+001	-5,75306145920936E+001	3,21902898703133E+000	 4,71076183674891E+001	-4,73510864442921E+000	4,71076183674891E+001
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	 1,16992959857520E+002	-5,02277310126488E+001	1,17269508616524E+002	 6,50431575465705E+001	-3,50381271465817E+000	6,50431575465705E+001	-5,02341922520763E+001	-5,02341922520763E+001	4,81712349725056E+000
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	 1,16184906114177E+002	-5,03876163368462E+001	1,16448606644791E+002	 5,38743604265582E+001	-4,33610541700164E+000	5,38743604265582E+001	-3,98441446143437E+001	-3,98441446143437E+001	4,27102844866605E+000
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	 1,15272695000705E+002	-5,05215887903526E+001	1,15524505450205E+002	 4,36424414883582E+001	-5,25731913482095E+000	4,36424414883582E+001	-3,13245267050735E+001	-3,13245267050735E+001	3,60289631769160E+000
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	 1,14260703977783E+002	-5,06295537132241E+001	1,14501595262573E+002	 3,43862502021142E+001	-6,22088027243007E+000	3,43862502021142E+001	-2,45088731239351E+001	-2,45088731239351E+001	2,71693658263533E+000
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	 1,13153310506089E+002	-5,07114164455168E+001	1,13384266311700E+002	 2,61446360379700E+001	-7,11690070369949E+000	2,61446360379700E+001	-1,92292042279199E+001	-1,92292042279199E+001	1,59811594475267E+000
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	 1,16992891636546E+002	-5,02286996129776E+001	1,17323309642236E+002	-6,23792213156713E+001	-6,23792213156713E+001	3,37476065626309E+000	 4,71076183674891E+001	-4,73510864442901E+000	4,71076183674891E+001
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	 1,16132271340472E+002	-5,03879764608778E+001	1,16447667591736E+002	-5,14244835591007E+001	-5,14244835591007E+001	4,21811246606470E+000	 3,71653374026388E+001	-4,20605498843715E+000	3,71653374026388E+001
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	 1,15174895311921E+002	-5,05213121911318E+001	1,15476278230088E+002	-4,14262385751013E+001	-4,14262385751013E+001	5,14042231437400E+000	 2,90541709454352E+001	-3,53878116261400E+000	2,90541709454352E+001
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	 1,14125694024787E+002	-5,06286143217232E+001	1,14414091313685E+002	-3,24152940106452E+001	-3,24152940106452E+001	6,11272637931587E+000	 2,26052414809523E+001	-2,67036849653002E+000	2,26052414809523E+001
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	 1,12989597952967E+002	-5,07097903706356E+001	1,13266056598924E+002	-2,44224575127048E+001	-2,44224575127048E+001	7,01651338382762E+000	 1,76485724763589E+001	-1,56902268029040E+000	1,76485724763589E+001
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	 1,13160445514520E+002	-5,07113707190815E+001	1,13391359626263E+002	 2,61723394430994E+001	-7,11865041480697E+000	2,61723394430994E+001	-1,92292042279199E+001	-1,92292042279199E+001	1,59811594475273E+000
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	 1,12327203549801E+002	-5,07538149844271E+001	1,12551520917759E+002	 2,09761002969402E+001	-7,72982414089077E+000	2,09761002969402E+001	-1,62889082643213E+001	-1,62889082643213E+001	7,10903663670727E-001
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	 1,11463530569446E+002	-5,07827307711252E+001	1,11681623214112E+002	 1,63550419292909E+001	-8,34192086000277E+000	1,63550419292909E+001	-1,39614863722884E+001	-1,39614863722884E+001	0,00000000000000E+000
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	 1,10571096720437E+002	-5,07980873860254E+001	1,10783336681004E+002	 1,23192315302081E+001	-8,80905622369650E+000	1,23192315302081E+001	-1,21748306231507E+001	-1,21748306231507E+001	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	 1,09651572149754E+002	-5,07998541359771E+001	1,09858331484115E+002	 8,87873628974855E+000	-9,15359765288989E+000	8,87873628974855E+000	-1,08566265652652E+001	-1,08566265652652E+001	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	 1,12996810102797E+002	-5,07097497657683E+001	1,13273237665146E+002	-2,44435753734009E+001	-2,44435753734009E+001	7,01754726148729E+000	 1,76485724763589E+001	-1,56902268029029E+000	1,76485724763589E+001
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	 1,12148643047432E+002	-5,07516992579794E+001	1,12417114355140E+002	-1,94057650935501E+001	-1,94057650935501E+001	7,63315696922719E+000	 1,49143167738501E+001	-6,80145137994751E-001	1,49143167738501E+001
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	 1,11273651677052E+002	-5,07801272020642E+001	1,11534589937972E+002	-1,49322783020214E+001	-1,49322783020214E+001	8,25212934434833E+000	 1,27738812004985E+001	 0,00000000000000E+000	1,27738812004985E+001
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	 1,10373488381615E+002	-5,07950024691578E+001	1,10627318057381E+002	-1,10327359550810E+001	-1,10327359550810E+001	8,72757713285469E+000	 1,11564829693828E+001	 0,00000000000000E+000	1,11564829693828E+001
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	 1,09449805551077E+002	-5,07962939303955E+001	1,09696952357104E+002	-7,71675900899493E+000	-7,71675900899493E+000	9,05922460347596E+000	 9,99114396730677E+000	 0,00000000000000E+000	9,99114396730677E+000
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	 1,09654146559779E+002	-5,07998825479729E+001	1,09860898149303E+002	 8,91224447859609E+000	-9,11827383442766E+000	8,91224447859609E+000	-1,08566265652652E+001	-1,08566265652652E+001	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	 1,09188194962181E+002	-5,07956439640440E+001	1,09392328651284E+002	 7,43908467875769E+000	-9,20636456697703E+000	7,43908467875769E+000	-1,03469199224432E+001	-1,03469199224432E+001	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	 1,08719676297767E+002	-5,07881814690139E+001	1,08921276057643E+002	 6,20372633247247E+000	-9,16783774410531E+000	6,20372633247247E+000	-9,92186193074187E+000	-9,92186193074187E+000	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	 1,08249307420543E+002	-5,07775257312205E+001	1,08448459973797E+002	 5,21968152084194E+000	-8,99314886994908E+000	5,21968152084194E+000	-9,56604203254365E+000	-9,56604203254365E+000	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	 1,07777805184516E+002	-5,07637074190015E+001	1,07974600005162E+002	 4,50046232496761E+000	-8,68202075640084E+000	4,50046232496761E+000	-9,26381496643766E+000	-9,26381496643766E+000	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	 1,09452457484089E+002	-5,07963154971048E+001	1,09699597265509E+002	-7,74885272643445E+000	-7,74885272643445E+000	9,02473137500014E+000	 9,99114396730678E+000	 0,00000000000000E+000	9,99114396730678E+000
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	 1,08985452594351E+002	-5,07918056591944E+001	1,09229394766796E+002	-6,33756410128481E+000	-6,33756410128481E+000	9,11499581790560E+000	 9,55217599448086E+000	-9,27154991722629E-008	9,55217599448086E+000
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	 1,08516571156317E+002	-5,07840814438118E+001	1,08757414402578E+002	-5,15858729890908E+000	-5,15858729890908E+000	9,08067647684970E+000	 9,19417947112449E+000	-2,48518375924131E-007	9,19417947112449E+000
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	 1,08046555382922E+002	-5,07731782856305E+001	1,08284401800490E+002	-4,22457326368683E+000	-4,22457326368683E+000	8,91282529367394E+000	 8,90210291278513E+000	-3,89418135583888E-007	8,90210291278513E+000
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	 1,07576147487101E+002	-5,07591316193241E+001	1,07811102588166E+002	-3,54817293999761E+000	-3,54817293999761E+000	8,60249421021982E+000	 8,66067544727879E+000	-5,11446390140980E-007	8,66067544727879E+000
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	 1,07777792568570E+002	-5,07634344144461E+001	1,07974583361516E+002	 4,54104964892162E+000	-8,64540952542751E+000	4,54104964892162E+000	-9,26381496643766E+000	-9,26381496643766E+000	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	 1,07058966904956E+002	-5,06555348254962E+001	1,07251881127427E+002	 5,39802694526310E+000	-6,53321009557532E+000	5,39802694526310E+000	-8,95205645120151E+000	-8,95205645120151E+000	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	 1,06337922186930E+002	-5,05467726315083E+001	1,06527048649561E+002	 6,02809565055174E+000	-4,72577745453583E+000	6,02809565055174E+000	-8,59381459159751E+000	-8,59381459159751E+000	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	 1,05614977228705E+002	-5,04371007968078E+001	1,05800405407894E+002	 6,44231565154306E+000	-3,20475888664735E+000	6,44231565154306E+000	-8,20286478068820E+000	-8,20286478068820E+000	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	 1,04890450844494E+002	-5,03264722857198E+001	1,05072270882403E+002	 6,65174683499256E+000	-1,95969919936531E+000	6,65174683499256E+000	-7,79276105095553E+000	-7,79276105095553E+000	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	 1,07575854144221E+002	-5,07588674428973E+001	1,07810804956821E+002	-3,59519732990337E+000	-3,59519732990337E+000	8,56172232423089E+000	 8,66067544727879E+000	-5,11446369334215E-007	8,66067544727879E+000
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	 1,06859285973228E+002	-5,06505281970099E+001	1,07089480715737E+002	-4,52482099244402E+000	-4,52482099244402E+000	6,46653389279308E+000	 8,40572486014752E+000	-6,01957806521380E-007	8,40572486014752E+000
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	 1,06141198999958E+002	-5,05413313190153E+001	1,06366744601024E+002	-5,22294858934318E+000	-5,22294858934318E+000	4,66793181921229E+000	 8,09992070092668E+000	-6,57343943128145E-007	8,09992070092668E+000
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	 1,05421897343604E+002	-5,04312302399391E+001	1,05642901613245E+002	-5,70086211953779E+000	-5,70086211953779E+000	3,15532946666260E+000	 7,75729072792474E+000	-6,83631953612844E-007	7,75729072792474E+000
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	 1,04701685123362E+002	-5,03201783908070E+001	1,04918256752962E+002	-5,96984358196479E+000	-5,96984358196479E+000	1,91814019831813E+000	 7,39163576068902E+000	-6,86759466895686E-007	7,39163576068902E+000
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	 1,04890079854127E+002	-5,03260448249191E+001	1,05071890723488E+002	 6,69943864450295E+000	-1,90870914692190E+000	6,69943864450295E+000	-7,79276105095553E+000	-7,79276105095553E+000	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	 1,03758279003753E+002	-5,01512108746946E+001	1,03934635139436E+002	 6,79934977453097E+000	-3,50243613783614E-001	6,79934977453097E+000	-7,13598976416468E+000	-7,13598976416468E+000	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	 1,02620500553490E+002	-4,99719735546884E+001	1,02791565930791E+002	 6,74043281389946E+000	-7,87330803958132E-007	6,74043281389946E+000	-6,47723868199271E+000	-6,47723868199271E+000	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	 1,01477707639675E+002	-4,97883702884822E+001	1,01643647909098E+002	 6,53686466213328E+000	-9,84013952838256E-007	6,53686466213328E+000	-5,83106710924052E+000	-5,92242783765367E+000	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	 1,00330863398645E+002	-4,96004384996574E+001	1,00491845885900E+002	 6,20282221875727E+000	-1,09553315312236E-006	6,20282221875727E+000	-5,21161885665291E+000	-5,71124974910295E+000	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	 1,00331064687495E+002	-4,96000280319705E+001	1,00492038310773E+002	 6,22905629063917E+000	-1,10766816951723E-006	6,22905629063917E+000	-5,21161885665291E+000	-5,71124974910302E+000	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	 9,91059234161949E+001	-4,93942175160037E+001	9,92617804994211E+001	 5,82008959825965E+000	-1,17069004029311E-006	5,82008959825965E+000	-4,58831366539814E+000	-5,42588919687250E+000	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	 9,78780309885901E+001	-4,91817544536956E+001	9,80289244945641E+001	 5,38582414369490E+000	-1,19398043909448E-006	5,38582414369490E+000	-4,00847812047533E+000	-5,09917678822553E+000	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	 9,66484541204625E+001	-4,89627147574888E+001	9,67945388651228E+001	 4,93131331198078E+000	-1,18018548375256E-006	4,93131331198078E+000	-3,47453604988372E+000	-4,74623603379687E+000	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	 9,54182595275940E+001	-4,87371743398263E+001	9,55596921800182E+001	 4,46161048815314E+000	-1,13195129209857E-006	4,46161048815314E+000	-2,98876700154461E+000	-4,38191937121657E+000	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	 9,54183429921573E+001	-4,87367710592088E+001	9,55597678198610E+001	 4,47006299173432E+000	-1,13778471946241E-006	4,47006299173432E+000	-2,98876700154461E+000	-4,38191937121666E+000	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	 9,41083976341895E+001	-4,84885971871984E+001	9,42450231808055E+001	 3,98391887430772E+000	-1,06673784883847E-006	3,98391887430772E+000	-2,52338773380703E+000	-3,99200940833237E+000	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	 9,27990900237266E+001	-4,82313808316093E+001	9,29310617221569E+001	 3,52102627423958E+000	-9,84522831691496E-007	3,52102627423958E+000	-2,11014296019389E+000	-3,60975402547035E+000	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	 9,14914936744991E+001	-4,79652311481570E+001	9,16189588170024E+001	 3,08304352731028E+000	-8,92514570339153E-007	3,26298986941193E+000	-1,74648743326785E+000	-3,24139925603141E+000	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	 9,01866821002375E+001	-4,76902572925567E+001	9,03097898384293E+001	 2,67162896930018E+000	-7,92087967099120E-007	3,05879706969089E+000	-1,42983645811223E+000	-2,89303512074356E+000	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	 9,01863784966347E+001	-4,76898244448246E+001	9,03094789465415E+001	 2,67296282224863E+000	-7,94687712705919E-007	3,06883504088932E+000	-1,42983645811223E+000	-2,89303512074354E+000	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	 8,87999981510502E+001	-4,73864331001280E+001	8,89186061015506E+001	 2,27215957504286E+000	-6,87380745092450E-007	2,82897960095541E+000	-1,14014373476227E+000	-2,54713696309420E+000	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	 8,74163901285673E+001	-4,70712726116873E+001	8,75306447270181E+001	 1,90819211030138E+000	-5,83208735999295E-007	2,58150958806970E+000	-8,95211857781347E-001	-2,22966341774291E+000	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	 8,60365625772032E+001	-4,67444896847617E+001	8,61466046780270E+001	 1,58111976908325E+000	-4,82777959859185E-007	2,32950879716136E+000	-6,90809715095659E-001	-1,94140859921374E+000	0,00000000000000E+000
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	 8,46615236449753E+001	-4,64062310246102E+001	8,47674958096600E+001	 1,29100189244750E+000	-3,86694691104851E-007	2,07473213569721E+000	-5,22717336750790E-001	-1,68308807114480E+000	0,00000000000000E+000
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	 8,46607151363008E+001	-4,64057360729653E+001	8,47666804186110E+001	 1,28932656792566E+000	-3,87424792118680E-007	2,07861470085519E+000	-5,22717336750789E-001	-1,68308807114496E+000	0,00000000000000E+000
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	 8,32006865887798E+001	-4,60319511798237E+001	8,33024591927906E+001	 1,01890939180196E+000	-2,93144765098227E-007	1,81881089690160E+000	-3,78882839703797E-001	-1,44047685370494E+000	0,00000000000000E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	 8,17434562615882E+001	-4,56431569011294E+001	8,18411694614380E+001	 7,82449239720654E-001	-2,07447373632377E-007	1,57506189829114E+000	-2,66653427958072E-001	-1,23197320203038E+000	0,00000000000000E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	 8,02899534956883E+001	-4,52395411751500E+001	8,03837421187493E+001	 5,79313901044389E-001	-1,30441690259123E-007	1,34816696698671E+000	-1,81893333130838E-001	-1,05222045350458E+000	0,00000000000000E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	 7,88411076320422E+001	-4,48212919401532E+001	7,89311080589205E+001	 4,08871165135802E-001	-6,22367875164637E-008	1,13892536495122E+000	-1,20499853073207E-001	-8,99205619810611E-001	0,00000000000000E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	 7,88397604805672E+001	-4,48206898532977E+001	7,89297543591736E+001	 4,06237377243129E-001	-6,19963142533444E-008	1,13924306263225E+000	-1,20499853073208E-001	-8,99205619810383E-001	0,00000000000000E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	 7,72997964394628E+001	-4,43580812596127E+001	7,73858916377118E+001	 2,54726335926784E-001	 0,00000000000000E+000	9,39400721003868E-001	-7,68056068121101E-002	-7,62804936539299E-001	0,00000000000000E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	 7,57600771423302E+001	-4,38764585947499E+001	7,58424012246612E+001	 1,27949932182816E-001	 0,00000000000000E+000	7,61477393124694E-001	-5,15984567232239E-002	-6,50883309812764E-001	0,00000000000000E+000
                      	 5339	           4	-7,50000000000000E+000	-1,28613900182485E+001	 7,42214604451830E+001	-4,33760521027196E+001	7,43001423716279E+001	 2,51650225119783E-002	 0,00000000000000E+000	6,05386359445892E-001	-4,16756094731713E-002	-5,60640013006967E-001	0,00000000000000E+000
                      	 6508	           5	-7,50000000000000E+000	-1,29944824556244E+001	 7,26848042040350E+001	-4,28570920275321E+001	7,27599743302179E+001	-5,43715365849800E-002	-5,43715365849800E-002	4,72540457506122E-001	-4,38694156144544E-002	-4,89285378790713E-001	0,00000000000000E+000
          Plate\_1\_15	 6508	           1	-7,50000000000000E+000	-1,29944824556244E+001	 7,26829097638574E+001	-4,28563158711056E+001	7,27580736383561E+001	-5,65803845969857E-002	-5,65803845969857E-002	4,71351046595271E-001	-4,38694156144550E-002	-4,89285378790707E-001	0,00000000000000E+000
 Element 48-85 (Plate)	 6509	           2	-7,50000000000000E+000	-1,31362313701235E+001	 7,10452472705084E+001	-4,22818695763753E+001	7,11168008120639E+001	-1,21867968316848E-001	-1,21867968316848E-001	3,53098301394316E-001	-5,67055920567626E-002	-4,32181693241347E-001	0,00000000000000E+000
                (ERSS)	 6510	           3	-7,50000000000000E+000	-1,32779802846226E+001	 6,94023493584285E+001	-4,16832550872628E+001	6,94704144366808E+001	-1,71434336957808E-001	-1,71434336957808E-001	2,53298637316817E-001	-7,76735813597471E-002	-3,90341607657176E-001	0,00000000000000E+000
                      	 6511	           4	-7,50000000000000E+000	-1,34197291991216E+001	 6,77550099513222E+001	-4,10607456971221E+001	6,78197096639441E+001	-2,05868555350044E-001	-2,05868555350044E-001	1,71717548084995E-001	-1,04603482601441E-001	-3,60701542740794E-001	0,00000000000000E+000
                      	 6532	           5	-7,50000000000000E+000	-1,35614781136207E+001	 6,61040229728939E+001	-4,04146146993072E+001	6,61654816455915E+001	-2,25759688323736E-001	-2,25759688323736E-001	1,10811396658584E-001	-1,35352792414610E-001	-3,40874407339618E-001	0,00000000000000E+000
          Plate\_1\_15	 6532	           1	-7,50000000000000E+000	-1,35614781136207E+001	 6,61015558873993E+001	-4,04135613580320E+001	6,61630085841561E+001	-2,26904058842714E-001	-2,26904058842714E-001	1,09642356321689E-001	-1,35352792414610E-001	-3,40874407339654E-001	0,00000000000000E+000
 Element 48-86 (Plate)	 6533	           2	-7,50000000000000E+000	-1,37124465319458E+001	 6,43347773011576E+001	-3,96976560044962E+001	6,43929019737318E+001	-2,36267141620508E-001	-2,36267141620508E-001	6,04640232579820E-002	-1,70443937637345E-001	-3,28261163175331E-001	0,00000000000000E+000
                (ERSS)	 6534	           3	-7,50000000000000E+000	-1,38634149502708E+001	 6,25538783902084E+001	-3,89506803997734E+001	6,26087911093384E+001	-2,34951547930232E-001	-2,34951547930232E-001	2,65677148193713E-002	-2,06151126360857E-001	-3,22192580870759E-001	0,00000000000000E+000
                      	 6535	           4	-7,50000000000000E+000	-1,40143833685958E+001	 6,07596115460901E+001	-3,81729419971396E+001	6,08114294523768E+001	-2,23186318174572E-001	-2,23186318174572E-001	8,77995676849865E-003	-2,40875287634269E-001	-3,21735376401859E-001	0,00000000000000E+000
