    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
           Plate\_1\_2	  482	           1	-7,50000000000000E+000	 1,50000000000000E+000	-2,18385240548576E+001	-2,18385240548576E+001	1,35585556219019E-005	 1,02550305065378E+002	-1,91366672412358E+001	1,37538814599061E+002	-3,54284976270355E+001	-3,62762473975197E+001	2,68589307815664E+000
   Element 3-3 (Plate)	  467	           2	-7,50000000000000E+000	 1,25000000000000E+000	-2,60865655763565E+001	-2,60865655763565E+001	1,50760266216634E-005	 8,91245300167132E+001	-2,59354310028008E+001	1,26712285178453E+002	-1,14415706795095E+001	-1,64882101945215E+001	3,20982533738254E+000
                (ERSS)	  466	           3	-7,50000000000000E+000	 1,00000000000000E+000	-3,05030178355460E+001	-3,05030178355460E+001	1,67990418941158E-005	 7,46429501406272E+001	-3,35131863006560E+001	1,15739168320774E+002	 9,03740413599591E+000	-2,39142413850680E+001	2,70664461559034E+001
                      	  465	           4	-7,50000000000000E+000	 7,50000000000000E-001	-3,48958835744609E+001	-3,48958835744609E+001	1,86984302756361E-005	 5,96042682287576E+001	-4,16176931969325E+001	1,04883464430919E+002	 2,58421295001549E+001	-3,32925482822566E+001	5,46508489257392E+001
                      	  464	           5	-7,50000000000000E+000	 5,00000000000000E-001	-3,90731655351361E+001	-3,90731655351361E+001	2,07450206026014E-005	 4,45071870727421E+001	-4,99967117537613E+001	9,44091739137810E+001	 3,88431005759842E+001	-4,47416571376446E+001	7,95427348686835E+001
           Plate\_2\_2	 8268	           1	 7,50000000000000E+000	 1,50000000000000E+000	-2,18483209849320E+001	-2,18483209849320E+001	1,35790948467085E-005	-1,02523645088428E+002	-1,36818956885579E+002	1,92760045895379E+001	 3,54805071237481E+001	-2,68516526583915E+000	3,70868594477155E+001
   Element 4-4 (Plate)	 7765	           2	 7,50000000000000E+000	 1,25000000000000E+000	-2,60577183136871E+001	-2,60577183136871E+001	1,50910575623070E-005	-8,91975994242961E+001	-1,26134400142881E+002	2,56257826674706E+001	 1,14897514806362E+001	-3,20663479830589E+000	1,64478638981199E+001
                (ERSS)	 7766	           3	 7,50000000000000E+000	 1,00000000000000E+000	-3,04111577551473E+001	-3,04111577551473E+001	1,67979894368033E-005	-7,48782156561950E+001	-1,15315420148204E+002	3,29691878454318E+001	-9,02759303505923E+000	-2,59749571564133E+001	2,37580845774919E+001
                      	 7767	           4	 7,50000000000000E+000	 7,50000000000000E-001	-3,47286798619992E+001	-3,47286798619992E+001	1,86711199404051E-005	-6,00330959786563E+001	-1,04490372219701E+002	4,11825650859765E+001	-2,59142210803029E+001	-5,34597259948961E+001	3,30087262143010E+001
                      	 7764	           5	 7,50000000000000E+000	 5,00000000000000E-001	-3,88303251869292E+001	-3,88303251869292E+001	2,06816785433204E-005	-4,51298425862118E+001	-9,37876116755259E+001	5,01422593516602E+001	-3,90472645633006E+001	-7,82331080577605E+001	4,44090795459115E+001
           Plate\_1\_3	  464	           1	-7,50000000000000E+000	 5,00000000000000E-001	-3,93147486282998E+001	-3,93147486282998E+001	2,06659355514839E-005	 4,38565343148367E+001	-5,00605130992012E+001	9,42937164280483E+001	 3,88431005759842E+001	-4,47416571376446E+001	7,95427348686834E+001
  Element 6-10 (Plate)	  295	           2	-7,50000000000000E+000	 8,33333333333334E-002	-4,63327029237579E+001	-4,63327029237579E+001	2,40521324362777E-005	 1,72144493168934E+001	-6,07454983807520E+001	7,74577900012534E+001	 5,16030032042519E+001	-6,79720641224413E+001	1,15338415315022E+002
                (ERSS)	  294	           3	-7,50000000000000E+000	-3,33333333333333E-001	-5,32280319159059E+001	-5,32280319159059E+001	2,67597521124479E-005	-1,09044894578302E+001	-6,66371333871077E+001	5,94690978355533E+001	 5,29879119708097E+001	-9,46992803919498E+001	1,43940517778501E+002
                      	  293	           4	-7,50000000000000E+000	-7,50000000000000E-001	-6,01382373100705E+001	-6,01382373100705E+001	2,87848896072836E-005	-4,08628995007967E+001	-6,70899469731966E+001	3,98092375815115E+001	 4,22584838893826E+001	-1,22711900862116E+002	1,64675468208776E+002
                      	  292	           5	-7,50000000000000E+000	-1,16666666666667E+000	-6,72008208115784E+001	-6,72008208115784E+001	3,01236399480740E-005	-7,30233983034688E+001	-7,30233983034688E+001	1,79598068896914E+001	 1,86253664755393E+001	-1,49737647298188E+002	1,76801291573951E+002
           Plate\_1\_3	  292	           1	-7,50000000000000E+000	-1,16666666666667E+000	-6,71803320649397E+001	-6,71803320649397E+001	3,01603082569672E-005	-7,29745851486893E+001	-7,29745851486893E+001	1,80198293001490E+001	 1,86253664755393E+001	-1,49737647298188E+002	1,76801291573950E+002
  Element 6-11 (Plate)	   45	           2	-7,50000000000000E+000	-1,37500000000000E+000	-7,03335682948723E+001	-7,03335682948723E+001	3,06262972500084E-005	-8,87825015272690E+001	-8,87825015272690E+001	7,63725393572977E+000	 1,78348621917699E+000	-1,62460263229564E+002	1,79475691091839E+002
                (ERSS)	   44	           3	-7,50000000000000E+000	-1,58333333333333E+000	-7,33832690966714E+001	-7,33832690966714E+001	3,09866641192983E-005	-1,04754779076056E+002	-1,04754779076056E+002	0,00000000000000E+000	-1,83803482806169E+001	-1,74567309293706E+002	1,79967273218360E+002
                      	   43	           4	-7,50000000000000E+000	-1,79166666666667E+000	-7,63200992216383E+001	-7,63200992216383E+001	3,12450283950933E-005	-1,20854922449426E+002	-1,20854922449426E+002	1,63293243023406E-006	-4,18833005632084E+001	-1,86163408176213E+002	1,78205741853232E+002
                      	   66	           5	-7,50000000000000E+000	-2,00000000000000E+000	-7,91347234210739E+001	-7,91347234210739E+001	3,14050096076500E-005	-1,37046436301753E+002	-1,37046436301753E+002	9,91590015967349E-006	-6,87413098714192E+001	-1,97375489600717E+002	1,74112694409208E+002
           Plate\_2\_3	 7764	           1	 7,50000000000000E+000	 5,00000000000000E-001	-3,90658727445399E+001	-3,90658727445399E+001	2,06077551849727E-005	-4,45176685497319E+001	-9,41548344003503E+001	4,96937272266754E+001	-3,90472645633006E+001	-7,82331080577604E+001	4,44090795459115E+001
  Element 9-16 (Plate)	 7671	           2	 7,50000000000000E+000	 8,33333333333334E-002	-4,61664148109075E+001	-4,61664148109075E+001	2,39445532032271E-005	-1,76220001094222E+001	-7,73268841282513E+001	6,06422129305713E+001	-5,19566695035193E+001	-1,13906897377630E+002	6,75941866036355E+001
                (ERSS)	 7672	           3	 7,50000000000000E+000	-3,33333333333333E-001	-5,27969077878280E+001	-5,27969077878280E+001	2,66080676307657E-005	 9,78439118279319E+000	-6,01863788197570E+001	6,61274842693362E+001	-5,36923363139907E+001	-1,42662948469715E+002	9,41560088649840E+001
                      	 7673	           4	 7,50000000000000E+000	-7,50000000000000E-001	-5,95289175093332E+001	-5,95289175093332E+001	2,85939728711756E-005	 3,91712741469405E+001	-4,11926413908318E+001	6,60097881731166E+001	-4,35262055082155E+001	-1,63816549499566E+002	1,21815981818029E+002
                      	 8784	           5	 7,50000000000000E+000	-1,16666666666667E+000	-6,69340098094544E+001	-6,69340098094544E+001	2,98979433280444E-005	 7,20084176030460E+001	-1,88049947574403E+001	7,20084176030460E+001	-2,05396924332885E+001	-1,76484866618701E+002	1,48326226189863E+002
           Plate\_2\_3	 8784	           1	 7,50000000000000E+000	-1,16666666666667E+000	-6,68268575636343E+001	-6,68268575636343E+001	2,99361087458120E-005	 7,17360452344517E+001	-1,91113798517620E+001	7,17360452344517E+001	-2,05396924332885E+001	-1,76484866618701E+002	1,48326226189863E+002
  Element 9-17 (Plate)	 8781	           2	 7,50000000000000E+000	-1,37500000000000E+000	-7,03810088052424E+001	-7,03810088052424E+001	3,03867965107412E-005	 8,84141349567573E+001	-8,01085029576316E+000	8,84141349567573E+001	-3,86112025448308E+000	-1,79305580171647E+002	1,60848745265727E+002
                (ERSS)	 8782	           3	 7,50000000000000E+000	-1,58333333333333E+000	-7,37544382069779E+001	-7,37544382069779E+001	3,07348847787052E-005	 1,05060090339487E+002	 0,00000000000000E+000	1,05060090339487E+002	 1,62985058823828E+001	-1,79830758588112E+002	1,72855605949034E+002
                      	 8783	           4	 7,50000000000000E+000	-1,79166666666667E+000	-7,69493553026417E+001	-7,69493553026417E+001	3,09844988019939E-005	 1,21673874464079E+002	-2,63615610278205E-006	1,21673874464079E+002	 3,99218012472944E+001	-1,78059767222115E+002	1,84449416931143E+002
                      	 8800	           5	 7,50000000000000E+000	-2,00000000000000E+000	-7,99679696260344E+001	-7,99679696260344E+001	3,11397638328973E-005	 1,38255450411968E+002	-1,09463170564201E-005	1,38255450411968E+002	 6,69925123066450E+001	-1,73982905045210E+002	1,95748346838799E+002
           Plate\_1\_4	   66	           1	-7,50000000000000E+000	-2,00000000000000E+000	-7,85522987894092E+001	-7,85522987894092E+001	3,14815377162033E-005	-1,35839059499974E+002	-1,35839059499974E+002	1,66080098747388E-005	-6,87413098714192E+001	-1,97375489600717E+002	1,74112694409208E+002
 Element 10-18 (Plate)	   69	           2	-7,50000000000000E+000	-2,12500000000000E+000	-8,27064476500144E+001	-8,27064476500144E+001	3,23747110471971E-005	-1,49361719216979E+002	-1,49361719216979E+002	6,92001531439694E-005	-8,65319212757979E+001	-2,03095341504470E+002	1,70590168608276E+002
                (ERSS)	   68	           3	-7,50000000000000E+000	-2,25000000000000E+000	-8,77954169550989E+001	-8,77954169550989E+001	5,33039875197524E+000	-1,65021082142085E+002	-1,65021082142085E+002	2,03315784406131E+000	-1,06176676840553E+002	-2,06869732026742E+002	1,66295347138527E+002
                      	   67	           4	-7,50000000000000E+000	-2,37500000000000E+000	-9,34772910077482E+001	-9,34772910077482E+001	1,03143634361930E+001	-1,82084901983865E+002	-1,82084901983865E+002	1,30344055807964E+001	-1,27855213800123E+002	-2,08608119319764E+002	1,61201015030380E+002
                      	   80	           5	-7,50000000000000E+000	-2,50000000000000E+000	-9,94101541110476E+001	-9,94101541110476E+001	1,50497841916181E+001	-1,99820932450890E+002	-1,99820932450890E+002	2,39428124859757E+001	-1,51719940954519E+002	-2,08241439009808E+002	1,55278281720243E+002
           Plate\_2\_4	 8800	           1	 7,50000000000000E+000	-2,00000000000000E+000	-7,92474702082968E+001	-7,92474702082968E+001	3,12405532378770E-005	 1,36773787933793E+002	-1,75836277253386E-005	1,36773787933793E+002	 6,69925123066450E+001	-1,73982905045210E+002	1,95748346838799E+002
 Element 13-21 (Plate)	 8801	           2	 7,50000000000000E+000	-2,12500000000000E+000	-8,36359551200437E+001	-8,36359551200437E+001	3,20838894584596E-005	 1,50809231630509E+002	-7,02239475607264E-005	1,50809231630509E+002	 8,49404305262874E+001	-1,70468504942333E+002	2,01421393810980E+002
                (ERSS)	 8802	           3	 7,50000000000000E+000	-2,25000000000000E+000	-8,87921457038201E+001	-8,87921457038201E+001	4,97930797140679E+000	 1,66624068766540E+002	-2,36928622762137E+000	1,66624068766540E+002	 1,04771720936572E+002	-1,66176708714298E+002	2,05141110417399E+002
                      	 8803	           4	 7,50000000000000E+000	-2,37500000000000E+000	-9,45814908487744E+001	-9,45814908487744E+001	9,70668228489696E+000	 1,83928030852335E+002	-1,31898546972565E+001	1,83928030852335E+002	 1,26668088259296E+002	-1,61072122893393E+002	2,07027570314734E+002
                      	 8804	           5	 7,50000000000000E+000	-2,50000000000000E+000	-1,00869439444055E+002	-1,00869439444055E+002	1,41919310635203E+001	 2,02430849398344E+002	-2,45273856995393E+001	2,02430849398344E+002	 1,50800855624290E+002	-1,55115308525646E+002	2,07278390102339E+002
           Plate\_1\_5	   80	           1	-7,50000000000000E+000	-2,50000000000000E+000	-9,86996350406506E+001	-9,86996350406506E+001	1,55435445584022E+001	 2,75492495852769E+002	-6,11579908256734E+001	2,75492495852769E+002	-1,51719940954519E+002	-2,08241439009808E+002	1,55278281720243E+002
 Element 14-22 (Plate)	   83	           2	-7,50000000000000E+000	-2,75000000000000E+000	-1,08685449682739E+002	-1,08685449682739E+002	2,29201412442731E+001	 2,43645394612209E+002	-6,85931679756814E+001	2,43645394612209E+002	-8,68725959867771E+001	-2,02058387357358E+002	1,40695046038219E+002
                (ERSS)	   82	           3	-7,50000000000000E+000	-3,00000000000000E+000	-1,17232484501768E+002	-1,17232484501768E+002	2,90086937631342E+001	 2,14213172223689E+002	-8,01740189880030E+001	2,14213172223689E+002	-2,97114869667781E+001	-1,89241376362782E+002	1,22600378581231E+002
                      	   81	           4	-7,50000000000000E+000	-3,25000000000000E+000	-1,23943423504303E+002	-1,23943423504303E+002	3,38211921280930E+001	 1,88100753415525E+002	-9,64477853178167E+001	1,88100753415525E+002	 2,05352448011821E+001	-1,71062098356399E+002	1,02724669648978E+002
                      	  188	           5	-7,50000000000000E+000	-3,50000000000000E+000	-1,28420950696910E+002	-1,28420950696910E+002	3,73696263522570E+001	 1,66213062916033E+002	-1,14959449388473E+002	1,66213062916033E+002	 6,47061391619007E+001	-1,60787721839846E+002	9,78521009320465E+001
           Plate\_2\_5	 8804	           1	 7,50000000000000E+000	-2,50000000000000E+000	-1,00386185718280E+002	-1,00386185718280E+002	1,44891554236714E+001	-2,72421468705996E+002	-2,72421468705996E+002	6,11634565013077E+001	 1,50800855624290E+002	-1,55115308525646E+002	2,07278390102339E+002
 Element 17-25 (Plate)	 8642	           2	 7,50000000000000E+000	-2,75000000000000E+000	-1,10071601667081E+002	-1,10071601667081E+002	2,20449658375132E+001	-2,41159104770027E+002	-2,41159104770027E+002	6,85894002673495E+001	 8,65954023327498E+001	-1,40409856759407E+002	2,01615454360809E+002
                (ERSS)	 8643	           3	 7,50000000000000E+000	-3,00000000000000E+000	-1,18933346607720E+002	-1,18933346607720E+002	2,80849363706563E+001	-2,11088749522076E+002	-2,11088749522076E+002	8,05596188309315E+001	 3,01555943881506E+001	-1,22184539148409E+002	1,89316494695250E+002
                      	 8644	           4	 7,50000000000000E+000	-3,25000000000000E+000	-1,25955520230886E+002	-1,25955520230886E+002	3,28155140692901E+001	-1,84382070492742E+002	-1,84382070492742E+002	9,67703458897097E+001	-1,92535201506239E+001	-1,02811641704657E+002	1,71578898703289E+002
                      	 9799	           5	 7,50000000000000E+000	-3,50000000000000E+000	-1,30122222227269E+002	-1,30122222227269E+002	3,64431459796041E+001	-1,63210735212624E+002	-1,63210735212624E+002	1,15464007594358E+002	-6,25300463241563E+001	-9,62722535624849E+001	1,60776974325916E+002
           Plate\_1\_6	  188	           1	-7,50000000000000E+000	-3,50000000000000E+000	-1,28173574409920E+002	-1,28173574409920E+002	4,03317928497430E+001	 1,66747278939220E+002	-1,18663366264921E+002	1,66747278939220E+002	 6,47061391619007E+001	-1,60787721839846E+002	9,78521009320465E+001
 Element 18-26 (Plate)	  191	           2	-7,50000000000000E+000	-3,87500000000000E+000	-1,34173092813419E+002	-1,34173092813419E+002	3,89848003837034E+001	 1,34507455877005E+002	-1,23684381935101E+002	1,34507455877005E+002	 1,21024204371749E+002	-1,57347931387006E+002	1,21024204371749E+002
                (ERSS)	  190	           3	-7,50000000000000E+000	-4,25000000000000E+000	-1,38115398943108E+002	-1,38115398943108E+002	3,74503156609274E+001	 1,05382712772075E+002	-1,23386457039271E+002	1,05382712772075E+002	 1,66011168310531E+002	-1,59485756366087E+002	1,66011168310531E+002
                      	  189	           4	-7,50000000000000E+000	-4,62500000000000E+000	-1,40862608915502E+002	-1,40862608915502E+002	3,57511829795831E+001	 7,75588867352582E+001	-1,18453914652087E+002	8,12989311802042E+001	 2,00242032208778E+002	-1,62951796219039E+002	2,00242032208778E+002
                      	  416	           5	-7,50000000000000E+000	-5,00000000000000E+000	-1,43276838847116E+002	-1,43276838847116E+002	4,01085665993626E+001	 4,92218148773831E+001	-1,10407098752452E+002	7,74527807091294E+001	 2,24080952284891E+002	-1,68315206385771E+002	2,24080952284891E+002
           Plate\_2\_6	 9799	           1	 7,50000000000000E+000	-3,50000000000000E+000	-1,30525373561250E+002	-1,30525373561250E+002	3,93919899338932E+001	-1,62343840352379E+002	-1,62343840352379E+002	1,18280385471828E+002	-6,25300463241563E+001	-9,62722535624849E+001	1,60776974325916E+002
 Element 21-29 (Plate)	 9800	           2	 7,50000000000000E+000	-3,87500000000000E+000	-1,34949755971478E+002	-1,34949755971478E+002	3,81204325987477E+001	-1,33435138055540E+002	-1,33435138055540E+002	1,24887820095806E+002	-1,17898096266764E+002	-1,20782411466899E+002	1,57060679655425E+002
                (ERSS)	 9801	           3	 7,50000000000000E+000	-4,25000000000000E+000	-1,38067074249257E+002	-1,38067074249257E+002	3,66387088501262E+001	-1,06047627341141E+002	-1,06047627341141E+002	1,24069917909684E+002	-1,62813975499876E+002	-1,62813975499876E+002	1,59044331286611E+002
                      	 9802	           4	 7,50000000000000E+000	-4,62500000000000E+000	-1,40343066344462E+002	-1,40343066344462E+002	3,49735305653735E+001	-7,92007496724557E+001	-8,11723848645340E+001	1,17786113560388E+002	-1,97519740908330E+002	-1,97519740908330E+002	1,62407431892300E+002
                      	10469	           5	 7,50000000000000E+000	-5,00000000000000E+000	-1,42243470206965E+002	-1,42243470206965E+002	3,97136455919448E+001	-5,19139465127564E+001	-7,76658174548659E+001	1,07995841694840E+002	-2,22142048443615E+002	-2,22142048443615E+002	1,66262183883502E+002
           Plate\_1\_7	  416	           1	-7,50000000000000E+000	-5,00000000000000E+000	-1,43173420311398E+002	-1,43173420311398E+002	4,09017038929366E+001	 4,94385568256339E+001	-1,08898270164973E+002	7,85398776498060E+001	 2,24080952284891E+002	-1,68315206385771E+002	2,24080952284891E+002
 Element 22-30 (Plate)	  419	           2	-7,50000000000000E+000	-5,13750000000000E+000	-1,44007647514385E+002	-1,44007647514385E+002	4,55939766530369E+001	 3,88480481351300E+001	-1,03233592651134E+002	7,92334119574796E+001	 2,30151215635756E+002	-1,69463992822479E+002	2,30151215635756E+002
                (ERSS)	  418	           3	-7,50000000000000E+000	-5,27500000000000E+000	-1,44828531885457E+002	-1,44828531885457E+002	4,94429544003687E+001	 2,81113292898597E+001	-9,97700527749494E+001	8,18123414910688E+001	 2,34756882399806E+002	-1,70342895977704E+002	2,34756882399806E+002
                      	  417	           4	-7,50000000000000E+000	-5,41250000000000E+000	-1,45635168420839E+002	-1,45635168420839E+002	5,25703970441038E+001	 1,72370946728730E+001	-9,63266606506662E+001	8,20272438596854E+001	 2,37877318384476E+002	-1,70016652759444E+002	2,37877318384476E+002
                      	  493	           5	-7,50000000000000E+000	-5,55000000000000E+000	-1,46426652116757E+002	-1,46426652116757E+002	5,67733040469499E+001	 6,23403866722003E+000	-9,13969576988314E+001	8,50248742117465E+001	 2,39491767654019E+002	-1,74341870621914E+002	2,39491767654019E+002
           Plate\_2\_7	10469	           1	 7,50000000000000E+000	-5,00000000000000E+000	-1,42337366072647E+002	-1,42337366072647E+002	4,04418044635754E+001	-5,17052342788908E+001	-7,85081729144841E+001	1,07686535322118E+002	-2,22142048443615E+002	-2,22142048443615E+002	1,66262183883503E+002
 Element 25-33 (Plate)	10470	           2	 7,50000000000000E+000	-5,13750000000000E+000	-1,43038495556160E+002	-1,43038495556160E+002	4,51564240251385E+001	-4,13783929852029E+001	-7,92537088094264E+001	1,02547247636776E+002	-2,28544176012385E+002	-2,28544176012385E+002	1,67388119101521E+002
                (ERSS)	10471	           3	 7,50000000000000E+000	-5,27500000000000E+000	-1,43779335891016E+002	-1,43779335891016E+002	4,90154612472006E+001	-3,07927752656671E+001	-8,16818174470434E+001	1,01326667494299E+002	-2,33508098550799E+002	-2,33508098550799E+002	1,68520485374394E+002
                      	10472	           4	 7,50000000000000E+000	-5,41250000000000E+000	-1,44524576920084E+002	-1,44524576920084E+002	5,25774762967114E+001	-2,00300173072886E+001	-8,18417673706548E+001	9,81206350628455E+001	-2,37006031678832E+002	-2,37006031678832E+002	1,69106573307099E+002
                      	10488	           5	 7,50000000000000E+000	-5,55000000000000E+000	-1,45238908486235E+002	-1,45238908486235E+002	5,67605983120988E+001	-9,17175529707266E+000	-8,46555387360919E+001	8,84812316130301E+001	-2,39013132061417E+002	-2,39013132061417E+002	1,74026869363399E+002
           Plate\_1\_8	  493	           1	-7,50000000000000E+000	-5,55000000000000E+000	-1,46433247157510E+002	-1,46433247157510E+002	5,67049493887807E+001	 6,21612896989003E+000	-8,97453832924310E+001	8,49817955254087E+001	 2,39491767654019E+002	-1,74341870621914E+002	2,39491767654019E+002
 Element 27-49 (Plate)	  496	           2	-7,50000000000000E+000	-5,66250000000000E+000	-1,47073435923435E+002	-1,47073435923435E+002	5,98076859906394E+001	-2,89512625199104E+000	-8,54781938692351E+001	8,45244902856059E+001	 2,39679963000568E+002	-1,79275946347222E+002	2,39679963000568E+002
                (ERSS)	  495	           3	-7,50000000000000E+000	-5,77500000000000E+000	-1,47714270828845E+002	-1,47714270828845E+002	6,33207182585851E+001	-1,21255821903973E+001	-8,05031339655983E+001	8,71957120323830E+001	 2,38835409805367E+002	-1,84471050815245E+002	2,38835409805367E+002
                      	  494	           4	-7,50000000000000E+000	-5,88750000000000E+000	-1,48349316082877E+002	-1,48349316082877E+002	6,73367310876735E+001	-2,14560671528570E+001	-7,57691796729860E+001	8,80504322050792E+001	 2,36947327414912E+002	-1,89622621024517E+002	2,36947327414912E+002
                      	  881	           5	-7,50000000000000E+000	-6,00000000000000E+000	-1,48972135894670E+002	-1,48972135894670E+002	7,08362633970255E+001	-3,08674094468988E+001	-7,24001204624031E+001	8,91925040988587E+001	 2,34005250954157E+002	-1,94566135252983E+002	2,34005250954157E+002
           Plate\_2\_8	10488	           1	 7,50000000000000E+000	-5,55000000000000E+000	-1,45255835000376E+002	-1,45255835000376E+002	5,66967826282475E+001	-9,13176975816721E+000	-8,46420321853521E+001	8,77883333160877E+001	-2,39013132061417E+002	-2,39013132061417E+002	1,74026869363399E+002
 Element 30-52 (Plate)	10489	           2	 7,50000000000000E+000	-5,66250000000000E+000	-1,45861512534435E+002	-1,45861512534435E+002	5,99313242758039E+001	-7,87564530413753E-002	-8,41558172126200E+001	8,22364489154838E+001	-2,39532618851247E+002	-2,39532618851247E+002	1,80141370259221E+002
                (ERSS)	10490	           3	 7,50000000000000E+000	-5,77500000000000E+000	-1,46469522131321E+002	-1,46469522131321E+002	6,30094261379074E+001	 9,09720586931904E+000	-8,68605936350465E+001	7,72847023965258E+001	-2,39025727423230E+002	-2,39025727423230E+002	1,85458289405881E+002
                      	10491	           4	 7,50000000000000E+000	-5,88750000000000E+000	-1,47071096414771E+002	-1,47071096414771E+002	6,70297100734868E+001	 1,83719698027271E+001	-8,74334003962059E+001	7,47935535575504E+001	-2,37481571414695E+002	-2,37481571414695E+002	1,90011332004985E+002
                      	10492	           5	 7,50000000000000E+000	-6,00000000000000E+000	-1,47657468008521E+002	-1,47657468008521E+002	7,06349787586906E+001	 2,77213879409958E+001	-8,84947299214520E+001	7,25160769147130E+001	-2,34889752880946E+002	-2,34889752880946E+002	1,93785081136870E+002
           Plate\_1\_9	  881	           1	-7,50000000000000E+000	-6,00000000000000E+000	-1,48975166916587E+002	-1,48975166916587E+002	7,16175285529978E+001	-3,08781671778873E+001	-7,14450665845569E+001	9,06136099299145E+001	 2,34005250954157E+002	-1,94566135252983E+002	2,34005250954157E+002
 Element 31-53 (Plate)	  884	           2	-7,50000000000000E+000	-6,25000000000000E+000	-1,50270952942370E+002	-1,50270952942370E+002	7,81716619025902E+001	-5,20241253776199E+001	-7,56841860236385E+001	9,07128614494355E+001	 2,23657925491558E+002	-2,00485677741123E+002	2,23657925491558E+002
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	-1,51596147526560E+002	-1,51596147526560E+002	8,48649980732420E+001	-7,37955290087881E+001	-8,55820616335291E+001	9,11654903357801E+001	 2,07939595417586E+002	-2,02120426142226E+002	2,07939595417586E+002
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	-1,52971770347011E+002	-1,52971770347011E+002	9,13920616911464E+001	-9,62218388519637E+001	-1,02774083226447E+002	9,13429742331867E+001	 1,86697087452940E+002	-1,97343942493081E+002	1,86697087452940E+002
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	-1,54418841081576E+002	-1,54418841081576E+002	9,67887287757033E+001	-1,19332515687719E+002	-1,22136119013139E+002	9,32383652569280E+001	 1,59773175899656E+002	-1,86539057159427E+002	1,59773175899656E+002
