    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	-1,53033247614489E+002	-1,53033247614489E+002	9,13920616911464E+001	-9,60831001598571E+001	-1,02774083226447E+002	9,13429742331867E+001	 1,86798185721794E+002	-1,97343942493081E+002	1,86798185721794E+002
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	-1,54502538860266E+002	-1,54502538860266E+002	9,67887287757033E+001	-1,19252991103830E+002	-1,22136119013139E+002	9,32383652569280E+001	 1,59902308386849E+002	-1,86539057159427E+002	1,59902308386849E+002
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	-1,47739024320309E+002	-1,47739024320309E+002	7,13638599585845E+001	 2,75792495259892E+001	-8,98614993752553E+001	7,27997492030073E+001	-2,34813484003895E+002	-2,34889752880946E+002	1,93785081136870E+002
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	-1,49034940419399E+002	-1,49034940419399E+002	7,84879232877575E+001	 4,87506568499361E+001	-8,93226223579763E+001	7,65097925925923E+001	-2,25287370098859E+002	-2,25325267963266E+002	1,97972678956106E+002
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	-1,50346615762618E+002	-1,50346615762618E+002	8,58387218358267E+001	 7,05169809523450E+001	-9,00412745670602E+001	8,78443652095985E+001	-2,10386782003200E+002	-2,10388373664798E+002	1,98946841986683E+002
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	-1,51683824145910E+002	-1,51683824145910E+002	9,17411616399180E+001	 9,28849077141525E+001	-9,10258959456482E+001	1,04344852018362E+002	-1,89970624511152E+002	-1,89970624511152E+002	1,93783691649207E+002
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	-1,53056339365223E+002	-1,53056339365223E+002	9,58539526130850E+001	 1,15861123016295E+002	-9,41821799523498E+001	1,22734584123995E+002	-1,63895487979109E+002	-1,63895487979109E+002	1,82691290262182E+002
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	-1,54031945382186E+002	-1,54031945382186E+002	9,96811208689658E+001	-1,18261385720492E+002	-1,18345874731392E+002	9,91130139783857E+001	 1,59902308386849E+002	-1,86539057159427E+002	1,59902308386849E+002
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	-1,47683336893753E+002	-1,47683336893753E+002	1,06718815116202E+002	-1,38535266799420E+002	-1,38629928417172E+002	9,65671265958082E+001	 1,09746944660759E+002	-1,71187692743482E+002	1,09746944660759E+002
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	-1,37645863836134E+002	-1,37645863836134E+002	1,16750018485196E+002	-1,50045209298008E+002	-1,50046255160161E+002	1,02125442808448E+002	 5,37548644883217E+001	-1,59042029460966E+002	5,37548644883217E+001
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	-1,25780633876711E+002	-1,25780633876711E+002	1,19581002706095E+002	-1,56719560321436E+002	-1,56719560321436E+002	9,52910349727621E+001	-5,94070578733091E+000	-1,59724666985468E+002	5,15326289732548E+000
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	-1,13948754682866E+002	-1,13948754682866E+002	1,15343784521667E+002	-1,62486666974886E+002	-1,62486666974886E+002	8,13635472653509E+001	-6,76716530509952E+001	-1,66070544404705E+002	4,81712349725052E+000
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	-1,51849286011960E+002	-1,51849286011960E+002	9,86633330176983E+001	 1,13298294419333E+002	-9,91939173177795E+001	1,19789403187213E+002	-1,63895487979109E+002	-1,63895487979109E+002	1,82691290262182E+002
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	-1,45246772060247E+002	-1,45246772060247E+002	1,08596505471093E+002	 1,33052177041571E+002	-9,73753698587005E+001	1,33063302977860E+002	-1,15896585245326E+002	-1,15896585245326E+002	1,68302551935827E+002
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	-1,35860950933321E+002	-1,35860950933321E+002	1,17770285619989E+002	 1,45877719201025E+002	-1,01362400031394E+002	1,45877719201025E+002	-6,17110536663495E+001	-6,17110536663495E+001	1,58843284400556E+002
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	-1,24498510925857E+002	-1,24498510925857E+002	1,19825278587582E+002	 1,53484229833177E+002	-9,42107046302636E+001	1,53484229833177E+002	-3,48898708402111E+000	-5,06125886751193E+000	1,53192464144511E+002
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	-1,11966140332531E+002	-1,11966140332531E+002	1,15495143337681E+002	 1,57581017873513E+002	-8,01831691873213E+001	1,57581017873513E+002	 5,68226951433944E+001	-4,73510864442921E+000	1,68398596349932E+002
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	-1,11739441396455E+002	-1,11739441396455E+002	1,17269508616524E+002	-1,57754733335385E+002	-1,57754733335385E+002	8,18760271926384E+001	-6,76716530509951E+001	-1,66070544404705E+002	4,81712349725056E+000
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	-1,05547782563671E+002	-1,05547782563671E+002	1,16448606644791E+002	-1,58230511779811E+002	-1,58230511779811E+002	7,78975431931376E+001	-9,53988496470032E+001	-1,74918404786811E+002	4,27102844866605E+000
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	-9,68496093959345E+001	-9,68496093959345E+001	1,15524505450205E+002	-1,53186936547398E+002	-1,53186936547398E+002	7,55197346303934E+001	-1,22727130177393E+002	-1,86116198703231E+002	3,60289631769160E+000
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	-8,57865896553062E+001	-8,57865896553062E+001	1,14501595262573E+002	-1,42917747589292E+002	-1,42917747589292E+002	7,52568536193603E+001	-1,48722004940721E+002	-1,98617782957106E+002	2,71693658263533E+000
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	-7,25003911038471E+001	-7,25003911038471E+001	1,13384266311700E+002	-1,27716684856641E+002	-1,27716684856641E+002	7,46280252233169E+001	-1,72464213384281E+002	-2,11677926199540E+002	1,59811594475267E+000
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	-1,13634619747770E+002	-1,13634619747770E+002	1,17323309642236E+002	 1,61608866233581E+002	-8,16974612075419E+001	1,61663118190586E+002	 5,68226951433944E+001	-4,73510864442901E+000	1,68398596349932E+002
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	-1,07660549997300E+002	-1,07660549997300E+002	1,16447667591736E+002	 1,61018719708327E+002	-7,78890147700285E+001	1,61028557529428E+002	 8,51657822239864E+001	-4,20605498843715E+000	1,71895960559638E+002
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	-9,83838257280255E+001	-9,83838257280255E+001	1,15476278230088E+002	 1,53906282182251E+002	-7,64462375811863E+001	1,53910368365612E+002	 1,12781980066008E+002	-3,53878116261400E+000	1,78953369603298E+002
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	-8,66267964499053E+001	-8,66267964499053E+001	1,14414091313685E+002	 1,41909441176716E+002	-7,47245788365665E+001	1,41924268633287E+002	 1,38760659898765E+002	-2,67036849653002E+000	1,94580774889221E+002
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	-7,32118116728975E+001	-7,32118116728975E+001	1,13266056598924E+002	 1,26666084213085E+002	-7,21494546722390E+001	1,26685976266604E+002	 1,62278007681590E+002	-1,56902268029040E+000	2,07910446789805E+002
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	-7,41802918345381E+001	-7,41802918345381E+001	1,13391359626263E+002	-1,30873541443189E+002	-1,30873541443189E+002	7,48432800239556E+001	-1,72464213384281E+002	-2,11677926199540E+002	1,59811594475273E+000
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	-6,32036546371071E+001	-6,32036546371071E+001	1,12551520917759E+002	-1,17176107318654E+002	-1,17176107318654E+002	7,47569544994420E+001	-1,87973085804648E+002	-2,19741929696281E+002	7,10903663670727E-001
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	-5,27801008618996E+001	-5,27801008618996E+001	1,11681623214112E+002	-1,02595497825139E+002	-1,02595497825139E+002	7,59470344142221E+001	-2,01720849532335E+002	-2,26067761270838E+002	0,00000000000000E+000
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	-4,27624216674219E+001	-5,07980873860254E+001	1,10783336681004E+002	-8,71258308095474E+001	-8,71258308095474E+001	7,79846113872855E+001	-2,13590863794771E+002	-2,30475144777759E+002	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	-3,30034082121800E+001	-5,07998541359771E+001	1,09858331484115E+002	-7,07612241187821E+001	-7,07612241187821E+001	8,15646050579758E+001	-2,23465649222889E+002	-2,33225382482652E+002	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	-7,59709814191962E+001	-7,59709814191962E+001	1,13273237665146E+002	 1,27513255799378E+002	-7,27689078214263E+001	1,27520533033418E+002	 1,62278007681590E+002	-1,56902268029029E+000	2,07910446789805E+002
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	-6,77584223434122E+001	-6,77584223434122E+001	1,12417114355140E+002	 1,17683972058749E+002	-7,21234326319954E+001	1,17683972058749E+002	 1,77646373386970E+002	-6,80145137994751E-001	2,15368344105123E+002
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	-5,85673563205291E+001	-5,85673563205291E+001	1,11534589937972E+002	 1,04225003309994E+002	-7,54407112428196E+001	1,04225003309994E+002	 1,91541105412655E+002	 0,00000000000000E+000	2,20965125027327E+002
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	-4,90007480543989E+001	-5,07950024691578E+001	1,10627318057381E+002	 8,79872168349185E+001	-7,90612650511014E+001	8,79872168349185E+001	 2,03592924250794E+002	 0,00000000000000E+000	2,24949701568659E+002
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	-3,96615622488737E+001	-5,07962939303955E+001	1,09696952357104E+002	 6,98214799153295E+001	-8,02125977954567E+001	6,98214799153295E+001	 2,13464360013263E+002	 0,00000000000000E+000	2,26728614120705E+002
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	-3,30814344618979E+001	-5,07998825479729E+001	1,09860898149303E+002	-7,10419579017513E+001	-7,10419579017513E+001	8,14265224357124E+001	-2,23465649222889E+002	-2,33225382482652E+002	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	-2,86349748528236E+001	-5,07956439640440E+001	1,09392328651284E+002	-6,56132867491860E+001	-6,56132867491860E+001	8,31749531587568E+001	-2,27733346394208E+002	-2,34090033852744E+002	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	-2,46736788695037E+001	-5,07881814690139E+001	1,08921276057643E+002	-6,11998172524447E+001	-6,11998172524447E+001	8,48192535860156E+001	-2,31686065130305E+002	-2,34506900449841E+002	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	-2,14930854814273E+001	-5,07775257312205E+001	1,08448459973797E+002	-5,84455215632430E+001	-5,84455215632430E+001	8,59859367879633E+001	-2,35419639047855E+002	-2,35419639047855E+002	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	-1,93887336580836E+001	-5,07637074190015E+001	1,07974600005162E+002	-5,79943718332966E+001	-5,79943718332966E+001	8,66548291272545E+001	-2,39042095708298E+002	-2,39042095708298E+002	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	-3,99311514143896E+001	-5,07963154971048E+001	1,09699597265509E+002	 7,04489196672299E+001	-8,08931962740169E+001	7,04489196672299E+001	 2,13464360013263E+002	 0,00000000000000E+000	2,26728614120705E+002
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	-3,51270796855595E+001	-5,07918056591944E+001	1,09229394766796E+002	 6,43616264668162E+001	-8,17795871662659E+001	6,43616264668162E+001	 2,17666687062245E+002	-9,27154991722629E-008	2,26635553578647E+002
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	-3,13358258924480E+001	-5,07840814438118E+001	1,08757414402578E+002	 6,05149903198231E+001	-8,26368007241192E+001	6,05149903198231E+001	 2,21554766616473E+002	-2,48518375924131E-007	2,26174104787997E+002
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	-2,87401319466985E+001	-5,07731782856305E+001	1,08284401800490E+002	 5,92992220930634E+001	-8,30186545124621E+001	5,92992220930634E+001	 2,25287589301733E+002	-3,89418135583888E-007	2,28400459169156E+002
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	-2,75227397599544E+001	-5,07591316193241E+001	1,07811102588166E+002	 6,11045326533500E+001	-8,27618712736407E+001	6,11045326533500E+001	 2,29031527234963E+002	-5,11446390140980E-007	2,30720089226045E+002
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	-1,86061056311514E+001	-5,07634344144461E+001	1,07974583361516E+002	-5,71518820899856E+001	-5,71518820899856E+001	8,65281696365657E+001	-2,39042095708298E+002	-2,39042095708298E+002	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	-1,21090527877643E+001	-5,06555348254962E+001	1,07251881127427E+002	-4,03084697185595E+001	-4,05298181389212E+001	9,19815759985261E+001	-2,42075450377600E+002	-2,42075450377600E+002	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	-6,03088200670198E+000	-5,05467726315083E+001	1,06527048649561E+002	-2,66918991136431E+001	-2,73239631024260E+001	9,68846368704075E+001	-2,44144191201411E+002	-2,44144191201411E+002	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	-5,12278246465034E-001	-5,04371007968078E+001	1,05800405407894E+002	-1,72524792614786E+001	-1,80382872638245E+001	1,01147651394131E+002	-2,45499686010864E+002	-2,45499686010864E+002	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	 4,30607353444611E+000	-5,03264722857198E+001	1,05072270882403E+002	-1,29405191483084E+001	-1,35927103324425E+001	1,05423120916151E+002	-2,46411169641837E+002	-2,46411169641837E+002	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	-2,64935509537713E+001	-5,07588674428973E+001	1,07810804956821E+002	 6,00239647610912E+001	-8,25453792488241E+001	6,00239647610912E+001	 2,29031527234963E+002	-5,11446369334215E-007	2,30720089226045E+002
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	-2,10221837613125E+001	-5,06505281970099E+001	1,07089480715737E+002	 4,34741660389369E+001	-8,67128522381004E+001	4,34741660389369E+001	 2,32248964227035E+002	-6,01957806521380E-007	2,32849260488800E+002
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	-1,59048429903190E+001	-5,05413313190153E+001	1,06366744601024E+002	 3,05684963365186E+001	-9,12962126267336E+001	3,05724521903496E+001	 2,34539628243248E+002	-6,57343943128145E-007	2,34539628243248E+002
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	-1,09660456233731E+001	-5,04312302399391E+001	1,05642901613245E+002	 2,18133546511962E+001	-9,62281402472707E+001	2,18374412576635E+001	 2,36157332160448E+002	-6,83631953612844E-007	2,36157332160448E+002
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	-6,03030864305713E+000	-5,03201783908070E+001	1,04918256752962E+002	 1,77151399803294E+001	-1,02604794640694E+002	1,77502806208473E+001	 2,37365313942026E+002	-6,86759466895686E-007	2,37365313942026E+002
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	 2,75782104662928E+000	-5,03260448249191E+001	1,05071890723488E+002	-1,47629668493057E+001	-1,54404979166798E+001	1,05739322681905E+002	-2,46411169641837E+002	-2,46411169641837E+002	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	 9,88289020455661E+000	-5,01512108746946E+001	1,03934635139436E+002	-6,35613037977502E+000	-6,93214359382186E+000	1,12948195751678E+002	-2,47443124117630E+002	-2,47443124117630E+002	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	 1,68566034057294E+001	-4,99719735546884E+001	1,02791565930791E+002	 4,01217927393213E+000	-7,87330803958132E-007	1,20533373807159E+002	-2,47588203213620E+002	-2,47588203213620E+002	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	 2,45624071447766E+001	-4,97883702884822E+001	1,01643647909098E+002	 1,74656236407297E+001	-9,84013952838256E-007	1,27945043114256E+002	-2,46563769850474E+002	-2,46563769850474E+002	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	 3,38837479163275E+001	-4,96004384996574E+001	1,00491845885900E+002	 3,51278642495317E+001	-1,09553315312236E-006	1,34495563451259E+002	-2,44053545833602E+002	-2,44053545833602E+002	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	 3,31710068217835E+001	-4,96000280319705E+001	1,00492038310773E+002	 3,41090592030413E+001	-1,10766816951723E-006	1,34657984054603E+002	-2,44053545833602E+002	-2,44053545833602E+002	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	 4,17188303151678E+001	-4,93942175160037E+001	9,92617804994211E+001	 5,55570018489050E+001	-1,17069004029311E-006	1,38950873666827E+002	-2,39375178295905E+002	-2,39375178295905E+002	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	 5,01727449868546E+001	-4,91817544536956E+001	9,80289244945641E+001	 7,31452717815640E+001	-1,19398043909448E-006	1,40982677664690E+002	-2,32698324622588E+002	-2,32698324622588E+002	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	 5,83287171989569E+001	-4,89627147574888E+001	9,67945388651228E+001	 8,78807814065967E+001	-1,18018548375256E-006	1,40729503964827E+002	-2,24337717826885E+002	-2,24337717826885E+002	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	 6,59827133135875E+001	-4,87371743398263E+001	9,60096559689284E+001	 1,00770443129582E+002	-1,13195129209857E-006	1,40276283857684E+002	-2,14575798671763E+002	-2,14575798671763E+002	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	 6,60534593595964E+001	-4,87367710592088E+001	9,60124205524597E+001	 1,01903573991668E+002	-1,13778471946241E-006	1,40566462925928E+002	-2,14575798671763E+002	-2,14575798671763E+002	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	 7,18584586119106E+001	-4,84885971871984E+001	9,53621707833331E+001	 1,14769693177723E+002	-1,06673784883847E-006	1,37812796665680E+002	-2,02624434002795E+002	-2,02624434002795E+002	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	 7,79503702851190E+001	-4,82313808316093E+001	9,46722255032056E+001	 1,25807252632998E+002	-9,84522831691496E-007	1,37804073316355E+002	-1,89356242519258E+002	-1,89356242519258E+002	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	 8,43084890069147E+001	-4,79652311481570E+001	9,39813238452141E+001	 1,35261760909551E+002	-8,92514570339153E-007	1,40135050325686E+002	-1,74956338430476E+002	-1,74956338430476E+002	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	 9,09121094049910E+001	-4,76902572925567E+001	9,57609738532660E+001	 1,43378726559444E+002	-7,92087967099120E-007	1,44477125941873E+002	-1,59601222963104E+002	-1,59601222963104E+002	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	 9,07321497196691E+001	-4,76898244448246E+001	9,58989011392516E+001	 1,43057854887723E+002	-7,94687712705919E-007	1,44072612360839E+002	-1,59601222963104E+002	-1,59601222963104E+002	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	 9,48820826017741E+001	-4,73864331001280E+001	9,71581865364045E+001	 1,45203811384070E+002	-6,87380745092450E-007	1,45203811384070E+002	-1,42645456183250E+002	-1,42645456183250E+002	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	 9,70492034215945E+001	-4,70712726116873E+001	9,79811713922944E+001	 1,42860015957416E+002	-5,83208735999295E-007	1,42860015957416E+002	-1,25705472106643E+002	-1,25705472106643E+002	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	 9,75583196859771E+001	-4,67444896847617E+001	9,81568889383165E+001	 1,36472853598743E+002	-4,82777959859185E-007	1,36472853598743E+002	-1,09271338294729E+002	-1,09271338294729E+002	3,31943629075671E-003
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	 9,67342389017689E+001	-4,64062310246102E+001	9,79336981458290E+001	 1,26488709299040E+002	-3,86694691104851E-007	1,26488709299040E+002	-9,38173263391482E+001	-9,38173263391482E+001	5,15387346639858E-001
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	 9,71855769363174E+001	-4,64057360729653E+001	9,80337882025750E+001	 1,27229774186845E+002	-3,87424792118680E-007	1,27229774186845E+002	-9,38173263391482E+001	-9,38173263391482E+001	5,15387346639976E-001
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	 9,69859443419372E+001	-4,60319511798237E+001	9,82807565632408E+001	 1,15406203062733E+002	-2,93144765098227E-007	1,15406203062733E+002	-7,86557827564408E+001	-7,86557827564408E+001	1,02543469145043E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	 9,69932259721528E+001	-4,56431569011294E+001	9,86253886440961E+001	 1,03324014434068E+002	-2,07447373632377E-007	1,03324014434068E+002	-6,49863843041934E+001	-6,49863843041934E+001	1,54535617958871E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	 9,72343731664606E+001	-4,52395411751500E+001	9,89828552708223E+001	 9,11430588533752E+001	-1,30441690259123E-007	9,11430588533752E+001	-5,28302376224863E+001	-5,28302376224863E+001	1,97007527957197E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	 9,77363372643574E+001	-4,48212919401532E+001	9,92849890674148E+001	 7,90231868731755E+001	-6,22367875164637E-008	7,90231868731755E+001	-4,22028570011181E+001	-4,22028570011181E+001	2,36892807148107E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	 9,76812599910374E+001	-4,48206898532977E+001	9,92566411299093E+001	 7,92119654237161E+001	-6,19963142533444E-008	7,92119654237161E+001	-4,22028570011181E+001	-4,22028570011181E+001	2,36892807148100E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	 9,80570744502735E+001	-4,43580812596127E+001	9,93663960360727E+001	 6,71612134532957E+001	 0,00000000000000E+000	6,71612134532957E+001	-3,24758057172898E+001	-3,24758057172898E+001	2,80403754756200E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	 9,82741878798926E+001	-4,38764585947499E+001	9,93353669349629E+001	 5,61734615122770E+001	-2,11381862763651E-001	5,61734615122770E+001	-2,42791117397140E+001	-2,42791117397140E+001	3,18428283656953E+000
                      	 5339	           4	-7,50000000000000E+000	-1,28613900182485E+001	 9,83344243207771E+001	-4,33760521027196E+001	9,92022451506964E+001	 4,62755138559109E+001	-5,05301969440154E-001	4,62755138559109E+001	-1,74715020234843E+001	-1,74715020234843E+001	3,52227873011589E+000
                      	 6508	           5	-7,50000000000000E+000	-1,29944824556244E+001	 9,82396078138097E+001	-4,28570920275321E+001	9,89334853784239E+001	 3,74941747394479E+001	-7,92431121037566E-001	3,74941747394479E+001	-1,19110709444029E+001	-1,19110709444029E+001	3,80633616762236E+000
          Plate\_1\_15	 6508	           1	-7,50000000000000E+000	-1,29944824556244E+001	 9,82453056571837E+001	-4,28563158711056E+001	9,89381773062655E+001	 3,74676720928049E+001	-8,11553560665520E-001	3,74676720928049E+001	-1,19110709444029E+001	-1,19110709444029E+001	3,80633616762244E+000
 Element 48-85 (Plate)	 6509	           2	-7,50000000000000E+000	-1,31362313701235E+001	 9,79908420803835E+001	-4,22818695763753E+001	9,85102848530702E+001	 2,94200013940106E+001	-1,08215260649971E+000	2,94200013940106E+001	-7,18516508532048E+000	-7,18516508532048E+000	4,03842584781786E+000
                (ERSS)	 6510	           3	-7,50000000000000E+000	-1,32779802846226E+001	 9,75867979069694E+001	-4,16832550872628E+001	9,79435593903160E+001	 2,25147067219085E+001	-1,33546440700938E+000	2,25147067219085E+001	-3,51674341167907E+000	-3,51674341167907E+000	4,20700312027180E+000
                      	 6511	           4	-7,50000000000000E+000	-1,34197291991216E+001	 9,70346513102874E+001	-4,10607456971221E+001	9,72394364816113E+001	 1,67289061686633E+001	-1,59799303631523E+000	1,67289061686633E+001	-7,47952241324515E-001	-7,47952241324515E-001	4,31757495985892E+000
                      	 6532	           5	-7,50000000000000E+000	-1,35614781136207E+001	 9,63358804636832E+001	-4,04146146993072E+001	9,64868272706436E+001	 1,20397178264395E+001	-1,80349323605403E+000	1,20397178264395E+001	 1,27777923689182E+000	-3,40874407339618E-001	4,30479791186286E+000
          Plate\_1\_15	 6532	           1	-7,50000000000000E+000	-1,35614781136207E+001	 9,63382039868815E+001	-4,04135613580320E+001	9,64891163402541E+001	 1,19458969840058E+001	-1,83559033864219E+000	1,19458969840058E+001	 1,27777923689182E+000	-3,40874407339654E-001	4,30479791186286E+000
 Element 48-86 (Plate)	 6533	           2	-7,50000000000000E+000	-1,37124465319458E+001	 9,54414195153803E+001	-3,96976560044962E+001	9,55724905686638E+001	 7,94657316800053E+000	-2,08818344098892E+000	7,94657316800053E+000	 2,76877638291157E+000	-3,28261163175331E-001	4,24423084136965E+000
                (ERSS)	 6534	           3	-7,50000000000000E+000	-1,38634149502708E+001	 9,43895060604591E+001	-3,89506803997734E+001	9,45019112783313E+001	 4,73162566594769E+000	-2,32329667251868E+000	4,73162566594769E+000	 3,71673352394653E+000	-3,22192580870759E-001	4,15348446195440E+000
                      	 6535	           4	-7,50000000000000E+000	-1,40143833685958E+001	 9,31836229605396E+001	-3,81729419971396E+001	9,32785445154703E+001	 2,26761046702988E+000	-2,49894571029468E+000	2,26761046702988E+000	 4,23552733182466E+000	-3,21735376401859E-001	4,32636344037001E+000
