    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                (ERSS)	  495	           3	-7,50000000000000E+000	-5,77500000000000E+000	-4,42604151686202E+001	-4,42604151686202E+001	3,24132991008820E-005	 8,50563437898504E-001	 0,00000000000000E+000	8,50563437898504E-001	-2,83018641703131E-001	-2,83018641703131E-001	0,00000000000000E+000
                      	  494	           4	-7,50000000000000E+000	-5,88750000000000E+000	-4,46222313479922E+001	-4,46222313479922E+001	3,19449039732732E-005	 7,57015993629892E-001	 0,00000000000000E+000	7,57015993629892E-001	-1,92611013965120E-001	-1,92611013965120E-001	0,00000000000000E+000
                      	  881	           5	-7,50000000000000E+000	-6,00000000000000E+000	-4,49742832599681E+001	-4,49742832599681E+001	3,14625114633366E-005	 6,68572045682041E-001	 0,00000000000000E+000	6,68572045682041E-001	-1,12492730103328E-001	-1,12492730103328E-001	0,00000000000000E+000
           Plate\_2\_8	10488	           1	 7,50000000000000E+000	-5,55000000000000E+000	-4,35149605434406E+001	-4,35149605434406E+001	3,25305088642135E-005	-1,05204392887926E+000	-1,05204392887926E+000	0,00000000000000E+000	 4,96591723503464E-001	 0,00000000000000E+000	4,96591723503464E-001
 Element 30-52 (Plate)	10489	           2	 7,50000000000000E+000	-5,66250000000000E+000	-4,38953730828765E+001	-4,38953730828765E+001	3,20819917780622E-005	-9,49401520757588E-001	-9,49401520757588E-001	0,00000000000000E+000	 3,84072762108688E-001	 0,00000000000000E+000	3,84072762108688E-001
                (ERSS)	10490	           3	 7,50000000000000E+000	-5,77500000000000E+000	-4,42665597223586E+001	-4,42665597223586E+001	3,16189175294720E-005	-8,51147911170539E-001	-8,51147911170539E-001	0,00000000000000E+000	 2,82817880201434E-001	 0,00000000000000E+000	2,82817880201434E-001
                      	10491	           4	 7,50000000000000E+000	-5,88750000000000E+000	-4,46282504360401E+001	-4,46282504360401E+001	3,11418559585687E-005	-7,57630392951875E-001	-7,57630392951875E-001	0,00000000000000E+000	 1,92342715073525E-001	 0,00000000000000E+000	1,92342715073525E-001
                      	10492	           5	 7,50000000000000E+000	-6,00000000000000E+000	-4,49801751980742E+001	-4,49801751980742E+001	3,06513769054781E-005	-6,69196258935350E-001	-6,69196258935350E-001	0,00000000000000E+000	 1,12154525125377E-001	 0,00000000000000E+000	1,12154525125377E-001
           Plate\_1\_9	  881	           1	-7,50000000000000E+000	-6,00000000000000E+000	-4,49741640518812E+001	-4,49741640518812E+001	3,14662731860883E-005	 6,67533448889684E-001	 0,00000000000000E+000	6,67533448889684E-001	-1,12492730103568E-001	-1,12492730103568E-001	0,00000000000000E+000
 Element 31-53 (Plate)	  884	           2	-7,50000000000000E+000	-6,25000000000000E+000	-4,57224344709631E+001	-4,57224344709631E+001	3,03483595020810E-005	 4,96033053527664E-001	 0,00000000000000E+000	4,96033053527664E-001	 3,23444638675887E-002	-5,77457989545175E-004	3,23444638675887E-002
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	-4,64222118926873E+001	-4,64222118926873E+001	2,91858896315129E-005	 3,50657155996865E-001	 0,00000000000000E+000	3,50657155996865E-001	 1,37712312346326E-001	-4,20191022580844E-006	1,37712312346326E-001
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	-4,70728094838430E+001	-4,70728094838430E+001	2,79814880731442E-005	 2,29715057804013E-001	 0,00000000000000E+000	2,29715057804013E-001	 2,09748616226283E-001	-4,08421923434770E-006	2,09748616226283E-001
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	-4,76735404112194E+001	-4,76735404112194E+001	2,67377793257352E-005	 1,31516060455834E-001	-3,36036239863793E-007	1,31516060455834E-001	 2,54451457970626E-001	-4,13878399818018E-006	2,54451457970626E-001
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	-4,49800438313970E+001	-4,49800438313970E+001	3,06549211248914E-005	-6,68206762769780E-001	-6,68206762769780E-001	0,00000000000000E+000	 1,12154525125269E-001	 0,00000000000000E+000	1,12154525125269E-001
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	-4,57280404440394E+001	-4,57280404440394E+001	2,95207983131231E-005	-4,96502429400246E-001	-4,96502429400246E-001	0,00000000000000E+000	-3,28296239084147E-002	-3,28296239084147E-002	4,95670642451995E-004
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	-4,64274816223506E+001	-4,64274816223506E+001	2,83441293777216E-005	-3,50834285632450E-001	-3,50834285632450E-001	0,00000000000000E+000	-1,38276285143101E-001	-1,38276285143101E-001	4,17395426303431E-006
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	-4,70776758036559E+001	-4,70776758036559E+001	2,71274557056469E-005	-2,29619188140528E-001	-2,29619188140528E-001	1,55483985982828E-008	-2,10323964601497E-001	-2,10323964601497E-001	4,06266738148256E-006
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	-4,76779314252802E+001	-4,76779314252802E+001	2,58733186838589E-005	-1,31273993598617E-001	-1,31273993598617E-001	3,55040693566898E-007	-2,54979622169233E-001	-2,54979622169233E-001	4,12247820375026E-006
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	-4,76725400159191E+001	-4,76725400159191E+001	2,67537045701965E-005	 1,25865396150287E-001	-5,24511129346721E-007	1,25865396150287E-001	 2,54451457970754E-001	-4,13878400019781E-006	2,54451457970754E-001
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	-4,85026325706049E+001	-4,85026325706049E+001	2,47571925637362E-005	-3,36078119752942E-003	-3,36078119752942E-003	2,71613574650030E-003	 2,77780843106667E-001	-4,30369741205597E-006	2,77780843106667E-001
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	-4,92056357155402E+001	-4,92056357155402E+001	2,27426749378106E-005	-1,22325027036155E-001	-1,22325027036155E-001	3,36053873954351E-007	 2,53206523930260E-001	-4,29294644875016E-006	2,53206523930260E-001
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	-4,97808414378690E+001	-4,97808414378690E+001	2,07202827016396E-005	-2,33296608891837E-001	-2,33296608891837E-001	1,15038699383436E-006	 1,83988867981157E-001	-4,01446369127301E-006	1,83988867981157E-001
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	-5,02275417247352E+001	-5,02275417247352E+001	1,87001468644437E-005	-3,38544794290824E-001	-3,38544794290824E-001	2,08685601146996E-006	 7,31056532058599E-002	-3,38795316810749E-006	7,31056532058599E-002
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	-4,76768213196243E+001	-4,76768213196243E+001	2,58871572113904E-005	-1,26044283899637E-001	-1,26044283899637E-001	5,40391722651652E-007	-2,54979622169094E-001	-2,54979622169094E-001	4,12247819487910E-006
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	-4,85064149407395E+001	-4,85064149407395E+001	2,38827547268865E-005	 2,74789629736334E-003	-2,97107012361934E-003	2,74789629736334E-003	-2,78483636997533E-001	-2,78483636997533E-001	4,29457852295289E-006
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	-4,92087093217485E+001	-4,92087093217485E+001	2,18625528666829E-005	 1,21899757929068E-001	-3,26621747963180E-007	1,21899757929068E-001	-2,54128551738938E-001	-2,54128551738938E-001	4,28922393765470E-006
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	-4,97829815483178E+001	-4,97829815483178E+001	1,98374059053805E-005	 2,33644148286944E-001	-1,15495147831714E-006	2,33644148286944E-001	-1,84945774874671E-001	-1,84945774874671E-001	4,01199320831590E-006
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	-5,02285087061141E+001	-5,02285087061141E+001	1,78181681175800E-005	 3,40213914662460E-001	-2,10442097979601E-006	3,40213914662460E-001	-7,36883658503689E-002	-7,36883658503689E-002	3,38095948025600E-006
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	-5,02277310126488E+001	-5,02277310126488E+001	1,87225863551865E-005	-3,39188867763252E-001	-3,39188867763252E-001	2,01262968490597E-006	 7,31056532059928E-002	-3,38795316741421E-006	7,31056532059928E-002
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	-5,03876163368462E+001	-5,03876163368462E+001	1,78478071374739E-005	-3,87263713745436E-001	-3,87263713745436E-001	2,33817831693749E-006	 9,54369689351035E-003	-3,00660952805233E-006	9,54369689351035E-003
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	-5,05215887903526E+001	-5,05215887903526E+001	1,70016027083032E-005	-4,33905753607227E-001	-4,33905753607227E-001	2,60957247465195E-006	-6,23610892359582E-002	-6,23610892359582E-002	0,00000000000000E+000
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	-5,06295537132241E+001	-5,06295537132241E+001	1,61856913892783E-005	-4,78596496969346E-001	-4,78596496969346E-001	2,82371270047510E-006	-1,42244650202912E-001	-1,42244650202912E-001	0,00000000000000E+000
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	-5,07114164455168E+001	-5,07114164455168E+001	1,54017915020028E-005	-5,20817453452511E-001	-5,20817453452511E-001	2,97749953683268E-006	-2,29717890453272E-001	-2,29717890453272E-001	0,00000000000000E+000
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	-5,02286996129776E+001	-5,02286996129776E+001	1,78402180451516E-005	 3,40374677926524E-001	-2,03058306088076E-006	3,40374677926524E-001	-7,36883658502636E-002	-7,36883658502636E-002	3,38095948899484E-006
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	-5,03879764608778E+001	-5,03879764608778E+001	1,69664817939833E-005	 3,88715055919714E-001	-2,36027903899601E-006	3,88715055919714E-001	-9,89298808701122E-003	-9,89298808701122E-003	2,99608648811459E-006
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	-5,05213121911318E+001	-5,05213121911318E+001	1,61221457718018E-005	 4,35441696021651E-001	-2,63419093394450E-006	4,35441696021651E-001	 6,22757362529240E-002	 0,00000000000000E+000	6,22757362529240E-002
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	-5,06286143217232E+001	-5,06286143217232E+001	1,53089266924239E-005	 4,80042211505101E-001	-2,84933728759223E-006	4,80042211505101E-001	 1,42422870273426E-001	 0,00000000000000E+000	1,42422870273426E-001
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	-5,07097903706356E+001	-5,07097903706356E+001	1,45285412696663E-005	 5,22004215642831E-001	-3,00273664180520E-006	5,22004215642831E-001	 2,30128761899821E-001	 0,00000000000000E+000	2,30128761899821E-001
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	-5,07113707190815E+001	-5,07113707190815E+001	1,54039361326158E-005	-5,17863051103656E-001	-5,17863051103656E-001	2,96473130451072E-006	-2,29717890453416E-001	-2,29717890453416E-001	0,00000000000000E+000
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	-5,07538149844271E+001	-5,07538149844271E+001	1,48692732904735E-005	-5,44266918022340E-001	-5,44266918022340E-001	3,02466745314720E-006	-2,96186997115406E-001	-2,96186997115406E-001	0,00000000000000E+000
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	-5,07827307711252E+001	-5,07827307711252E+001	1,43567560876293E-005	-5,59171107210609E-001	-5,59171107210609E-001	3,01082514345158E-006	-3,65318127432232E-001	-3,65318127432232E-001	0,00000000000000E+000
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	-5,07980873860254E+001	-5,07980873860254E+001	1,38669961728665E-005	-5,60893741477772E-001	-5,60893741477772E-001	2,91676268994195E-006	-4,35463145222995E-001	-4,35463145222995E-001	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	-5,07998541359771E+001	-5,07998541359771E+001	1,34006051949687E-005	-5,47752943633136E-001	-5,47752943633136E-001	2,73603840713637E-006	-5,04910177075343E-001	-5,04910177075343E-001	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	-5,07097497657683E+001	-5,07097497657683E+001	1,45306830539874E-005	 5,19018791098102E-001	-2,99004161073985E-006	5,19018791098102E-001	 2,30128761899938E-001	 0,00000000000000E+000	2,30128761899938E-001
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	-5,07516992579794E+001	-5,07516992579794E+001	1,39990961179702E-005	 5,45249207518640E-001	-3,04937852541124E-006	5,45249207518640E-001	 2,96732024296123E-001	 0,00000000000000E+000	2,96732024296123E-001
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	-5,07801272020642E+001	-5,07801272020642E+001	1,34900854929106E-005	 5,59968518556285E-001	-3,03445041563232E-006	5,59968518556285E-001	 3,65973795346590E-001	 0,00000000000000E+000	3,65973795346590E-001
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	-5,07950024691578E+001	-5,07950024691578E+001	1,30042438898874E-005	 5,61535707443094E-001	-2,93891285302429E-006	5,61535707443094E-001	 4,36208797017983E-001	 0,00000000000000E+000	4,36208797017983E-001
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	-5,07962939303955E+001	-5,07962939303955E+001	1,25421640199792E-005	 5,48309757411123E-001	-2,75642140920836E-006	5,48309757411123E-001	 5,05729563812398E-001	 0,00000000000000E+000	5,05729563812398E-001
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	-5,07998825479729E+001	-5,07998825479729E+001	1,34011949559713E-005	-5,42684421983302E-001	-5,42684421983302E-001	2,71812049096072E-006	-5,04910177075350E-001	-5,04910177075350E-001	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	-5,07956439640440E+001	-5,07956439640440E+001	1,31774313143887E-005	-5,24737249602316E-001	-5,24737249602316E-001	2,57252690832193E-006	-5,38329316094367E-001	-5,38329316094367E-001	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	-5,07881814690139E+001	-5,07881814690139E+001	1,29604132097952E-005	-4,92121917558540E-001	-4,92121917558540E-001	2,36750448435573E-006	-5,70200441358703E-001	-5,70200441358703E-001	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	-5,07775257312205E+001	-5,07775257312205E+001	1,27504717558364E-005	-4,43605614656218E-001	-4,43605614656218E-001	2,09961694110138E-006	-5,99527680470457E-001	-5,99527680470457E-001	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	-5,07637074190015E+001	-5,07637074190015E+001	1,25479380661579E-005	-3,77955529699595E-001	-3,77955529699595E-001	1,76542800059819E-006	-6,25290847292018E-001	-6,25290847292018E-001	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	-5,07963154971048E+001	-5,07963154971048E+001	1,25426369719113E-005	 5,43322157837421E-001	-2,73906113123887E-006	5,43322157837421E-001	 5,05729563811759E-001	 0,00000000000000E+000	5,05729563811759E-001
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	-5,07918056591944E+001	-5,07918056591944E+001	1,23212272431230E-005	 5,24935599807484E-001	-2,59057499704953E-006	5,24935599807484E-001	 5,39174121766485E-001	-9,27154991722629E-008	5,39174121766485E-001
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	-5,07840814438118E+001	-5,07840814438118E+001	1,21065954161090E-005	 4,92109629305518E-001	-2,38337639781001E-006	4,92109629305518E-001	 5,71049059765486E-001	-2,48518375924131E-007	5,71049059765486E-001
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	-5,07731782856305E+001	-5,07731782856305E+001	1,18990518962246E-005	 4,43701931042170E-001	-2,11430600951584E-006	4,43701931042170E-001	 6,00377597076545E-001	-3,89418135583888E-007	6,00377597076545E-001
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	-5,07591316193241E+001	-5,07591316193241E+001	1,16989070888252E-005	 3,78570189728085E-001	-1,78020450816255E-006	3,78570189728085E-001	 6,26160362069785E-001	-5,11446390140980E-007	6,26160362069785E-001
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	-5,07634344144461E+001	-5,07634344144461E+001	1,25478649669618E-005	-3,75243217921199E-001	-3,75243217921199E-001	1,75227900074502E-006	-6,25290847291973E-001	-6,25290847291973E-001	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	-5,06555348254962E+001	-5,06555348254962E+001	1,22133621846050E-005	-2,36127377861983E-001	-2,36127377861983E-001	1,14473542748519E-006	-6,44282465422691E-001	-6,44282465422691E-001	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	-5,05467726315083E+001	-5,05467726315083E+001	1,18822641070335E-005	-1,17699805907655E-001	-1,17699805907655E-001	6,36536603943554E-007	-6,55236968246832E-001	-6,55236968246832E-001	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	-5,04371007968078E+001	-5,04371007968078E+001	1,15546808197327E-005	-1,94638996189855E-002	-1,94638996189855E-002	2,23564422729117E-007	-6,59418774717797E-001	-6,59418774717797E-001	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	-5,03264722857198E+001	-5,03264722857198E+001	1,12307224081880E-005	 5,90769434432560E-002	-9,82992235491320E-008	5,90769434432560E-002	-6,58080628587927E-001	-6,58080628587927E-001	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	-5,07588674428973E+001	-5,07588674428973E+001	1,16989624684946E-005	 3,75190524509033E-001	-1,76385806460459E-006	3,75190524509033E-001	 6,26160362069110E-001	-5,11446369334215E-007	6,26160362069110E-001
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	-5,06505281970099E+001	-5,06505281970099E+001	1,13687915235411E-005	 2,36150130646657E-001	-1,15044730743154E-006	2,36150130646657E-001	 6,45151287663484E-001	-6,01957806521380E-007	6,45151287663484E-001
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	-5,05413313190153E+001	-5,05413313190153E+001	1,10420748318202E-005	 1,17745846388889E-001	-6,37252206660866E-007	1,17745846388889E-001	 6,56108259741154E-001	-6,57343943128145E-007	6,56108259741154E-001
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	-5,04312302399391E+001	-5,04312302399391E+001	1,07189258102242E-005	 1,94758204211985E-002	-2,20070282211566E-007	1,94758204211985E-002	 6,60292158005938E-001	-6,83631953612844E-007	6,60292158005938E-001
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	-5,03201783908070E+001	-5,03201783908070E+001	1,03994578756458E-005	-5,91617985709469E-002	-5,91617985709469E-002	1,05300945997372E-007	 6,58952086862395E-001	-6,86759466895686E-007	6,58952086862395E-001
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	-5,03260448249191E+001	-5,03260448249191E+001	1,12302280189220E-005	 6,27693149104261E-002	-1,16429795056351E-007	6,27693149104261E-002	-6,58080628588096E-001	-6,58080628588096E-001	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	-5,01512108746946E+001	-5,01512108746946E+001	1,07320776444270E-005	 1,56957491648747E-001	-4,99972990143619E-007	1,56957491648747E-001	-6,47218396578934E-001	-6,47218396578934E-001	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	-4,99719735546884E+001	-4,99719735546884E+001	1,02395527647741E-005	 2,28253336096402E-001	-7,87330803958132E-007	2,28253336096402E-001	-6,28337900279207E-001	-6,28337900279207E-001	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	-4,97883702884822E+001	-4,97883702884822E+001	9,75295892718459E-006	 2,77899519102849E-001	-9,84013952838256E-007	2,77899519102849E-001	-6,03571421509145E-001	-6,03571421509145E-001	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	-4,96004384996574E+001	-4,96004384996574E+001	9,27260167887954E-006	 3,07138711517546E-001	-1,09553315312236E-006	3,07138711517546E-001	-5,75012534970980E-001	-5,75012534970980E-001	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	-4,96000280319705E+001	-4,96000280319705E+001	9,27227618781817E-006	 3,09962696460607E-001	-1,10766816951723E-006	3,09962696460607E-001	-5,75012534970633E-001	-5,75012534970633E-001	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	-4,93942175160037E+001	-4,93942175160037E+001	8,76682783303589E-006	 3,27304147736703E-001	-1,17069004029311E-006	3,27304147736703E-001	-5,41970931686704E-001	-5,41970931686704E-001	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	-4,91817544536956E+001	-4,91817544536956E+001	8,26731568119044E-006	 3,34848518754659E-001	-1,19398043909448E-006	3,34848518754659E-001	-5,07641209538188E-001	-5,07641209538188E-001	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	-4,89627147574888E+001	-4,89627147574888E+001	7,77409002129473E-006	 3,33228408247902E-001	-1,18018548375256E-006	3,33228408247902E-001	-4,72997374886609E-001	-4,72997374886609E-001	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	-4,87371743398263E+001	-4,87371743398263E+001	7,28750114236170E-006	 3,23076414949857E-001	-1,13195129209857E-006	3,23076414949857E-001	-4,38993389686971E-001	-4,38993389686971E-001	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	-4,87367710592088E+001	-4,87367710592088E+001	7,28728684175802E-006	 3,24494405070489E-001	-1,13778471946241E-006	3,24494405070489E-001	-4,38993389687188E-001	-4,38993389687188E-001	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	-4,84885971871984E+001	-4,84885971871984E+001	6,77589266662439E-006	 3,08720347300738E-001	-1,06673784883847E-006	3,08720347300738E-001	-4,04091588440681E-001	-4,04091588440681E-001	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	-4,82313808316093E+001	-4,82313808316093E+001	6,27138721651795E-006	 2,90057287319581E-001	-9,84522831691496E-007	2,90057287319581E-001	-3,71080315178248E-001	-3,71080315178248E-001	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	-4,79652311481570E+001	-4,79652311481570E+001	5,77414098679394E-006	 2,68845624517774E-001	-8,92514570339153E-007	2,68845624517774E-001	-3,40260469888986E-001	-3,40260469888986E-001	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	-4,76902572925567E+001	-4,76902572925567E+001	5,28452447280766E-006	 2,45425758286072E-001	-7,92087967099120E-007	2,45425758286072E-001	-3,11922241300218E-001	-3,11922241300218E-001	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	-4,76898244448246E+001	-4,76898244448246E+001	5,28441747567555E-006	 2,46053545875069E-001	-7,94687712705919E-007	2,46053545875069E-001	-3,11922241300361E-001	-3,11922241300361E-001	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	-4,73864331001280E+001	-4,73864331001280E+001	4,77112797336364E-006	 2,20856417105826E-001	-6,87380745092450E-007	2,20856417105826E-001	-2,84540395862494E-001	-2,84540395862494E-001	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	-4,70712726116873E+001	-4,70712726116873E+001	4,26634491041197E-006	 1,96242609678082E-001	-5,83208735999295E-007	1,96242609678082E-001	-2,60073882735004E-001	-2,60073882735004E-001	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	-4,67444896847617E+001	-4,67444896847617E+001	3,77047262230016E-006	 1,72361292910308E-001	-4,82777959859185E-007	1,72361292910308E-001	-2,38449601082001E-001	-2,38449601082001E-001	0,00000000000000E+000
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	-4,64062310246102E+001	-4,64062310246102E+001	3,28391544450780E-006	 1,49361636120976E-001	-3,86694691104851E-007	1,49361636120976E-001	-2,19590046342106E-001	-2,19590046342106E-001	0,00000000000000E+000
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	-4,64057360729653E+001	-4,64057360729653E+001	3,28393228314655E-006	 1,49531966197403E-001	-3,87424792118680E-007	1,49531966197403E-001	-2,19590046341803E-001	-2,19590046341803E-001	0,00000000000000E+000
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	-4,60319511798237E+001	-4,60319511798237E+001	2,77601834353058E-006	 1,26802405977911E-001	-2,93144765098227E-007	1,26802405977911E-001	-2,02346860006426E-001	-2,02346860006426E-001	0,00000000000000E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	-4,56431569011294E+001	-4,56431569011294E+001	2,27908768897224E-006	 1,05944359476455E-001	-2,07447373632377E-007	1,05944359476455E-001	-1,87821568807160E-001	-1,87821568807160E-001	0,00000000000000E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	-4,52395411751500E+001	-4,52395411751500E+001	1,79357128986189E-006	 8,69854618212567E-002	-1,30441690259123E-007	8,69854618212567E-002	-1,75783084617732E-001	-1,75783084617732E-001	0,00000000000000E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	-4,48212919401532E+001	-4,48212919401532E+001	1,31990011658991E-006	 6,99533481405403E-002	-6,22367875164637E-008	6,99533481405403E-002	-1,66000080730478E-001	-1,66000080730478E-001	0,00000000000000E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	-4,48206898532977E+001	-4,48206898532977E+001	1,32005137709369E-006	 6,98824263627540E-002	-6,19963142533444E-008	6,98824263627540E-002	-1,66000080730401E-001	-1,66000080730401E-001	0,00000000000000E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	-4,43580812596127E+001	-4,43580812596127E+001	8,28938045730665E-007	 5,38784533675468E-002	 0,00000000000000E+000	5,38784533675468E-002	-1,57787191395862E-001	-1,57787191395862E-001	0,00000000000000E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	-4,38764585947499E+001	-4,38764585947499E+001	3,52283912233212E-007	 3,97652584814568E-002	 0,00000000000000E+000	3,97652584814568E-002	-1,51575004712607E-001	-1,51575004712607E-001	0,00000000000000E+000
