    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	-2,14573499150534E+002	-2,19623705671458E+002	8,48649980732420E+001	 1,01663261579980E+002	-8,55820616335291E+001	1,01663261579980E+002	 1,41167746479987E+002	-2,02120426142226E+002	2,08001716335743E+002
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	-2,15912239052951E+002	-2,21240085523050E+002	9,13920616911464E+001	 7,90830470338642E+001	-1,02774083226447E+002	9,13429742331867E+001	 1,63702253962361E+002	-1,97343942493081E+002	1,89050038689058E+002
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	-2,16584073618059E+002	-2,22186808535335E+002	9,67887287757033E+001	 5,72036468234785E+001	-1,22136119013139E+002	9,32383652569280E+001	 1,80749337677344E+002	-1,86539057159427E+002	1,82092309335945E+002
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	-2,05327866384590E+002	-2,09793321299689E+002	7,13638599585845E+001	-1,59032252815992E+002	-1,59032252815992E+002	7,27997492030073E+001	-7,30396205835475E+001	-2,34889752880946E+002	1,93785081136870E+002
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	-2,10082187918485E+002	-2,14830197746714E+002	7,84879232877575E+001	-1,30008384344171E+002	-1,30008384344171E+002	7,65097925925923E+001	-1,09046077779439E+002	-2,25325267963266E+002	1,97972678956106E+002
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	-2,12822688347288E+002	-2,17850285594080E+002	8,58387218358267E+001	-1,04918994167734E+002	-1,04918994167734E+002	8,78443652095985E+001	-1,38392300711603E+002	-2,10388373664798E+002	1,98946841986683E+002
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	-2,14199885750223E+002	-2,19504738739087E+002	9,17411616399180E+001	-8,21672818880460E+001	-9,10258959456482E+001	1,04344852018362E+002	-1,61712400370724E+002	-1,90788314960200E+002	1,93783691649207E+002
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	-2,14864298206511E+002	-2,20444711079039E+002	9,58539526130850E+001	-6,01564471064720E+001	-9,41821799523498E+001	1,22734584123995E+002	-1,79516859310987E+002	-1,79747528175760E+002	1,82691290262182E+002
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	-2,16849692243807E+002	-2,22453515301244E+002	9,96811208689658E+001	 5,67908070788535E+001	-1,18345874731392E+002	9,91130139783857E+001	 1,80749337677344E+002	-1,86539057159427E+002	1,82092309335945E+002
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	-2,18683881734938E+002	-2,24717029817559E+002	1,06718815116202E+002	 2,01359259235602E+001	-1,38629928417172E+002	9,65671265958082E+001	 1,95659307951590E+002	-1,71187692743482E+002	1,95659307951590E+002
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	-2,20390879250716E+002	-2,26861742222707E+002	1,16750018485196E+002	-1,72299520483220E+001	-1,50046255160161E+002	1,02125442808448E+002	 1,96268392673505E+002	-1,59042029460966E+002	1,96350258699817E+002
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	-2,22022253944750E+002	-2,28940105085277E+002	1,19581002706095E+002	-5,57851350353923E+001	-1,56719560321436E+002	9,52910349727621E+001	 1,82149473160068E+002	-1,59724666985468E+002	1,82828119697730E+002
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	-2,23629574970651E+002	-2,31004570973857E+002	1,15343784521667E+002	-9,60079312362500E+001	-1,64040348577569E+002	8,13635472653509E+001	 1,52814127013674E+002	-1,66070544404705E+002	1,54410943682710E+002
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	-2,15012483594390E+002	-2,20597019708420E+002	9,86633330176983E+001	-6,03226000869296E+001	-9,91939173177795E+001	1,19789403187213E+002	-1,79516859310987E+002	-1,79747528175760E+002	1,82691290262182E+002
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	-2,16822745451387E+002	-2,22821198847660E+002	1,08596505471093E+002	-2,37700429511645E+001	-9,73753698587005E+001	1,33063302977860E+002	-1,95831969617071E+002	-1,95831969617071E+002	1,68302551935827E+002
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	-2,18503403730290E+002	-2,24931555411309E+002	1,17770285619989E+002	 1,37366151993431E+001	-1,01362400031394E+002	1,45877719201025E+002	-1,97814793627261E+002	-1,97864865275984E+002	1,58843284400556E+002
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	-2,20094280783349E+002	-2,26968836564507E+002	1,19825278587582E+002	 5,23981778201768E+001	-9,42107046302636E+001	1,53484229833177E+002	-1,85034537584391E+002	-1,85710400535886E+002	1,53192464144511E+002
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	-2,21635198962814E+002	-2,28973789472394E+002	1,15495143337681E+002	 9,24154483669201E+001	-8,01831691873213E+001	1,58760985224873E+002	-1,57031863262923E+002	-1,58683774899418E+002	1,68398596349932E+002
           Plate\_4\_1	 3482	           1	-5,00000000000000E+000	-8,55000000000000E+000	-5,70262482375787E+000	-5,70262482375787E+000	0,00000000000000E+000	-3,21054916286836E+001	-3,21054916286836E+001	0,00000000000000E+000	 1,34378619343067E-013	-2,89948620668667E-013	1,34378619343067E-013
 Element 39-61 (Plate)	 3476	           2	-4,75000000000000E+000	-8,55000000000000E+000	-5,78576395146205E+000	-5,78576395146205E+000	0,00000000000000E+000	-3,05407431958266E+001	-3,05407431958266E+001	0,00000000000000E+000	-7,83263531440554E+000	-7,83263531440554E+000	0,00000000000000E+000
      (Permanent Wall)	 3477	           3	-4,50000000000000E+000	-8,55000000000000E+000	-5,80628765579048E+000	-5,80628765579048E+000	0,00000000000000E+000	-2,88786121022637E+001	-2,88786121022637E+001	0,00000000000000E+000	-1,52610544961766E+001	-1,52610544961766E+001	0,00000000000000E+000
                      	 3478	           4	-4,25000000000000E+000	-8,55000000000000E+000	-5,79147936730563E+000	-5,79147936730563E+000	0,00000000000000E+000	-2,71931521600602E+001	-2,71931521600602E+001	0,00000000000000E+000	-2,22733353838811E+001	-2,22733353838811E+001	0,00000000000000E+000
                      	 3498	           5	-4,00000000000000E+000	-8,55000000000000E+000	-5,76862251656998E+000	-5,76862251656998E+000	0,00000000000000E+000	-2,55584171812816E+001	-2,55584171812816E+001	0,00000000000000E+000	-2,88630616059663E+001	-2,88630616059663E+001	0,00000000000000E+000
           Plate\_4\_1	 3498	           1	-4,00000000000000E+000	-8,55000000000000E+000	-5,75361329480617E+000	-5,75361329480617E+000	0,00000000000000E+000	-2,55400468405581E+001	-2,55400468405581E+001	0,00000000000000E+000	-2,88630616059661E+001	-2,88630616059661E+001	0,00000000000000E+000
 Element 39-62 (Plate)	 3492	           2	-3,75000000000000E+000	-8,55000000000000E+000	-5,82067552063878E+000	-5,82067552063878E+000	0,00000000000000E+000	-2,40000454046794E+001	-2,40000454046794E+001	0,00000000000000E+000	-3,50593042389150E+001	-3,50593042389150E+001	0,00000000000000E+000
      (Permanent Wall)	 3493	           3	-3,50000000000000E+000	-8,55000000000000E+000	-5,84043195099371E+000	-5,84043195099371E+000	0,00000000000000E+000	-2,23387228869437E+001	-2,23387228869437E+001	0,00000000000000E+000	-4,08511073091214E+001	-4,08511073091214E+001	0,00000000000000E+000
                      	 3494	           4	-3,25000000000000E+000	-8,55000000000000E+000	-5,82494616869381E+000	-5,82494616869381E+000	0,00000000000000E+000	-2,06767141200065E+001	-2,06767141200065E+001	0,00000000000000E+000	-4,62311898575908E+001	-4,62311898575908E+001	0,00000000000000E+000
                      	 3514	           5	-3,00000000000000E+000	-8,55000000000000E+000	-5,78628175656197E+000	-5,78628175656197E+000	0,00000000000000E+000	-1,91346539365233E+001	-1,91346539365233E+001	0,00000000000000E+000	-5,12013270543170E+001	-5,12013270543170E+001	0,00000000000000E+000
           Plate\_4\_1	 3514	           1	-3,00000000000000E+000	-8,55000000000000E+000	-5,77378366801871E+000	-5,77378366801871E+000	0,00000000000000E+000	-1,90914231458896E+001	-1,90914231458896E+001	0,00000000000000E+000	-5,12013270543170E+001	-5,12013270543170E+001	0,00000000000000E+000
 Element 39-63 (Plate)	 3508	           2	-2,75000000000000E+000	-8,55000000000000E+000	-5,83852609884871E+000	-5,83852609884871E+000	0,00000000000000E+000	-1,75283105282678E+001	-1,75283105282678E+001	0,00000000000000E+000	-5,57832315389882E+001	-5,57832315389882E+001	0,00000000000000E+000
      (Permanent Wall)	 3509	           3	-2,50000000000000E+000	-8,55000000000000E+000	-5,84839330031131E+000	-5,84839330031131E+000	0,00000000000000E+000	-1,58534411908334E+001	-1,58534411908334E+001	0,00000000000000E+000	-5,99539468951062E+001	-5,99539468951062E+001	0,00000000000000E+000
                      	 3510	           4	-2,25000000000000E+000	-8,55000000000000E+000	-5,83506092867803E+000	-5,83506092867803E+000	0,00000000000000E+000	-1,42122607577057E+001	-1,42122607577057E+001	0,00000000000000E+000	-6,37145899634153E+001	-6,37145899634153E+001	0,00000000000000E+000
                      	 4104	           5	-2,00000000000000E+000	-8,55000000000000E+000	-5,83020464022037E+000	-5,83020464022037E+000	0,00000000000000E+000	-1,27502148530038E+001	-1,27502148530038E+001	0,00000000000000E+000	-6,70772245262019E+001	-6,70772245262019E+001	0,00000000000000E+000
           Plate\_4\_1	 4104	           1	-2,00000000000000E+000	-8,55000000000000E+000	-5,81856368247382E+000	-5,81856368247382E+000	0,00000000000000E+000	-1,25771612983090E+001	-1,25771612983090E+001	0,00000000000000E+000	-6,70772245262013E+001	-6,70772245262013E+001	0,00000000000000E+000
 Element 39-64 (Plate)	 4098	           2	-1,75000000000000E+000	-8,55000000000000E+000	-5,84841883420470E+000	-5,84841883420470E+000	0,00000000000000E+000	-1,10693719452649E+001	-1,10693719452649E+001	0,00000000000000E+000	-7,00360672646904E+001	-7,00360672646904E+001	0,00000000000000E+000
      (Permanent Wall)	 4099	           3	-1,50000000000000E+000	-8,55000000000000E+000	-5,86142896333050E+000	-5,86142896333050E+000	0,00000000000000E+000	-9,46861805435646E+000	-9,46861805435646E+000	0,00000000000000E+000	-7,26028754564085E+001	-7,26028754564085E+001	0,00000000000000E+000
                      	 4100	           4	-1,25000000000000E+000	-8,55000000000000E+000	-5,85688266518468E+000	-5,85688266518468E+000	0,00000000000000E+000	-7,85535819705863E+000	-7,85535819705863E+000	0,00000000000000E+000	-7,47704288266964E+001	-7,47704288266964E+001	0,00000000000000E+000
                      	 4114	           5	-9,99999999999999E-001	-8,55000000000000E+000	-5,83406853510070E+000	-5,83406853510070E+000	0,00000000000000E+000	-6,31005094484648E+000	-6,31005094484648E+000	0,00000000000000E+000	-7,65375063790143E+001	-7,65375063790143E+001	0,00000000000000E+000
           Plate\_4\_1	 4114	           1	-9,99999999999999E-001	-8,55000000000000E+000	-5,83391414492286E+000	-5,83391414492286E+000	0,00000000000000E+000	-6,25780628013064E+000	-6,25780628013064E+000	0,00000000000000E+000	-7,65375063790145E+001	-7,65375063790145E+001	0,00000000000000E+000
 Element 39-65 (Plate)	 3990	           2	-7,49999999999999E-001	-8,55000000000000E+000	-5,85720261865185E+000	-5,85720261865185E+000	0,00000000000000E+000	-4,72398312572100E+000	-4,72398312572100E+000	0,00000000000000E+000	-7,79117749501475E+001	-7,79117749501475E+001	0,00000000000000E+000
      (Permanent Wall)	 3991	           3	-4,99999999999999E-001	-8,55000000000000E+000	-5,86618930475687E+000	-5,86618930475687E+000	0,00000000000000E+000	-3,14636704913083E+000	-3,14636704913083E+000	0,00000000000000E+000	-7,88951110379306E+001	-7,88951110379306E+001	0,00000000000000E+000
                      	 3992	           4	-2,49999999999999E-001	-8,55000000000000E+000	-5,86104072717145E+000	-5,86104072717145E+000	0,00000000000000E+000	-1,56700059253117E+000	-1,56700059253117E+000	0,00000000000000E+000	-7,94851762639214E+001	-7,94851762639214E+001	0,00000000000000E+000
                      	 4598	           5	 8,88178419700125E-016	-8,55000000000000E+000	-5,84192340982907E+000	-5,84192340982907E+000	0,00000000000000E+000	-2,79262980930506E-002	-2,79262980930506E-002	0,00000000000000E+000	-7,96827066634119E+001	-7,96827066634119E+001	0,00000000000000E+000
           Plate\_4\_1	 4598	           1	 8,88178419700125E-016	-8,55000000000000E+000	-5,84187133037955E+000	-5,84187133037955E+000	0,00000000000000E+000	 2,34769948472029E-002	 0,00000000000000E+000	2,34769948472029E-002	-7,96827066634121E+001	-7,96827066634121E+001	0,00000000000000E+000
 Element 39-66 (Plate)	 4599	           2	 2,50000000000002E-001	-8,55000000000000E+000	-5,86178306528183E+000	-5,86178306528183E+000	0,00000000000000E+000	 1,56241876567050E+000	 0,00000000000000E+000	1,56241876567050E+000	-7,94863450634050E+001	-7,94863450634050E+001	0,00000000000000E+000
      (Permanent Wall)	 4600	           3	 5,00000000000000E-001	-8,55000000000000E+000	-5,86787062697507E+000	-5,86787062697507E+000	0,00000000000000E+000	 3,14261963619487E+000	 0,00000000000000E+000	3,14261963619487E+000	-7,88973079602344E+001	-7,88973079602344E+001	0,00000000000000E+000
                      	 4601	           4	 7,50000000000001E-001	-8,55000000000000E+000	-5,85959917775775E+000	-5,85959917775775E+000	0,00000000000000E+000	 4,72110272240101E+000	 0,00000000000000E+000	4,72110272240101E+000	-7,79148151742814E+001	-7,79148151742814E+001	0,00000000000000E+000
                      	 5202	           5	 1,00000000000000E+000	-8,55000000000000E+000	-5,83643387992835E+000	-5,83643387992835E+000	0,00000000000000E+000	 6,25489114026962E+000	 0,00000000000000E+000	6,25489114026962E+000	-7,65412320643809E+001	-7,65412320643809E+001	0,00000000000000E+000
           Plate\_4\_1	 5202	           1	 1,00000000000000E+000	-8,55000000000000E+000	-5,83671139441871E+000	-5,83671139441871E+000	0,00000000000000E+000	 6,30714660945232E+000	 0,00000000000000E+000	6,30714660945232E+000	-7,65412320643807E+001	-7,65412320643807E+001	0,00000000000000E+000
 Element 39-67 (Plate)	 5203	           2	 1,25000000000000E+000	-8,55000000000000E+000	-5,86041732724503E+000	-5,86041732724503E+000	0,00000000000000E+000	 7,85293896196784E+000	 0,00000000000000E+000	7,85293896196784E+000	-7,47748549495670E+001	-7,47748549495670E+001	0,00000000000000E+000
      (Permanent Wall)	 5204	           3	 1,50000000000000E+000	-8,55000000000000E+000	-5,86567361052033E+000	-5,86567361052033E+000	0,00000000000000E+000	 9,46737416498370E+000	 0,00000000000000E+000	9,46737416498370E+000	-7,26077393164749E+001	-7,26077393164749E+001	0,00000000000000E+000
                      	 5205	           4	 1,75000000000000E+000	-8,55000000000000E+000	-5,85318087433380E+000	-5,85318087433380E+000	0,00000000000000E+000	 1,10690257236159E+001	 0,00000000000000E+000	1,10690257236159E+001	-7,00411386033668E+001	-7,00411386033668E+001	0,00000000000000E+000
                      	 5394	           5	 2,00000000000000E+000	-8,55000000000000E+000	-5,82363974877465E+000	-5,82363974877465E+000	0,00000000000000E+000	 1,25764671429805E+001	 0,00000000000000E+000	1,25764671429805E+001	-6,70823791949706E+001	-6,70823791949706E+001	0,00000000000000E+000
           Plate\_4\_1	 5394	           1	 2,00000000000000E+000	-8,55000000000000E+000	-5,83508553275168E+000	-5,83508553275168E+000	0,00000000000000E+000	 1,27497404102483E+001	 0,00000000000000E+000	1,27497404102483E+001	-6,70823791949708E+001	-6,70823791949708E+001	0,00000000000000E+000
 Element 39-68 (Plate)	 5388	           2	 2,25000000000000E+000	-8,55000000000000E+000	-5,84083500732677E+000	-5,84083500732677E+000	0,00000000000000E+000	 1,42122291988005E+001	 0,00000000000000E+000	1,42122291988005E+001	-6,37198229756210E+001	-6,37198229756210E+001	0,00000000000000E+000
      (Permanent Wall)	 5389	           3	 2,50000000000000E+000	-8,55000000000000E+000	-5,85458510519135E+000	-5,85458510519135E+000	0,00000000000000E+000	 1,58541195305712E+001	 0,00000000000000E+000	1,58541195305712E+001	-5,99590886822874E+001	-5,99590886822874E+001	0,00000000000000E+000
                      	 5390	           4	 2,75000000000000E+000	-8,55000000000000E+000	-5,84506224749766E+000	-5,84506224749766E+000	0,00000000000000E+000	 1,75295211850026E+001	 0,00000000000000E+000	1,75295211850026E+001	-5,57881400934486E+001	-5,57881400934486E+001	0,00000000000000E+000
                      	 6340	           5	 3,00000000000000E+000	-8,55000000000000E+000	-5,78099285539794E+000	-5,78099285539794E+000	0,00000000000000E+000	 1,90925439415366E+001	 0,00000000000000E+000	1,90925439415366E+001	-5,12059217553594E+001	-5,12059217553594E+001	0,00000000000000E+000
           Plate\_4\_1	 6340	           1	 3,00000000000000E+000	-8,55000000000000E+000	-5,79336224741983E+000	-5,79336224741983E+000	0,00000000000000E+000	 1,91358919091461E+001	 0,00000000000000E+000	1,91358919091461E+001	-5,12059217553594E+001	-5,12059217553594E+001	0,00000000000000E+000
 Element 39-69 (Plate)	 6341	           2	 3,25000000000000E+000	-8,55000000000000E+000	-5,83253673152163E+000	-5,83253673152163E+000	0,00000000000000E+000	 2,06783276880998E+001	 0,00000000000000E+000	2,06783276880998E+001	-4,62354088544324E+001	-4,62354088544324E+001	0,00000000000000E+000
      (Permanent Wall)	 6342	           3	 3,50000000000000E+000	-8,55000000000000E+000	-5,84845537908906E+000	-5,84845537908906E+000	0,00000000000000E+000	 2,23403225306604E+001	 0,00000000000000E+000	2,23403225306604E+001	-4,08549351742938E+001	-4,08549351742938E+001	0,00000000000000E+000
                      	 6343	           4	 3,75000000000000E+000	-8,55000000000000E+000	-5,82906805446944E+000	-5,82906805446944E+000	0,00000000000000E+000	 2,40017659709039E+001	 0,00000000000000E+000	2,40017659709039E+001	-3,50627119978565E+001	-3,50627119978565E+001	0,00000000000000E+000
                      	 7442	           5	 4,00000000000000E+000	-8,55000000000000E+000	-5,76232462201005E+000	-5,76232462201005E+000	0,00000000000000E+000	 2,55425475429063E+001	 0,00000000000000E+000	2,55425475429063E+001	-2,88659667773287E+001	-2,88659667773287E+001	0,00000000000000E+000
           Plate\_4\_1	 7442	           1	 4,00000000000000E+000	-8,55000000000000E+000	-5,77735625667629E+000	-5,77735625667629E+000	0,00000000000000E+000	 2,55605079940281E+001	 0,00000000000000E+000	2,55605079940281E+001	-2,88659667773291E+001	-2,88659667773291E+001	0,00000000000000E+000
 Element 39-70 (Plate)	 7446	           2	 4,25000000000000E+000	-8,55000000000000E+000	-5,80049099794193E+000	-5,80049099794193E+000	0,00000000000000E+000	 2,71957912810493E+001	 0,00000000000000E+000	2,71957912810493E+001	-2,22756312913726E+001	-2,22756312913726E+001	0,00000000000000E+000
      (Permanent Wall)	 7447	           3	 4,50000000000000E+000	-8,55000000000000E+000	-5,81561379839037E+000	-5,81561379839037E+000	0,00000000000000E+000	 2,88814333695335E+001	 0,00000000000000E+000	2,88814333695335E+001	-1,52626776300394E+001	-1,52626776300394E+001	0,00000000000000E+000
                      	 7448	           4	 4,75000000000000E+000	-8,55000000000000E+000	-5,79534205444526E+000	-5,79534205444526E+000	0,00000000000000E+000	 3,05438724822660E+001	 0,00000000000000E+000	3,05438724822660E+001	-7,83350977848947E+000	-7,83350977848947E+000	0,00000000000000E+000
                      	 8661	           5	 5,00000000000000E+000	-8,55000000000000E+000	-5,71229316253026E+000	-5,71229316253026E+000	0,00000000000000E+000	 3,21095468420323E+001	 0,00000000000000E+000	3,21095468420323E+001	-4,75175454539567E-014	-2,00395255944841E-013	0,00000000000000E+000
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	-2,23592376336884E+002	-2,30984719418889E+002	1,17269508616524E+002	-9,02210048336180E+001	-1,59736830956683E+002	8,18760271926384E+001	 1,52814127013674E+002	-1,66070544404705E+002	1,54410943682710E+002
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	-2,24375745555155E+002	-2,31929392585288E+002	1,16448606644791E+002	-1,08703798690922E+002	-1,61807879806746E+002	7,78975431931376E+001	 1,35407521048615E+002	-1,74918404786811E+002	1,36572186519811E+002
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	-2,25177477718877E+002	-2,32858348539197E+002	1,15524505450205E+002	-1,27088896956503E+002	-1,59682119916530E+002	7,55197346303934E+001	 1,14774836802276E+002	-1,86116198703231E+002	1,15542343911242E+002
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	-2,25991202376797E+002	-2,33776915071657E+002	1,14501595262573E+002	-1,45622402143487E+002	-1,64120596284249E+002	7,52568536193603E+001	 9,09074747474481E+001	-1,98617782957106E+002	9,12928949758594E+001
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	-2,26810549077667E+002	-2,34690419973710E+002	1,13384266311700E+002	-1,64550416765002E+002	-1,72228742990214E+002	7,46280252233169E+001	 6,37826517962500E+001	-2,11677926199540E+002	6,37942743702820E+001
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	-2,21625402409443E+002	-2,28978024003436E+002	1,17323309642236E+002	 8,65328902341416E+001	-8,16974612075419E+001	1,62059385931183E+002	-1,57031863262923E+002	-1,58683774899417E+002	1,68398596349932E+002
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	-2,22374094300284E+002	-2,29888992811298E+002	1,16447667591736E+002	 1,05075670627774E+002	-7,78890147700285E+001	1,62887012460755E+002	-1,40264904045180E+002	-1,41478132990076E+002	1,71895960559638E+002
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	-2,23155494844471E+002	-2,30797515006447E+002	1,15476278230088E+002	 1,23438682831622E+002	-7,64462375811863E+001	1,59381053952718E+002	-1,20266661360653E+002	-1,21088363029547E+002	1,78953369603298E+002
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	-2,23958175565780E+002	-2,31703860700544E+002	1,14414091313685E+002	 1,41813465255050E+002	-7,47245788365665E+001	1,59878588724527E+002	-9,70506941319394E+001	-9,74829572605694E+001	1,94580774889221E+002
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	-2,24770707987988E+002	-2,32608300005249E+002	1,13266056598924E+002	 1,60391556307423E+002	-7,21494546722390E+001	1,71280289219935E+002	-7,06192932425321E+001	-7,06299279347917E+001	2,07910446789805E+002
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	-2,25955777575865E+002	-2,33972538548195E+002	1,13391359626263E+002	-1,63175558542646E+002	-1,70407276986536E+002	7,48432800239556E+001	 6,37826517962503E+001	-2,11677926199540E+002	6,37942743702820E+001
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	-2,24709366676176E+002	-2,32255527799855E+002	1,12551520917759E+002	-1,73067746456883E+002	-1,74433702175844E+002	7,47569544994420E+001	 4,27141302636728E+001	-2,19741929696281E+002	4,27141302636728E+001
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	-2,21597500801503E+002	-2,28698168107433E+002	1,11681623214112E+002	-1,78998492775197E+002	-1,80000655375634E+002	7,59470344142221E+001	 2,06918837277664E+001	-2,26067761270838E+002	2,06918837277664E+001
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	-2,17365394083087E+002	-2,24045998666162E+002	1,10783336681004E+002	-1,82560106278630E+002	-1,83384778393781E+002	7,79846113872855E+001	-1,94717418021321E+000	-2,30475144777759E+002	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	-2,12758260652174E+002	-2,19044558671271E+002	1,09858331484115E+002	-1,85344895748226E+002	-1,86138097282506E+002	8,15646050579758E+001	-2,49269887339422E+001	-2,33225382482652E+002	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	-2,24034411865947E+002	-2,32006349738998E+002	1,13273237665146E+002	 1,59101123371738E+002	-7,27689078214263E+001	1,71253795089809E+002	-7,06192932425321E+001	-7,06299279347917E+001	2,07910446789805E+002
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	-2,22360591318222E+002	-2,29851521081865E+002	1,12417114355140E+002	 1,68164824618495E+002	-7,21234326319954E+001	1,73505767728793E+002	-5,01330814771058E+001	-5,01330814771058E+001	2,15368344105123E+002
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	-2,19295986546433E+002	-2,26334815405745E+002	1,11534589937972E+002	 1,74411355178708E+002	-7,54407112428196E+001	1,76553522889796E+002	-2,87002707032051E+001	-2,87002707032051E+001	2,20965125027327E+002
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	-2,15198818100039E+002	-2,21816397933297E+002	1,10627318057381E+002	 1,78551472458042E+002	-7,90612650511014E+001	1,79425824220248E+002	-6,60788570586843E+000	-6,60788570586843E+000	2,24949701568659E+002
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	-2,10427306528503E+002	-2,16656433887182E+002	1,09696952357104E+002	 1,81295933862163E+002	-8,02125977954567E+001	1,81851544521930E+002	 1,58843400147130E+001	 0,00000000000000E+000	2,26728614120705E+002
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	-2,12672748759432E+002	-2,18956804199299E+002	1,09860898149303E+002	-1,85430377211565E+002	-1,85957031650734E+002	8,14265224357124E+001	-2,49269887339420E+001	-2,33225382482652E+002	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	-2,10241179431572E+002	-2,16337514477358E+002	1,09392328651284E+002	-1,86575892475195E+002	-1,87090420044264E+002	8,31749531587568E+001	-3,65572598199352E+001	-2,34090033852744E+002	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	-2,07555717104770E+002	-2,13468908113894E+002	1,08921276057643E+002	-1,87163482050789E+002	-1,87661451476529E+002	8,48192535860156E+001	-4,82341242914023E+001	-2,34506900449841E+002	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	-2,05044314308181E+002	-2,10780267593728E+002	1,08448459973797E+002	-1,88100911967876E+002	-1,88577805294710E+002	8,59859367879633E+001	-5,99653863742447E+001	-2,36023353856136E+002	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	-2,03134923570958E+002	-2,08700875401683E+002	1,07974600005162E+002	-1,90295948255985E+002	-1,90747160845991E+002	8,66548291272545E+001	-7,17761582117865E+001	-2,39851276879260E+002	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	-2,10915285382782E+002	-2,17147409421174E+002	1,09699597265509E+002	 1,82313512052670E+002	-8,08931962740169E+001	1,82893610408580E+002	 1,58843400147138E+001	 0,00000000000000E+000	2,26728614120705E+002
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	-2,07880147403316E+002	-2,13920792571015E+002	1,09229394766796E+002	 1,82402097666742E+002	-8,17795871662659E+001	1,82752887335426E+002	 2,72874634246298E+001	-9,27154991722629E-008	2,26635553578647E+002
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	-2,04598260007104E+002	-2,10455367880837E+002	1,08757414402578E+002	 1,81829407969116E+002	-8,26368007241192E+001	1,82065856632123E+002	 3,86675154720982E+001	-2,48518375924131E-007	2,26174104787997E+002
