    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
           Plate\_2\_8	10488	           1	 7,50000000000000E+000	-5,55000000000000E+000	-1,95924693935917E+002	-1,95924693935917E+002	5,66967826282475E+001	 7,85120068242838E+001	-8,46420321853521E+001	8,77883333160877E+001	-1,23367841487440E+002	-2,39013132061417E+002	1,74026869363399E+002
 Element 30-52 (Plate)	10489	           2	 7,50000000000000E+000	-5,66250000000000E+000	-1,99604924413139E+002	-1,99604924413139E+002	5,99313242758039E+001	 9,38797096038384E+001	-8,41558172126200E+001	9,38797096038384E+001	-1,13680605350344E+002	-2,39532618851247E+002	1,80141370259221E+002
                (ERSS)	10490	           3	 7,50000000000000E+000	-5,77500000000000E+000	-2,03602955590853E+002	-2,03602955590853E+002	6,30094261379074E+001	 1,10034962534819E+002	-8,68605936350465E+001	1,10034962534819E+002	-1,02214771247442E+002	-2,39025727423230E+002	1,85458289405881E+002
                      	10491	           4	 7,50000000000000E+000	-5,88750000000000E+000	-2,07923481036267E+002	-2,07923481036267E+002	6,70297100734868E+001	 1,26982364834743E+002	-8,74334003962059E+001	1,26982364834743E+002	-8,88873274127297E+001	-2,37481571414695E+002	1,90011332004985E+002
                      	10492	           5	 7,50000000000000E+000	-6,00000000000000E+000	-2,12571194316588E+002	-2,12571194316588E+002	7,06349787586906E+001	 1,44726515721126E+002	-8,84947299214520E+001	1,44726515721126E+002	-7,36144951576939E+001	-2,34889752880946E+002	1,93785081136870E+002
           Plate\_1\_9	  881	           1	-7,50000000000000E+000	-6,00000000000000E+000	-2,12039345475901E+002	-2,12039345475901E+002	7,16175285529978E+001	 1,52956154753885E+002	-7,14450665845569E+001	1,52956154753885E+002	 7,82377170165038E+001	-1,94566135252983E+002	2,34005250954157E+002
 Element 31-53 (Plate)	  884	           2	-7,50000000000000E+000	-6,25000000000000E+000	-2,16752011486945E+002	-2,16752011486945E+002	7,81716619025902E+001	 1,25143968460641E+002	-7,56841860236385E+001	1,25143968460641E+002	 1,12895884052650E+002	-2,00485677741123E+002	2,23674813612073E+002
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	-2,19623705671458E+002	-2,19623705671458E+002	8,48649980732420E+001	 1,00725128217005E+002	-8,55820616335291E+001	1,00725128217005E+002	 1,41108009135213E+002	-2,02120426142226E+002	2,08001716335743E+002
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	-2,21240085523050E+002	-2,21240085523050E+002	9,13920616911464E+001	 7,84631238581539E+001	-1,02774083226447E+002	9,13429742331867E+001	 1,63449726990250E+002	-1,97343942493081E+002	1,89050038689058E+002
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	-2,22186808535335E+002	-2,22186808535335E+002	9,67887287757033E+001	 5,71214452192604E+001	-1,22136119013139E+002	9,32383652569280E+001	 1,80400544494094E+002	-1,86539057159427E+002	1,82092309335945E+002
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	-2,09793321299689E+002	-2,09793321299689E+002	7,13638599585845E+001	-1,57303107912154E+002	-1,57303107912154E+002	7,27997492030073E+001	-7,36144951576939E+001	-2,34889752880946E+002	1,93785081136870E+002
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	-2,14830197746714E+002	-2,14830197746714E+002	7,84879232877575E+001	-1,28777278363032E+002	-1,28777278363032E+002	7,65097925925923E+001	-1,09259223454821E+002	-2,25325267963266E+002	1,97972678956106E+002
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	-2,17850285594080E+002	-2,17850285594080E+002	8,58387218358267E+001	-1,04018474990605E+002	-1,04018474990605E+002	8,78443652095985E+001	-1,38334536881702E+002	-2,10388373664798E+002	1,98946841986683E+002
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	-2,19504738739087E+002	-2,19504738739087E+002	9,17411616399180E+001	-8,16512026394330E+001	-9,10258959456482E+001	1,04344852018362E+002	-1,61479667744738E+002	-1,90788314960200E+002	1,93783691649207E+002
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	-2,20444711079039E+002	-2,20444711079039E+002	9,58539526130850E+001	-6,02999661540796E+001	-9,41821799523498E+001	1,22734584123995E+002	-1,79227112013789E+002	-1,79747528175760E+002	1,82691290262182E+002
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	-2,22453515301244E+002	-2,22453515301244E+002	9,96811208689658E+001	 5,65429396748466E+001	-1,18345874731392E+002	9,91130139783857E+001	 1,80400544494094E+002	-1,86539057159427E+002	1,82092309335945E+002
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	-2,24717029817559E+002	-2,24717029817559E+002	1,06718815116202E+002	 2,07509548751502E+001	-1,38629928417172E+002	9,65671265958082E+001	 1,95403920714021E+002	-1,71187692743482E+002	1,95403920714021E+002
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	-2,26861742222707E+002	-2,26861742222707E+002	1,16750018485196E+002	-1,60417800162494E+001	-1,50046255160161E+002	1,02125442808448E+002	 1,96350258699817E+002	-1,59042029460966E+002	1,96350258699817E+002
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	-2,28940105085277E+002	-2,28940105085277E+002	1,19581002706095E+002	-5,39232163402381E+001	-1,56719560321436E+002	9,52910349727621E+001	 1,82828119697730E+002	-1,59724666985468E+002	1,82828119697730E+002
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	-2,31004570973857E+002	-2,31004570973857E+002	1,15343784521667E+002	-9,29813054377020E+001	-1,64040348577569E+002	8,13635472653509E+001	 1,54410943682710E+002	-1,66070544404705E+002	1,54410943682710E+002
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	-2,20597019708420E+002	-2,20597019708420E+002	9,86633330176983E+001	-5,99688152071361E+001	-9,91939173177795E+001	1,19789403187213E+002	-1,79227112013789E+002	-1,79747528175760E+002	1,82691290262182E+002
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	-2,22821198847660E+002	-2,22821198847660E+002	1,08596505471093E+002	-2,42220179997691E+001	-9,73753698587005E+001	1,33063302977860E+002	-1,95567660663013E+002	-1,95567660663013E+002	1,68302551935827E+002
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	-2,24931555411309E+002	-2,24931555411309E+002	1,17770285619989E+002	 1,25370386811038E+001	-1,01362400031394E+002	1,45877719201025E+002	-1,97864865275984E+002	-1,97864865275984E+002	1,58843284400556E+002
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	-2,26968836564507E+002	-2,26968836564507E+002	1,19825278587582E+002	 5,03713292339545E+001	-9,42107046302636E+001	1,53484229833177E+002	-1,85710400535886E+002	-1,85710400535886E+002	1,53192464144511E+002
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	-2,28973789472394E+002	-2,28973789472394E+002	1,15495143337681E+002	 8,93438280572543E+001	-8,01831691873213E+001	1,58760985224873E+002	-1,58683774899418E+002	-1,58683774899418E+002	1,68398596349932E+002
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	-2,30984719418889E+002	-2,30984719418889E+002	1,17269508616524E+002	-9,29485901679203E+001	-1,59736830956683E+002	8,18760271926384E+001	 1,54410943682710E+002	-1,66070544404705E+002	1,54410943682710E+002
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	-2,31929392585288E+002	-2,31929392585288E+002	1,16448606644791E+002	-1,11012306417793E+002	-1,61807879806746E+002	7,78975431931376E+001	 1,36572186519811E+002	-1,74918404786811E+002	1,36572186519811E+002
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	-2,32858348539197E+002	-2,32858348539197E+002	1,15524505450205E+002	-1,29301920958307E+002	-1,59682119916530E+002	7,55197346303934E+001	 1,15542343911242E+002	-1,86116198703231E+002	1,15542343911242E+002
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	-2,33776915071657E+002	-2,33776915071657E+002	1,14501595262573E+002	-1,47817261195038E+002	-1,64120596284249E+002	7,52568536193603E+001	 9,12928949758594E+001	-1,98617782957106E+002	9,12928949758594E+001
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	-2,34690419973710E+002	-2,34690419973710E+002	1,13384266311700E+002	-1,66558154533562E+002	-1,72228742990214E+002	7,46280252233169E+001	 6,37942743702820E+001	-2,11677926199540E+002	6,37942743702820E+001
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	-2,28978024003436E+002	-2,28978024003436E+002	1,17323309642236E+002	 8,93591957745180E+001	-8,16974612075419E+001	1,62059385931183E+002	-1,58683774899417E+002	-1,58683774899417E+002	1,68398596349932E+002
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	-2,29888992811298E+002	-2,29888992811298E+002	1,16447667591736E+002	 1,07370277028375E+002	-7,78890147700285E+001	1,62887012460755E+002	-1,41478132990076E+002	-1,41478132990076E+002	1,71895960559638E+002
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	-2,30797515006447E+002	-2,30797515006447E+002	1,15476278230088E+002	 1,25631575017727E+002	-7,64462375811863E+001	1,59381053952718E+002	-1,21088363029547E+002	-1,21088363029547E+002	1,78953369603298E+002
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	-2,31703860700544E+002	-2,31703860700544E+002	1,14414091313685E+002	 1,44132357271054E+002	-7,47245788365665E+001	1,59878588724527E+002	-9,74829572605694E+001	-9,74829572605694E+001	1,94580774889221E+002
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	-2,32608300005249E+002	-2,32608300005249E+002	1,13266056598924E+002	 1,62861891316838E+002	-7,21494546722390E+001	1,71280289219935E+002	-7,06299279347917E+001	-7,06299279347917E+001	2,07910446789805E+002
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	-2,33972538548195E+002	-2,33972538548195E+002	1,13391359626263E+002	-1,65035764938691E+002	-1,70407276986536E+002	7,48432800239556E+001	 6,37942743702820E+001	-2,11677926199540E+002	6,37942743702820E+001
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	-2,32255527799855E+002	-2,32255527799855E+002	1,12551520917759E+002	-1,74409670224970E+002	-1,74433702175844E+002	7,47569544994420E+001	 4,25276913012222E+001	-2,19741929696281E+002	4,25276913012222E+001
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	-2,28698168107433E+002	-2,28698168107433E+002	1,11681623214112E+002	-1,80000655375634E+002	-1,80000655375634E+002	7,59470344142221E+001	 2,03604857978791E+001	-2,26067761270838E+002	2,03604857978791E+001
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	-2,24045998666162E+002	-2,24045998666162E+002	1,10783336681004E+002	-1,83384778393781E+002	-1,83384778393781E+002	7,79846113872855E+001	-2,39096933558442E+000	-2,30475144777759E+002	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	-2,19044558671271E+002	-2,19044558671271E+002	1,09858331484115E+002	-1,86138097282506E+002	-1,86138097282506E+002	8,15646050579758E+001	-2,54705304902042E+001	-2,33225382482652E+002	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	-2,32006349738998E+002	-2,32006349738998E+002	1,13273237665146E+002	 1,61592269330252E+002	-7,27689078214263E+001	1,71253795089809E+002	-7,06299279347917E+001	-7,06299279347917E+001	2,07910446789805E+002
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	-2,29851521081865E+002	-2,29851521081865E+002	1,12417114355140E+002	 1,70047490717336E+002	-7,21234326319954E+001	1,73505767728793E+002	-4,98705554153656E+001	-4,98705554153656E+001	2,15368344105123E+002
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	-2,26334815405745E+002	-2,26334815405745E+002	1,11534589937972E+002	 1,75741574316359E+002	-7,54407112428196E+001	1,76553522889796E+002	-2,82382176944465E+001	-2,82382176944465E+001	2,20965125027327E+002
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	-2,21816397933297E+002	-2,21816397933297E+002	1,10627318057381E+002	 1,79425824220248E+002	-7,90612650511014E+001	1,79425824220248E+002	-6,00870601918041E+000	-6,00870601918041E+000	2,24949701568659E+002
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	-2,16656433887182E+002	-2,16656433887182E+002	1,09696952357104E+002	 1,81851544521930E+002	-8,02125977954567E+001	1,81851544521930E+002	 1,65710038028215E+001	 0,00000000000000E+000	2,26728614120705E+002
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	-2,18956804199299E+002	-2,18956804199299E+002	1,09860898149303E+002	-1,85957031650734E+002	-1,85957031650734E+002	8,14265224357124E+001	-2,54705304902042E+001	-2,33225382482652E+002	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	-2,16337514477358E+002	-2,16337514477358E+002	1,09392328651284E+002	-1,87090420044264E+002	-1,87090420044264E+002	8,31749531587568E+001	-3,71333537022261E+001	-2,34090033852744E+002	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	-2,13468908113894E+002	-2,13468908113894E+002	1,08921276057643E+002	-1,87661451476529E+002	-1,87661451476529E+002	8,48192535860156E+001	-4,88418896259520E+001	-2,34506900449841E+002	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	-2,10780267593728E+002	-2,10780267593728E+002	1,08448459973797E+002	-1,88577805294710E+002	-1,88577805294710E+002	8,59859367879633E+001	-6,06036467469248E+001	-2,36023353856136E+002	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	-2,08700875401683E+002	-2,08700875401683E+002	1,07974600005162E+002	-1,90747160845991E+002	-1,90747160845991E+002	8,66548291272545E+001	-7,24434394320819E+001	-2,39851276879260E+002	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	-2,17147409421174E+002	-2,17147409421174E+002	1,09699597265509E+002	 1,82893610408580E+002	-8,08931962740169E+001	1,82893610408580E+002	 1,65710038028215E+001	 0,00000000000000E+000	2,26728614120705E+002
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	-2,13920792571015E+002	-2,13920792571015E+002	1,09229394766796E+002	 1,82752887335426E+002	-8,17795871662659E+001	1,82752887335426E+002	 2,80024107139231E+001	-9,27154991722629E-008	2,26635553578647E+002
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	-2,10455367880837E+002	-2,10455367880837E+002	1,08757414402578E+002	 1,82065856632123E+002	-8,26368007241192E+001	1,82065856632123E+002	 3,94005559064453E+001	-2,48518375924131E-007	2,26174104787997E+002
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	-2,07168288452322E+002	-2,07168288452322E+002	1,08284401800490E+002	 1,81718471878911E+002	-8,30186545124621E+001	1,81718471878911E+002	 5,07729745590811E+001	-3,89418135583888E-007	2,28400459169156E+002
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	-2,04476707387155E+002	-2,04476707387155E+002	1,07811102588166E+002	 1,82596686656033E+002	-8,27618712736407E+001	1,82596686656033E+002	 6,21440680868470E+001	-5,11446390140980E-007	2,30720089226045E+002
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	-2,07813657540824E+002	-2,07813657540824E+002	1,07974583361516E+002	-1,88917117357744E+002	-1,88917117357744E+002	8,65281696365657E+001	-7,24434394320820E+001	-2,39851276879261E+002	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	-2,03763617053209E+002	-2,03763617053209E+002	1,07251881127427E+002	-1,86829988472973E+002	-1,86829988472973E+002	9,19815759985261E+001	-8,41684512766164E+001	-2,43054506923405E+002	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	-2,00250604429773E+002	-2,00250604429773E+002	1,06527048649561E+002	-1,85875295320630E+002	-1,85875295320630E+002	9,68846368704075E+001	-9,58264143441270E+001	-2,45247793068203E+002	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	-1,96542651939229E+002	-1,96542651939229E+002	1,05800405407894E+002	-1,84468883915785E+002	-1,84468883915785E+002	1,01147651394131E+002	-1,07398827122764E+002	-2,46770907416936E+002	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	-1,91907791850289E+002	-1,91907791850289E+002	1,05072270882403E+002	-1,81026600273503E+002	-1,81026600273503E+002	1,05423120916151E+002	-1,18836986904614E+002	-2,47851933373615E+002	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	-2,03468289848503E+002	-2,03468289848503E+002	1,07810804956821E+002	 1,80458557174476E+002	-8,25453792488241E+001	1,80458557174476E+002	 6,21440680868469E+001	-5,11446369334215E-007	2,30720089226045E+002
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	-1,99569438588821E+002	-1,99569438588821E+002	1,07089480715737E+002	 1,78703532036431E+002	-8,67128522381004E+001	1,78703532036431E+002	 7,33706398929469E+001	-6,01957806521380E-007	2,33499504259895E+002
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	-1,95492034867341E+002	-1,95492034867341E+002	1,06366744601024E+002	 1,76560220303490E+002	-9,12962126267336E+001	1,76560220303490E+002	 8,44716662681584E+001	-6,57343943128145E-007	2,36093159158748E+002
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	-1,91531043082016E+002	-1,91531043082016E+002	1,05642901613245E+002	 1,74647021876267E+002	-9,62281402472707E+001	1,74647021876267E+002	 9,54505594448713E+001	-6,83631953612844E-007	2,37988981552808E+002
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	-1,87981427630796E+002	-1,87981427630796E+002	1,04918256752962E+002	 1,73582336655373E+002	-1,02604794640694E+002	1,73582336655373E+002	 1,06322470277099E+002	-6,86759466895686E-007	2,39735123209509E+002
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	-1,92061680897257E+002	-1,92061680897257E+002	1,05071890723488E+002	-1,81362981513593E+002	-1,81362981513593E+002	1,05739322681905E+002	-1,18836986904614E+002	-2,47851933373615E+002	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	-1,82190971421177E+002	-1,82190971421177E+002	1,03934635139436E+002	-1,70263770945237E+002	-1,70263770945237E+002	1,12948195751678E+002	-1,35848994394243E+002	-2,49120982525716E+002	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	-1,74062944869041E+002	-1,74062944869041E+002	1,02791565930791E+002	-1,62787144890653E+002	-1,62787144890653E+002	1,20533373807159E+002	-1,52047254132967E+002	-2,49496613122461E+002	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	-1,65969193893764E+002	-1,65969193893764E+002	1,01643647909098E+002	-1,55286911695399E+002	-1,55286911695399E+002	1,27945043114256E+002	-1,67476251770421E+002	-2,48997265556268E+002	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	-1,56201311148265E+002	-1,56201311148265E+002	1,00491845885900E+002	-1,44116879705036E+002	-1,44116879705036E+002	1,34495563451259E+002	-1,82072300443927E+002	-2,46934561315802E+002	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	-1,57293641525628E+002	-1,57293641525628E+002	1,00492038310773E+002	-1,44870257685212E+002	-1,44870257685212E+002	1,34657984054603E+002	-1,82072300443928E+002	-2,46934561315802E+002	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	-1,44664461019069E+002	-1,44664461019069E+002	9,92617804994211E+001	-1,26562254782359E+002	-1,26562254782359E+002	1,38950873666827E+002	-1,96149973980152E+002	-2,42821582818745E+002	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	-1,31908233049879E+002	-1,31908233049879E+002	9,80289244945641E+001	-1,04179551624554E+002	-1,04179551624554E+002	1,40982677664690E+002	-2,08109443887336E+002	-2,37444320106812E+002	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	-1,18534527235409E+002	-1,18534527235409E+002	9,67945388651228E+001	-7,85212317959210E+001	-7,85212317959210E+001	1,40729503964827E+002	-2,17594709171199E+002	-2,36089548079731E+002	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	-1,04052913193008E+002	-1,04052913193008E+002	9,60096559689284E+001	-5,03863788805807E+001	-5,03863788805807E+001	1,40276283857684E+002	-2,24274148877401E+002	-2,33656306199123E+002	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	-1,03488452524294E+002	-1,03488452524294E+002	9,60124205524597E+001	-5,02277770659948E+001	-5,02277770659948E+001	1,40566462925928E+002	-2,24274148877401E+002	-2,33656306199122E+002	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	-9,20985805128752E+001	-9,20985805128752E+001	9,53621707833331E+001	-3,50612833059956E+001	-3,50612833059956E+001	1,37812796665680E+002	-2,28916955656965E+002	-2,29974003484342E+002	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	-8,21106524477849E+001	-8,21106524477849E+001	9,46722255032056E+001	-2,30731165660263E+001	-2,30731165660263E+001	1,37804073316355E+002	-2,32132425908503E+002	-2,32132425908503E+002	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	-7,22511602770550E+001	-7,22511602770550E+001	9,39813238452141E+001	-1,15965945213015E+001	-1,15965945213015E+001	1,40135050325686E+002	-2,34020733809016E+002	-2,34020733809016E+002	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	-6,12465959487178E+001	-6,12465959487178E+001	9,57609738532660E+001	 2,03496515296438E+000	-7,92087967099120E-007	1,44477125941873E+002	-2,34592089010354E+002	-2,34592089010354E+002	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	-6,17870299021480E+001	-6,17870299021480E+001	9,58989011392516E+001	 8,69789740592045E-001	-7,94687712705919E-007	1,44072612360839E+002	-2,34592089010353E+002	-2,34592089010353E+002	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	-5,10160414440215E+001	-5,10160414440215E+001	9,71581865364045E+001	 1,32554421880904E+001	-6,87380745092450E-007	1,45252854371737E+002	-2,33663041562501E+002	-2,33663041562501E+002	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	-4,35794357806816E+001	-4,70712726116873E+001	9,79811713922944E+001	 1,86641455227524E+001	-5,83208735999295E-007	1,43384709903090E+002	-2,31775804500140E+002	-2,31775804500140E+002	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	-3,79645488187120E+001	-4,67444896847617E+001	9,81568889383165E+001	 2,03292634154377E+001	-4,82777959859185E-007	1,39413844468191E+002	-2,29428520917276E+002	-2,29428520917276E+002	3,31943629075671E-003
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	-3,26587164646959E+001	-4,64062310246102E+001	9,79336981458290E+001	 2,14841595370058E+001	-3,86694691104851E-007	1,37433691007880E+002	-2,27003567030117E+002	-2,27003567030117E+002	5,15387346639858E-001
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	-3,18365622460005E+001	-4,64057360729653E+001	9,80337882025750E+001	 2,13850308180435E+001	-3,87424792118680E-007	1,37537590783535E+002	-2,27003567030117E+002	-2,27003567030117E+002	5,15387346639976E-001
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	-2,07215776332167E+001	-4,60319511798237E+001	9,82807565632408E+001	 4,28538123553368E+001	-2,93144765098227E-007	1,36119744685927E+002	-2,22961181380465E+002	-2,22961181380465E+002	1,02543469145043E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	-1,07041322249939E+001	-4,56431569011294E+001	9,86253886440961E+001	 6,06452114453198E+001	-2,07447373632377E-007	1,34809603136534E+002	-2,16439940411384E+002	-2,16439940411384E+002	1,54535617958871E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	-1,71125074934432E+000	-4,52395411751500E+001	9,89828552708223E+001	 7,39727929957146E+001	-1,30441690259123E-007	1,31035699622132E+002	-2,07986508566033E+002	-2,07986508566033E+002	1,97007527957197E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	 6,33004206571996E+000	-4,48212919401532E+001	9,92849890674148E+001	 8,20501219142434E+001	-6,22367875164637E-008	1,24742268017095E+002	-1,98176867741429E+002	-1,98176867741429E+002	2,36892807148107E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	 6,52381205275396E+000	-4,48206898532977E+001	9,92566411299093E+001	 8,30666302655009E+001	-6,19963142533444E-008	1,25371598782272E+002	-1,98176867741429E+002	-1,98176867741429E+002	2,36892807148100E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	 1,74880890424454E+001	-4,43580812596127E+001	9,93663960360727E+001	 9,79781133829005E+001	 0,00000000000000E+000	1,22780656394557E+002	-1,86121913206858E+002	-1,86121913206858E+002	2,80403754756200E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	 2,73537159317715E+001	-4,38764585947499E+001	9,93353669349629E+001	 1,10030448109160E+002	-2,11381862763651E-001	1,25804768348729E+002	-1,72208501212194E+002	-1,72208501212194E+002	3,18428283656953E+000
                      	 5339	           4	-7,50000000000000E+000	-1,28613900182485E+001	 3,53341196261515E+001	-4,33760521027196E+001	9,92022451506964E+001	 1,17334689978759E+002	-5,05301969440154E-001	1,27670853500571E+002	-1,57037235111376E+002	-1,57037235111376E+002	3,52227873011589E+000
                      	 6508	           5	-7,50000000000000E+000	-1,29944824556244E+001	 4,06427270310047E+001	-4,28570920275321E+001	9,89334853784239E+001	 1,18001894526175E+002	-7,92431121037566E-001	1,26042855243071E+002	-1,41284922081949E+002	-1,41284922081949E+002	3,80633616762236E+000
          Plate\_1\_15	 6508	           1	-7,50000000000000E+000	-1,29944824556244E+001	 3,99712572072140E+001	-4,28563158711056E+001	9,89381773062655E+001	 1,16896056238688E+002	-8,11553560665520E-001	1,26323338321344E+002	-1,41284922081949E+002	-1,41284922081949E+002	3,80633616762244E+000
