    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
                      	10492	           5	 7,50000000000000E+000	-6,00000000000000E+000	 2,79316402713175E+001	-4,49801751980742E+001	2,79316402713175E+001	-1,33505153343708E+001	-1,33505153343708E+001	0,00000000000000E+000	 2,46186594396940E+000	 0,00000000000000E+000	2,46186594396940E+000
           Plate\_1\_9	  881	           1	-7,50000000000000E+000	-6,00000000000000E+000	 2,85369748404981E+001	-4,49741640518812E+001	2,85369748404981E+001	 1,29252463008715E+001	 0,00000000000000E+000	1,29252463008715E+001	-2,22190367381725E+000	-2,22190367381725E+000	0,00000000000000E+000
 Element 31-53 (Plate)	  884	           2	-7,50000000000000E+000	-6,25000000000000E+000	 2,72437132140839E+001	-4,57224344709631E+001	2,72437132140839E+001	 8,55971715444577E+000	 0,00000000000000E+000	8,55971715444577E+000	 4,40943793586820E-001	-5,77457989545175E-004	9,69241809480224E-001
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	 2,59793647269207E+001	-4,64222118926873E+001	2,59793647269207E+001	 5,19049260118785E+000	 0,00000000000000E+000	5,19049260118785E+000	 2,14171000418996E+000	-4,20191022580844E-006	2,14194827724298E+000
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	 2,47455195099734E+001	-4,70728094838430E+001	2,47455195099734E+001	 2,74588414797623E+000	 0,00000000000000E+000	2,74588414797623E+000	 3,11379976432439E+000	-4,08421923434770E-006	3,11379976432439E+000
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	 2,35437676942067E+001	-4,76735404112194E+001	2,35437676942067E+001	 1,15420330168946E+000	-3,36036239863793E-007	1,15420330168946E+000	 3,58491763960107E+000	-4,13878399818018E-006	3,58491763960107E+000
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	 2,79323557768831E+001	-4,49800438313970E+001	2,79323557768831E+001	-1,32631001120587E+001	-1,32631001120587E+001	0,00000000000000E+000	 2,46186594396939E+000	 0,00000000000000E+000	2,46186594396939E+000
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	 2,66680486909204E+001	-4,57280404440394E+001	2,66680486909204E+001	-8,81341504820257E+000	-8,81341504820257E+000	0,00000000000000E+000	-2,74600654261174E-001	-9,51888412694989E-001	4,95670642451995E-004
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	 2,54311353542035E+001	-4,64274816223506E+001	2,54311353542035E+001	-5,37539692880942E+000	-5,37539692880942E+000	0,00000000000000E+000	-2,02986448732692E+000	-2,05570999141047E+000	4,17395426303431E-006
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	 2,42232012248711E+001	-4,70776758036559E+001	2,42232012248711E+001	-2,87780497441177E+000	-2,87780497441177E+000	1,55483985982828E-008	-3,04124695185052E+000	-3,04124695185052E+000	4,06266738148256E-006
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	 2,30458317610622E+001	-4,76779314252802E+001	2,30458317610622E+001	-1,24939840554217E+000	-1,24939840554217E+000	3,55040693566898E-007	-3,54039833788578E+000	-3,54039833788578E+000	4,12247820375026E-006
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	 2,35469195003804E+001	-4,76725400159191E+001	2,35469195003804E+001	 9,53682038421177E-001	-5,24511129346721E-007	9,53682038421177E-001	 3,58491763960107E+000	-4,13878400019781E-006	3,58491763960107E+000
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	 2,17612757938828E+001	-4,85026325706049E+001	2,17612757938828E+001	-5,53822904373302E-001	-5,78035434238984E-001	8,20213230147576E-003	 3,64292891049448E+000	-4,30369741205597E-006	3,64292891049448E+000
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	 2,00787766867324E+001	-4,92056357155402E+001	2,00787766867324E+001	-1,55677698094445E+000	-1,55677698094445E+000	3,36053873954351E-007	 3,22288931800260E+000	-4,29294644875016E-006	3,22288931800260E+000
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	 1,84996894676224E+001	-4,97808414378690E+001	1,84996894676224E+001	-2,15228639071713E+000	-2,15228639071713E+000	1,15038699383436E-006	 2,48874787253107E+000	-4,01446369127301E-006	2,48874787253107E+000
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	 1,70242814252463E+001	-5,02275417247352E+001	1,70242814252463E+001	-2,43745733311620E+000	-2,43745733311620E+000	2,08685601146996E-006	 1,59288345204940E+000	-3,38795316810749E-006	1,59288345204940E+000
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	 2,30492639475520E+001	-4,76768213196243E+001	2,30492639475520E+001	-1,04811512199492E+000	-1,04811512199492E+000	5,40391722651652E-007	-3,54039833788578E+000	-3,54039833788578E+000	4,12247819487910E-006
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	 2,12960820420350E+001	-4,85064149407395E+001	2,12960820420350E+001	 4,81938327217324E-001	-9,14879155753770E-003	5,50040907476711E-001	-3,63038458459179E+000	-3,63038458459179E+000	4,29457852295289E-006
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	 1,96422030138245E+001	-4,92087093217485E+001	1,96422030138245E+001	 1,50320224351041E+000	-3,26621747963180E-007	1,50320224351041E+000	-3,23469609816263E+000	-3,23469609816263E+000	4,28922393765470E-006
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	 1,80890603293529E+001	-4,97829815483178E+001	1,80890603293529E+001	 2,11596888702283E+000	-1,15495147831714E-006	2,11596888702283E+000	-2,51786945231009E+000	-2,51786945231009E+000	4,01199320831590E-006
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	 1,66380874550525E+001	-5,02285087061141E+001	1,66380874550525E+001	 2,42053051789307E+000	-2,10442097979601E-006	2,42053051789307E+000	-1,63249254147404E+000	-1,63249254147404E+000	3,38095948025600E-006
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	 1,70185741071377E+001	-5,02277310126488E+001	1,70185741071377E+001	-2,50101020597102E+000	-2,50101020597102E+000	2,01262968490597E-006	 1,59288345204940E+000	-3,38795316741421E-006	1,59288345204940E+000
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	 1,63773720793931E+001	-5,03876163368462E+001	1,63773720793931E+001	-2,64803626747374E+000	-2,64803626747374E+000	2,33817831693749E-006	 1,14253544908796E+000	-3,00660952805233E-006	1,14253544908796E+000
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	 1,57488495512586E+001	-5,05215887903526E+001	1,57488495512586E+001	-2,80201042630700E+000	-2,80201042630700E+000	2,60957247465195E-006	 6,65666160193805E-001	-1,01048250584864E-001	6,65666160193805E-001
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	 1,51331668706385E+001	-5,06295537132241E+001	1,51331668706385E+001	-2,96394094406230E+000	-2,96394094406230E+000	2,82371270047510E-006	 1,61141279915351E-001	-3,45316676511051E-001	1,61141279915351E-001
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	 1,45304843854369E+001	-5,07114164455168E+001	1,45304843854369E+001	-3,13483608233116E+000	-3,13483608233116E+000	2,97749953683268E-006	-3,72236319805799E-001	-6,78472261654081E-001	0,00000000000000E+000
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	 1,66325545498453E+001	-5,02286996129776E+001	1,66325545498453E+001	 2,48280932551828E+000	-2,03058306088076E-006	2,48280932551828E+000	-1,63249254147404E+000	-1,63249254147404E+000	3,38095948899484E-006
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	 1,60024839236006E+001	-5,03879764608778E+001	1,60024839236006E+001	 2,64013216886192E+000	-2,36027903899601E-006	2,64013216886192E+000	-1,18441769274969E+000	-1,18441769274969E+000	2,99608648811459E-006
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	 1,53852629052586E+001	-5,05213121911318E+001	1,53852629052586E+001	 2,80354671619819E+000	-2,63419093394450E-006	2,80354671619819E+000	-7,08089895822048E-001	-7,08089895822048E-001	1,00752088517394E-001
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	 1,47810240881649E+001	-5,06286143217232E+001	1,47810240881649E+001	 2,97394424181259E+000	-2,84933728759223E-006	2,97394424181259E+000	-2,02542447836941E-001	-2,02542447836941E-001	3,46364270040374E-001
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	 1,41899000656652E+001	-5,07097903706356E+001	1,41899000656652E+001	 3,15221601999060E+000	-3,00273664180520E-006	3,15221601999060E+000	 3,33248449447361E-001	 0,00000000000000E+000	6,83103081046753E-001
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	 1,45301128910014E+001	-5,07113707190815E+001	1,45301128910014E+001	-3,12930060755572E+000	-3,12930060755572E+000	2,96473130451072E-006	-3,72236319805800E-001	-6,78472261654133E-001	0,00000000000000E+000
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	 1,41061326948742E+001	-5,07538149844271E+001	1,41061326948742E+001	-3,26187423164012E+000	-3,26187423164012E+000	3,02466745314720E-006	-7,71716947764729E-001	-9,68622597353893E-001	0,00000000000000E+000
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	 1,36883841285443E+001	-5,07827307711252E+001	1,36883841285443E+001	-3,37655694809776E+000	-3,37655694809776E+000	3,01082514345158E-006	-1,18700419522136E+000	-1,30417248368881E+000	0,00000000000000E+000
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	 1,32773009425931E+001	-5,07980873860254E+001	1,32773009425931E+001	-3,46777728692099E+000	-3,46777728692099E+000	2,91676268994195E-006	-1,61507419924362E+000	-1,66398108772323E+000	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	 1,28733168876019E+001	-5,07998541359771E+001	1,28733168876019E+001	-3,52996377810217E+000	-3,52996377810217E+000	2,73603840713637E-006	-2,05269504196382E+000	-2,06609874585016E+000	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	 1,41894923252228E+001	-5,07097497657683E+001	1,41894923252228E+001	 3,14643555242721E+000	-2,99004161073985E-006	3,14643555242721E+000	 3,33248449447362E-001	 0,00000000000000E+000	6,83103081046807E-001
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	 1,37737176551199E+001	-5,07516992579794E+001	1,37737176551199E+001	 3,28380983711030E+000	-3,04937852541124E-006	3,28380983711030E+000	 7,35181579885377E-001	 0,00000000000000E+000	9,70883952621308E-001
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	 1,33640862320975E+001	-5,07801272020642E+001	1,33640862320975E+001	 3,40230465336670E+000	-3,03445041563232E-006	3,40230465336670E+000	 1,15345857815687E+000	 0,00000000000000E+000	1,29611662214182E+000
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	 1,29610301391266E+001	-5,07950024691578E+001	1,29610301391266E+001	 3,49643596861660E+000	-2,93891285302429E-006	3,49643596861660E+000	 1,58493971870186E+000	 0,00000000000000E+000	1,65601706615817E+000
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	 1,25649814591784E+001	-5,07962939303955E+001	1,25649814591784E+001	 3,56071975028023E+000	-2,75642140920836E-006	3,56071975028023E+000	 2,02628068975106E+000	 0,00000000000000E+000	2,05603820372337E+000
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	 1,28737020992806E+001	-5,07998825479729E+001	1,28737020992806E+001	-3,51262072346149E+000	-3,51262072346149E+000	2,71812049096072E-006	-2,05269504196382E+000	-2,06609874585013E+000	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	 1,26748832833420E+001	-5,07956439640440E+001	1,26748832833420E+001	-3,51301269770278E+000	-3,51301269770278E+000	2,57252690832193E-006	-2,27241305995101E+000	-2,27391844511870E+000	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	 1,24785226320554E+001	-5,07881814690139E+001	1,24785226320554E+001	-3,46725537132042E+000	-3,46725537132042E+000	2,36750448435573E-006	-2,49087426031822E+000	-2,49087426031822E+000	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	 1,22848631391368E+001	-5,07775257312205E+001	1,22848631391368E+001	-3,37112993315633E+000	-3,37112993315633E+000	2,09961694110138E-006	-2,70487137418404E+000	-2,70487137418404E+000	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	 1,20941477983022E+001	-5,07637074190015E+001	1,20941477983022E+001	-3,22041757205239E+000	-3,22041757205239E+000	1,76542800059819E-006	-2,91111531651450E+000	-2,91111531651450E+000	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	 1,25654160784864E+001	-5,07963154971048E+001	1,25654160784864E+001	 3,54367643871616E+000	-2,73906113123887E-006	3,54367643871616E+000	 2,02628068975106E+000	 0,00000000000000E+000	2,05603820372332E+000
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	 1,23705286411588E+001	-5,07918056591944E+001	1,23705286411588E+001	 3,54350294299912E+000	-2,59057499704953E-006	3,54350294299912E+000	 2,24792060923776E+000	-9,27154991722629E-008	2,26346765971580E+000
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	 1,21780469654244E+001	-5,07840814438118E+001	1,21780469654244E+001	 3,49759831515329E+000	-2,38337639781001E-006	3,49759831515329E+000	 2,46827909282641E+000	-2,48518375924131E-007	2,47125263351128E+000
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	 1,19882115552476E+001	-5,07731782856305E+001	1,19882115552476E+001	 3,40196911099541E+000	-2,11430600951584E-006	3,40196911099541E+000	 2,68418606778893E+000	-3,89418135583888E-007	2,68418606778893E+000
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	 1,18012629145929E+001	-5,07591316193241E+001	1,18012629145929E+001	 3,25262188634227E+000	-1,78020450816255E-006	3,25262188634227E+000	 2,89239394189984E+000	-5,11446390140980E-007	2,89239394189984E+000
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	 1,20941698001542E+001	-5,07634344144461E+001	1,20941698001542E+001	-3,20560472732789E+000	-3,20560472732789E+000	1,75227900074502E-006	-2,91111531651451E+000	-2,91111531651451E+000	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	 1,18554688707156E+001	-5,06555348254962E+001	1,18554688707156E+001	-2,30214573660056E+000	-2,30214573660056E+000	1,14473542748519E-006	-3,08250643847257E+000	-3,08250643847257E+000	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	 1,16178350683467E+001	-5,05467726315083E+001	1,16178350683467E+001	-1,52745886347126E+000	-1,52745886347126E+000	6,36536603943554E-007	-3,20156463479364E+000	-3,20156463479364E+000	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	 1,13814031188286E+001	-5,04371007968078E+001	1,13814031188286E+001	-8,77280012098179E-001	-8,77280012098179E-001	2,23564422729117E-007	-3,27607544402006E+000	-3,27607544402006E+000	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	 1,11463077479425E+001	-5,03264722857198E+001	1,11463077479425E+001	-3,47345086639500E-001	-3,47345086639500E-001	5,90769434432560E-002	-3,31372860811756E+000	-3,31372860811756E+000	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	 1,18012208261846E+001	-5,07588674428973E+001	1,18012208261846E+001	 3,23571762035000E+000	-1,76385806460459E-006	3,23571762035000E+000	 2,89239394189984E+000	-5,11446369334215E-007	2,89239394189984E+000
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	 1,15687567439345E+001	-5,06505281970099E+001	1,15687567439345E+001	 2,33102065583284E+000	-1,15044730743154E-006	2,33102065583284E+000	 3,06562784055159E+000	-6,01957806521380E-007	3,06562784055159E+000
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	 1,13372626771795E+001	-5,05413313190153E+001	1,13372626771795E+001	 1,55509401640548E+000	-6,37252206660866E-007	1,55509401640548E+000	 3,18645268436348E+000	-6,57343943128145E-007	3,18645268436348E+000
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	 1,11068691645689E+001	-5,04312302399391E+001	1,11068691645689E+001	 9,03638986558236E-001	-2,20070282211566E-007	9,03638986558236E-001	 3,26265128037605E+000	-6,83631953612844E-007	3,26265128037605E+000
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	 1,08777067447525E+001	-5,03201783908070E+001	1,08777067447525E+001	 3,72356850781440E-001	-5,91617985709469E-002	3,72356850781440E-001	 3,30190995384795E+000	-6,86759466895686E-007	3,30190995384795E+000
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	 1,11461911754493E+001	-5,03260448249191E+001	1,11461911754493E+001	-3,25289674728387E-001	-3,25289674728387E-001	6,27693149104261E-002	-3,31372860811756E+000	-3,31372860811756E+000	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	 1,07826385929578E+001	-5,01512108746946E+001	1,07826385929578E+001	 3,31071650095666E-001	-4,99972990143619E-007	4,30003234780441E-001	-3,31224796158724E+000	-3,31224796158724E+000	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	 1,04214219437555E+001	-4,99719735546884E+001	1,04214219437555E+001	 8,45516217172694E-001	-7,87330803958132E-007	8,72981118256818E-001	-3,25403602324925E+000	-3,25403602324925E+000	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	 1,00628278485124E+001	-4,97883702884822E+001	1,00628278485124E+001	 1,22519300705346E+000	-9,84013952838256E-007	1,22777120972974E+000	-3,15233272508832E+000	-3,15233272508832E+000	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	 9,70714292789863E+000	-4,96004384996574E+001	9,70714292789863E+000	 1,47725100028871E+000	-1,09553315312236E-006	1,47725100028871E+000	-3,02015216880331E+000	-3,02015216880331E+000	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	 9,70718016855331E+000	-4,96000280319705E+001	9,70718016855331E+000	 1,49394094123236E+000	-1,10766816951723E-006	1,49394094123236E+000	-3,02015216880331E+000	-3,02015216880331E+000	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	 9,33167138329458E+000	-4,93942175160037E+001	9,33167138329458E+000	 1,67266371676569E+000	-1,17069004029311E-006	1,67266371676569E+000	-2,85581256041721E+000	-2,85581256041721E+000	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	 8,95990760517270E+000	-4,91817544536956E+001	8,95990760517270E+000	 1,78531287555080E+000	-1,19398043909448E-006	1,78531287555080E+000	-2,67640858210185E+000	-2,67640858210185E+000	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	 8,59220350615977E+000	-4,89627147574888E+001	8,59220350615977E+000	 1,83569314614003E+000	-1,18018548375256E-006	1,83569314614003E+000	-2,48852804588713E+000	-2,48852804588713E+000	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	 8,22887375822791E+000	-4,87371743398263E+001	8,22887375822791E+000	 1,82760925708573E+000	-1,13195129209857E-006	1,82760925708573E+000	-2,29863605206448E+000	-2,29863605206448E+000	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	 8,22893043808325E+000	-4,87367710592088E+001	8,22893043808325E+000	 1,83645940424976E+000	-1,13778471946241E-006	1,83645940424976E+000	-2,29863605206448E+000	-2,29863605206448E+000	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	 7,84706887724628E+000	-4,84885971871984E+001	7,84706887724628E+000	 1,79043185109207E+000	-1,06673784883847E-006	1,79043185109207E+000	-2,09865819471364E+000	-2,09865819471364E+000	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	 7,47070836495904E+000	-4,82313808316093E+001	7,47070836495904E+000	 1,72043973723773E+000	-9,84522831691496E-007	1,72043973723773E+000	-1,90503674189914E+000	-1,90503674189914E+000	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	 7,10017609735326E+000	-4,79652311481570E+001	7,10017609735326E+000	 1,62862853371179E+000	-8,92514570339153E-007	1,62862853371179E+000	-1,72029762646116E+000	-1,72029762646116E+000	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	 6,73579927056069E+000	-4,76902572925567E+001	6,73579927056069E+000	 1,51714371153929E+000	-7,92087967099120E-007	1,51714371153929E+000	-1,54689765688682E+000	-1,54689765688682E+000	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	 6,73581673045104E+000	-4,76898244448246E+001	6,73581673045104E+000	 1,52149114915663E+000	-7,94687712705919E-007	1,52149114915663E+000	-1,54689765688682E+000	-1,54689765688682E+000	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	 6,35472114320096E+000	-4,73864331001280E+001	6,35472114320096E+000	 1,39546511214791E+000	-6,87380745092450E-007	1,39546511214791E+000	-1,37578593179537E+000	-1,37578593179537E+000	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	 5,98096554474593E+000	-4,70712726116873E+001	5,98096554474593E+000	 1,26831750910323E+000	-5,83208735999295E-007	1,26831750910323E+000	-1,21948521912668E+000	-1,21948521912668E+000	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	 5,61485710030645E+000	-4,67444896847617E+001	5,61485710030645E+000	 1,14110520080485E+000	-4,82777959859185E-007	1,14110520080485E+000	-1,07808835250645E+000	-1,07808835250645E+000	0,00000000000000E+000
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	 5,25670297510302E+000	-4,64062310246102E+001	5,25670297510302E+000	 1,01488504803507E+000	-3,86694691104851E-007	1,01488504803507E+000	-9,51655252602220E-001	-9,51655252602220E-001	0,00000000000000E+000
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	 5,25666301060296E+000	-4,64057360729653E+001	5,25666301060296E+000	 1,01643658270651E+000	-3,87424792118680E-007	1,01643658270651E+000	-9,51655252602217E-001	-9,51655252602217E-001	0,00000000000000E+000
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	 4,88404130221402E+000	-4,60319511798237E+001	4,88404130221402E+000	 8,89209416771008E-001	-2,93144765098227E-007	8,89209416771008E-001	-8,32700243827771E-001	-8,32700243827771E-001	0,00000000000000E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	 4,52052725442740E+000	-4,56431569011294E+001	4,52052725442740E+000	 7,70802296396697E-001	-2,07447373632377E-007	7,70802296396697E-001	-7,29055734883518E-001	-7,29055734883518E-001	0,00000000000000E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	 4,16640209356810E+000	-4,52395411751500E+001	4,16640209356810E+000	 6,61514028745227E-001	-1,30441690259123E-007	6,61514028745227E-001	-6,39630074916326E-001	-6,39630074916326E-001	0,00000000000000E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	 3,82194704596110E+000	-4,48212919401532E+001	3,82194704596110E+000	 5,61643420978247E-001	-6,22367875164637E-008	5,61643420978247E-001	-5,63324886947671E-001	-5,63324886947671E-001	0,00000000000000E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	 3,82185399083682E+000	-4,48206898532977E+001	3,82185399083682E+000	 5,61604492662106E-001	-6,19963142533444E-008	5,61604492662106E-001	-5,63324886947673E-001	-5,63324886947673E-001	0,00000000000000E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	 3,46556671651769E+000	-4,43580812596127E+001	3,46556671651769E+000	 4,66743117510606E-001	 0,00000000000000E+000	4,66743117510606E-001	-4,95025846749249E-001	-4,95025846749249E-001	0,00000000000000E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	 3,12007291940589E+000	-4,38764585947499E+001	3,12007291940589E+000	 3,82557975186942E-001	 0,00000000000000E+000	3,82557975186942E-001	-4,38614527989961E-001	-4,38614527989961E-001	0,00000000000000E+000
                      	 5339	           4	-7,50000000000000E+000	-1,28613900182485E+001	 2,78562637087419E+000	-4,33760521027196E+001	2,78562637087419E+000	 3,08962013624933E-001	 0,00000000000000E+000	3,08962013624933E-001	-3,92701638805391E-001	-3,92701638805391E-001	0,00000000000000E+000
                      	 6508	           5	-7,50000000000000E+000	-1,29944824556244E+001	 2,46248084229534E+000	-4,28570920275321E+001	2,46248084229534E+000	 2,45868180758398E-001	 0,00000000000000E+000	2,45868180758398E-001	-3,55904853934373E-001	-3,55904853934373E-001	0,00000000000000E+000
          Plate\_1\_15	 6508	           1	-7,50000000000000E+000	-1,29944824556244E+001	 2,46235459445823E+000	-4,28563158711056E+001	2,46235459445823E+000	 2,45206597328350E-001	 0,00000000000000E+000	2,45206597328350E-001	-3,55904853934373E-001	-3,55904853934373E-001	0,00000000000000E+000
 Element 48-85 (Plate)	 6509	           2	-7,50000000000000E+000	-1,31362313701235E+001	 2,13043955463568E+000	-4,22818695763753E+001	2,13043955463568E+000	 1,88254602291072E-001	 0,00000000000000E+000	1,88254602291072E-001	-3,25295823202495E-001	-3,25295823202495E-001	0,00000000000000E+000
                (ERSS)	 6510	           3	-7,50000000000000E+000	-1,32779802846226E+001	 1,81099886607799E+000	-4,16832550872628E+001	1,81099886607799E+000	 1,40059511485482E-001	-4,46362514444165E-004	1,40059511485482E-001	-3,02121843469748E-001	-3,02121843469748E-001	0,00000000000000E+000
                      	 6511	           4	-7,50000000000000E+000	-1,34197291991216E+001	 1,50425797219814E+000	-4,10607456971221E+001	1,50425797219814E+000	 1,00391592530259E-001	-7,08431718091328E-003	1,00391592530259E-001	-2,85177390232468E-001	-2,85177390232468E-001	0,00000000000000E+000
                      	 6532	           5	-7,50000000000000E+000	-1,35614781136207E+001	 1,21044231640914E+000	-4,04146146993072E+001	1,21044231640914E+000	 6,90211130440810E-002	-1,24081542504031E-002	6,90211130440810E-002	-2,73268901678026E-001	-2,73268901678026E-001	0,00000000000000E+000
