    Structural element	 Node	Local number	                 X [m]	                 Y [m]	              N [kN/m]	          N_min [kN/m]	         N_max [kN/m]	              Q [kN/m]	          Q_min [kN/m]	         Q_max [kN/m]	            M [kN m/m]	        M_min [kN m/m]	       M_max [kN m/m]
           Plate\_2\_8	10488	           1	 7,50000000000000E+000	-5,55000000000000E+000	 2,99788318100615E+001	-4,35149605434406E+001	3,02618151255072E+001	-2,52632185917600E+001	-2,52632185917600E+001	0,00000000000000E+000	 1,09810944924190E+001	 0,00000000000000E+000	1,09810944924190E+001
 Element 30-52 (Plate)	10489	           2	 7,50000000000000E+000	-5,66250000000000E+000	 2,93927586956080E+001	-4,38953730828765E+001	2,96732370687544E+001	-2,18231244420407E+001	-2,18231244420407E+001	0,00000000000000E+000	 8,33601927957835E+000	 0,00000000000000E+000	8,33601927957835E+000
                (ERSS)	10490	           3	 7,50000000000000E+000	-5,77500000000000E+000	 2,88104241382152E+001	-4,42665597223586E+001	2,90883774681057E+001	-1,86987692439069E+001	-1,86987692439069E+001	0,00000000000000E+000	 6,05916781646365E+000	 0,00000000000000E+000	6,05916781646365E+000
                      	10491	           4	 7,50000000000000E+000	-5,88750000000000E+000	 2,82322828665155E+001	-4,46282504360401E+001	2,85076929826104E+001	-1,58892387704873E+001	-1,58892387704873E+001	0,00000000000000E+000	 4,11602430016045E+000	 0,00000000000000E+000	4,11602430016045E+000
                      	10492	           5	 7,50000000000000E+000	-6,00000000000000E+000	 2,76587896091413E+001	-4,49801751980742E+001	2,79316402713175E+001	-1,33936187949109E+001	-1,33936187949109E+001	0,00000000000000E+000	 2,47221348265316E+000	 0,00000000000000E+000	2,47221348265316E+000
           Plate\_1\_9	  881	           1	-7,50000000000000E+000	-6,00000000000000E+000	 2,82610218211028E+001	-4,49741640518812E+001	2,85369748404981E+001	 1,30923952664045E+001	 0,00000000000000E+000	1,30923952664045E+001	-2,29522312780192E+000	-2,29693849009259E+000	0,00000000000000E+000
 Element 31-53 (Plate)	  884	           2	-7,50000000000000E+000	-6,25000000000000E+000	 2,69675166562669E+001	-4,57224344709631E+001	2,72437132140839E+001	 8,68007417273201E+000	 0,00000000000000E+000	8,68007417273201E+000	 4,03362727812271E-001	-5,77457989545175E-004	9,69241809480224E-001
                (ERSS)	  883	           3	-7,50000000000000E+000	-6,50000000000000E+000	 2,57036843671516E+001	-4,64222118926873E+001	2,59793647269207E+001	 5,27297650401565E+000	 0,00000000000000E+000	5,27297650401565E+000	 2,12931382308887E+000	-4,20191022580844E-006	2,14194827724298E+000
                      	  882	           4	-7,50000000000000E+000	-6,75000000000000E+000	 2,44710952056648E+001	-4,70728094838430E+001	2,47455195099734E+001	 2,79907553425892E+000	 0,00000000000000E+000	2,79907553425892E+000	 3,11818484652518E+000	-4,08421923434770E-006	3,11818484652518E+000
                      	 1868	           5	-7,50000000000000E+000	-7,00000000000000E+000	 2,32713194237147E+001	-4,76735404112194E+001	2,35437676942067E+001	 1,18634453746539E+000	-3,36036239863793E-007	1,18644381256498E+000	 3,59980172654930E+000	-4,13878399818018E-006	3,59980172654930E+000
           Plate\_2\_9	10492	           1	 7,50000000000000E+000	-6,00000000000000E+000	 2,76594986523160E+001	-4,49800438313970E+001	2,79323557768831E+001	-1,33061077864343E+001	-1,33061077864343E+001	0,00000000000000E+000	 2,47221348265316E+000	 0,00000000000000E+000	2,47221348265316E+000
 Element 34-56 (Plate)	10136	           2	 7,50000000000000E+000	-6,25000000000000E+000	 2,64009431394646E+001	-4,57280404440394E+001	2,66680486909204E+001	-8,84371999037111E+000	-8,84371999037111E+000	0,00000000000000E+000	-2,73361362350135E-001	-9,51888412694989E-001	4,95670642451995E-004
                (ERSS)	10137	           3	 7,50000000000000E+000	-6,50000000000000E+000	 2,51698299906812E+001	-4,64274816223506E+001	2,54311353542035E+001	-5,39548596168793E+000	-5,39548596168793E+000	0,00000000000000E+000	-2,03487730455611E+000	-2,05570999141047E+000	4,17395426303431E-006
                      	10138	           4	 7,50000000000000E+000	-6,75000000000000E+000	 2,39677358821261E+001	-4,70776758036559E+001	2,42232012248711E+001	-2,89005704873000E+000	-2,89005704873000E+000	1,55483985982828E-008	-3,05025263698540E+000	-3,05025263698540E+000	4,06266738148256E-006
                      	10135	           5	 7,50000000000000E+000	-7,00000000000000E+000	 2,27962374899600E+001	-4,76779314252802E+001	2,30458317610622E+001	-1,25608459984250E+000	-1,25608459984250E+000	3,55040693566898E-007	-3,55172558820097E+000	-3,55172558820097E+000	4,12247820375026E-006
          Plate\_1\_10	 1868	           1	-7,50000000000000E+000	-7,00000000000000E+000	 2,32743437927136E+001	-4,76725400159191E+001	2,35469195003804E+001	 9,84132126419123E-001	-5,24511129346721E-007	9,84345768187152E-001	 3,59980172654930E+000	-4,13878400019781E-006	3,59980172654930E+000
 Element 35-57 (Plate)	 1871	           2	-7,50000000000000E+000	-7,38750000000000E+000	 2,14929300884399E+001	-4,85026325706049E+001	2,17612757938828E+001	-5,43855824811665E-001	-5,78035434238984E-001	8,20213230147576E-003	 3,66535674171880E+000	-4,30369741205597E-006	3,66535674171880E+000
                (ERSS)	 1870	           3	-7,50000000000000E+000	-7,77500000000000E+000	 1,98156084467030E+001	-4,92056357155402E+001	2,00787766867324E+001	-1,55960671092945E+000	-1,55960671092945E+000	3,36053873954351E-007	 3,24651433889306E+000	-4,29294644875016E-006	3,24651433889306E+000
                      	 1869	           4	-7,50000000000000E+000	-8,16250000000000E+000	 1,82425913331663E+001	-4,97808414378690E+001	1,84996894676224E+001	-2,16137357618207E+000	-2,16137357618207E+000	1,15038699383436E-006	 2,50982636831467E+000	-4,01446369127301E-006	2,50982636831467E+000
                      	 1888	           5	-7,50000000000000E+000	-8,55000000000000E+000	 1,67740912134933E+001	-5,02275417247352E+001	1,70242814252463E+001	-2,44740946481732E+000	-2,44740946481732E+000	2,08685601146996E-006	 1,61013789090913E+000	-3,38795316810749E-006	1,61013789090913E+000
          Plate\_2\_10	10135	           1	 7,50000000000000E+000	-7,00000000000000E+000	 2,27996486688666E+001	-4,76768213196243E+001	2,30492639475520E+001	-1,05430828356527E+000	-1,05430828356527E+000	5,40391722651652E-007	-3,55172558820098E+000	-3,55172558820098E+000	4,12247819487910E-006
 Element 38-60 (Plate)	10118	           2	 7,50000000000000E+000	-7,38750000000000E+000	 2,10555763347183E+001	-4,85064149407395E+001	2,12960820420350E+001	 4,81194567292960E-001	-9,14879155753770E-003	5,50040907476711E-001	-3,64298570977086E+000	-3,64298570977086E+000	4,29457852295289E-006
                (ERSS)	10119	           3	 7,50000000000000E+000	-7,77500000000000E+000	 1,94107412948308E+001	-4,92087093217485E+001	1,96422030138245E+001	 1,50604551275727E+000	-3,26621747963180E-007	1,50604551275727E+000	-3,24684647922507E+000	-3,24684647922507E+000	4,28922393765470E-006
                      	10120	           4	 7,50000000000000E+000	-8,16250000000000E+000	 1,78665625969995E+001	-4,97829815483178E+001	1,80890603293529E+001	 2,12083712062238E+000	-1,15495147831714E-006	2,12083712062238E+000	-2,52846819272110E+000	-2,52846819272110E+000	4,01199320831590E-006
                      	10285	           5	 7,50000000000000E+000	-8,55000000000000E+000	 1,64244592890198E+001	-5,02285087061141E+001	1,66380874550525E+001	 2,42616195868303E+000	-2,10442097979601E-006	2,42616195868303E+000	-1,64102664332181E+000	-1,64102664332181E+000	3,38095948025600E-006
          Plate\_1\_11	 1888	           1	-7,50000000000000E+000	-8,55000000000000E+000	 1,67682957391067E+001	-5,02277310126488E+001	1,70185741071377E+001	-2,51173609457680E+000	-2,51173609457680E+000	2,01262968490597E-006	 1,61013789090913E+000	-3,38795316741421E-006	1,61013789090913E+000
 Element 40-71 (Plate)	 1891	           2	-7,50000000000000E+000	-8,72500000000000E+000	 1,61303410228052E+001	-5,03876163368462E+001	1,63773720793931E+001	-2,65886435262771E+000	-2,65886435262771E+000	2,33817831693749E-006	 1,15790025250146E+000	-3,00660952805233E-006	1,15790025250146E+000
                (ERSS)	 1890	           3	-7,50000000000000E+000	-8,90000000000000E+000	 1,55051381847132E+001	-5,05215887903526E+001	1,57488495512586E+001	-2,81267829104341E+000	-2,81267829104341E+000	2,60957247465195E-006	 6,79146269303199E-001	-1,01048250584864E-001	6,79146269303199E-001
                      	 1889	           4	-7,50000000000000E+000	-9,07500000000000E+000	 1,48928415579591E+001	-5,06295537132241E+001	1,51331668706385E+001	-2,97420446044363E+000	-2,97420446044363E+000	2,82371270047510E-006	 1,72785700904619E-001	-3,45316676511051E-001	1,72785700904619E-001
                      	 1908	           5	-7,50000000000000E+000	-9,25000000000000E+000	 1,42936054756710E+001	-5,07114164455168E+001	1,45304843854369E+001	-3,14446941144805E+000	-3,14446941144805E+000	2,97749953683268E-006	-3,62335475050032E-001	-6,78472261654081E-001	0,00000000000000E+000
          Plate\_2\_11	10285	           1	 7,50000000000000E+000	-8,55000000000000E+000	 1,64189057501536E+001	-5,02286996129776E+001	1,66325545498453E+001	 2,48861255953873E+000	-2,03058306088076E-006	2,48861255953873E+000	-1,64102664332181E+000	-1,64102664332181E+000	3,38095948899484E-006
 Element 41-72 (Plate)	10286	           2	 7,50000000000000E+000	-8,72500000000000E+000	 1,57927762981268E+001	-5,03879764608778E+001	1,60024839236006E+001	 2,64620439998695E+000	-2,36027903899601E-006	2,64620439998695E+000	-1,19191144649929E+000	-1,19191144649929E+000	2,99608648811459E-006
                (ERSS)	10287	           3	 7,50000000000000E+000	-8,90000000000000E+000	 1,51794494835523E+001	-5,05213121911318E+001	1,53852629052586E+001	 2,80978516827383E+000	-2,63419093394450E-006	2,80978516827383E+000	-7,14504696798740E-001	-7,14504696798740E-001	1,00752088517394E-001
                      	10288	           4	 7,50000000000000E+000	-9,07500000000000E+000	 1,45790534803240E+001	-5,06286143217232E+001	1,47810240881649E+001	 2,98024563138381E+000	-2,84933728759223E-006	2,98024563138381E+000	-2,07858260371570E-001	-2,07858260371570E-001	3,46364270040374E-001
                      	10525	           5	 7,50000000000000E+000	-9,25000000000000E+000	 1,39917164623360E+001	-5,07097903706356E+001	1,41899000656652E+001	 3,15847655630132E+000	-3,00273664180520E-006	3,15847655630132E+000	 3,29033071520330E-001	 0,00000000000000E+000	6,83103081046753E-001
          Plate\_1\_12	 1908	           1	-7,50000000000000E+000	-9,25000000000000E+000	 1,42932259400120E+001	-5,07113707190815E+001	1,45301128910014E+001	-3,13895545156228E+000	-3,13895545156228E+000	2,96473130451072E-006	-3,62335475050032E-001	-6,78472261654133E-001	0,00000000000000E+000
 Element 42-73 (Plate)	 1911	           2	-7,50000000000000E+000	-9,37500000000000E+000	 1,38717258264138E+001	-5,07538149844271E+001	1,41061326948742E+001	-3,27100698364221E+000	-3,27100698364221E+000	3,02466745314720E-006	-7,62990733803408E-001	-9,68622597353893E-001	0,00000000000000E+000
                (ERSS)	 1910	           3	-7,50000000000000E+000	-9,50000000000000E+000	 1,34564650110683E+001	-5,07827307711252E+001	1,36883841285443E+001	-3,38510453553247E+000	-3,38510453553247E+000	3,01082514345158E-006	-1,17938387687334E+000	-1,30417248368881E+000	0,00000000000000E+000
                      	 1909	           4	-7,50000000000000E+000	-9,62500000000000E+000	 1,30478739515146E+001	-5,07980873860254E+001	1,32773009425931E+001	-3,47567777861705E+000	-3,47567777861705E+000	2,91676268994195E-006	-1,60848279691838E+000	-1,66398108772323E+000	0,00000000000000E+000
                      	 2249	           5	-7,50000000000000E+000	-9,75000000000000E+000	 1,26463831052913E+001	-5,07998541359771E+001	1,28733168876019E+001	-3,53715638427996E+000	-3,53715638427996E+000	2,73603840713637E-006	-2,04704734994856E+000	-2,06609874585016E+000	0,00000000000000E+000
          Plate\_2\_12	10525	           1	 7,50000000000000E+000	-9,25000000000000E+000	 1,39913055325635E+001	-5,07097497657683E+001	1,41894923252228E+001	 3,15268441981223E+000	-2,99004161073985E-006	3,15268441981223E+000	 3,29033071520330E-001	 0,00000000000000E+000	6,83103081046807E-001
 Element 43-74 (Plate)	10526	           2	 7,50000000000000E+000	-9,37500000000000E+000	 1,35781937716181E+001	-5,07516992579794E+001	1,37737176551199E+001	 3,28995931975494E+000	-3,04937852541124E-006	3,28995931975494E+000	 7,31741845570495E-001	 0,00000000000000E+000	9,70883952621308E-001
                (ERSS)	10527	           3	 7,50000000000000E+000	-9,50000000000000E+000	 1,31711866424476E+001	-5,07801272020642E+001	1,33640862320975E+001	 3,40825896539441E+000	-3,03445041563232E-006	3,40825896539441E+000	 1,15077662024434E+000	 0,00000000000000E+000	1,29611662214182E+000
                      	10528	           4	 7,50000000000000E+000	-9,62500000000000E+000	 1,27707135261663E+001	-5,07950024691578E+001	1,29610301391266E+001	 3,50209247795081E+000	-2,93891285302429E-006	3,50209247795081E+000	 1,58298463238079E+000	 0,00000000000000E+000	1,65601706615817E+000
                      	10548	           5	 7,50000000000000E+000	-9,75000000000000E+000	 1,23772038038882E+001	-5,07962939303955E+001	1,25649814591784E+001	 3,56596897864435E+000	-2,75642140920836E-006	3,56596897864435E+000	 2,02500826169785E+000	 0,00000000000000E+000	2,05603820372337E+000
          Plate\_1\_13	 2249	           1	-7,50000000000000E+000	-9,75000000000000E+000	 1,26467646649095E+001	-5,07998825479729E+001	1,28737020992806E+001	-3,51981421801090E+000	-3,51981421801090E+000	2,71812049096072E-006	-2,04704734994856E+000	-2,06609874585013E+000	0,00000000000000E+000
 Element 44-75 (Plate)	 2248	           2	-7,50000000000000E+000	-9,81250000000000E+000	 1,24491877438382E+001	-5,07956439640440E+001	1,26748832833420E+001	-3,51982813373743E+000	-3,51982813373743E+000	2,57252690832193E-006	-2,26720312097492E+000	-2,27391844511870E+000	5,62954593507726E-008
                (ERSS)	 2247	           3	-7,50000000000000E+000	-9,87500000000000E+000	 1,22540628539362E+001	-5,07881814690139E+001	1,24785226320554E+001	-3,47368099195159E+000	-3,47368099195159E+000	2,36750448435573E-006	-2,48607823712885E+000	-2,49087426031822E+000	2,11044329838695E-007
                      	 2246	           4	-7,50000000000000E+000	-9,93750000000000E+000	 1,20616312854424E+001	-5,07775257312205E+001	1,22848631391368E+001	-3,37715601797676E+000	-3,37715601797676E+000	2,09961694110138E-006	-2,70046462101408E+000	-2,70487137418404E+000	3,50992976197873E-007
                      	 2270	           5	-7,50000000000000E+000	-1,00000000000000E+001	 1,18721343285956E+001	-5,07637074190015E+001	1,20941477983022E+001	-3,22603643713631E+000	-3,22603643713631E+000	1,76542800059819E-006	-2,90707240980473E+000	-2,91111531651450E+000	4,72108762623114E-007
          Plate\_2\_13	10548	           1	 7,50000000000000E+000	-9,75000000000000E+000	 1,23776362704022E+001	-5,07963154971048E+001	1,25654160784864E+001	 3,54890752853658E+000	-2,73906113123887E-006	3,54890752853658E+000	 2,02500826169785E+000	 0,00000000000000E+000	2,05603820372332E+000
 Element 45-76 (Plate)	10544	           2	 7,50000000000000E+000	-9,81250000000000E+000	 1,21839992058713E+001	-5,07918056591944E+001	1,23705286411588E+001	 3,54846039079988E+000	-2,59057499704953E-006	3,54846039079988E+000	 2,24696682527378E+000	-9,27154991722629E-008	2,26346765971580E+000
                (ERSS)	10545	           3	 7,50000000000000E+000	-9,87500000000000E+000	 1,19927526179334E+001	-5,07840814438118E+001	1,21780469654244E+001	 3,50221757926663E+000	-2,38337639781001E-006	3,50221757926663E+000	 2,46762500205163E+000	-2,48518375924131E-007	2,47125263351128E+000
                      	10546	           4	 7,50000000000000E+000	-9,93750000000000E+000	 1,18041353729686E+001	-5,07731782856305E+001	1,19882115552476E+001	 3,40618333556524E+000	-2,11430600951584E-006	3,40618333556524E+000	 2,68380843320191E+000	-3,89418135583888E-007	2,68418615640578E+000
                      	10547	           5	 7,50000000000000E+000	-1,00000000000000E+001	 1,16183863373564E+001	-5,07591316193241E+001	1,18012629145929E+001	 3,25636190132415E+000	-1,78020450816255E-006	3,25636190132415E+000	 2,89226518871496E+000	-5,11446390140980E-007	2,89254195178740E+000
          Plate\_1\_14	 2270	           1	-7,50000000000000E+000	-1,00000000000000E+001	 1,18721576149202E+001	-5,07634344144461E+001	1,20941698001542E+001	-3,21122018833609E+000	-3,21122018833609E+000	1,75227900074502E-006	-2,90707240980473E+000	-2,91111531651451E+000	4,72108746906340E-007
 Element 46-77 (Plate)	 2273	           2	-7,50000000000000E+000	-1,00625000000000E+001	 1,16355054824177E+001	-5,06555348254962E+001	1,18554688707156E+001	-2,30717784797366E+000	-2,30717784797366E+000	1,14473542748519E-006	-3,07879585720617E+000	-3,08250643847257E+000	5,62084935193748E-007
                (ERSS)	 2272	           3	-7,50000000000000E+000	-1,01250000000000E+001	 1,13999072151204E+001	-5,05467726315083E+001	1,16178350683467E+001	-1,53196932822855E+000	-1,53196932822855E+000	6,36536603943554E-007	-3,19815202784115E+000	-3,20156463479364E+000	6,17274029387363E-007
                      	 2271	           4	-7,50000000000000E+000	-1,01875000000000E+001	 1,11654969970666E+001	-5,04371007968078E+001	1,13814031188286E+001	-8,81327252251732E-001	-8,81327252251732E-001	2,23564422729117E-007	-3,27293001761946E+000	-3,27607544402006E+000	6,43653234948538E-007
                      	 3220	           5	-7,50000000000000E+000	-1,02500000000000E+001	 1,09324090122945E+001	-5,03264722857198E+001	1,11463077479425E+001	-3,50984243194161E-001	-3,50984243194161E-001	5,90769434432560E-002	-3,31082305330349E+000	-3,31372860811756E+000	6,47111919054171E-007
          Plate\_2\_14	10547	           1	 7,50000000000000E+000	-1,00000000000000E+001	 1,16183454196071E+001	-5,07588674428973E+001	1,18012208261846E+001	 3,23943807951423E+000	-1,76385806460459E-006	3,23943807951423E+000	 2,89226518871496E+000	-5,11446369334215E-007	2,89254195178741E+000
 Element 47-78 (Plate)	10330	           2	 7,50000000000000E+000	-1,00625000000000E+001	 1,13878867872337E+001	-5,06505281970099E+001	1,15687567439345E+001	 2,33391456483946E+000	-1,15044730743154E-006	2,33391456483946E+000	 3,06570507925021E+000	-6,01957806521380E-007	3,06589729610696E+000
                (ERSS)	10331	           3	 7,50000000000000E+000	-1,01250000000000E+001	 1,11583772029490E+001	-5,05413313190153E+001	1,13372626771795E+001	 1,55728390273101E+000	-6,37252206660866E-007	1,55728390273101E+000	 3,18668822565077E+000	-6,57343943128145E-007	3,18681421279670E+000
                      	10332	           4	 7,50000000000000E+000	-1,01875000000000E+001	 1,09299466992061E+001	-5,04312302399391E+001	1,11068691645689E+001	 9,05242188028828E-001	-2,20070282211566E-007	9,05242188028828E-001	 3,26300476135082E+000	-6,83631953612844E-007	3,26309759605822E+000
                      	10643	           5	 7,50000000000000E+000	-1,02500000000000E+001	 1,07027253084584E+001	-5,03201783908070E+001	1,08777067447525E+001	 3,73485515572835E-001	-5,91617985709469E-002	3,73485515572835E-001	 3,30234822594660E+000	-6,86759466895686E-007	3,30242546221301E+000
          Plate\_1\_15	 3220	           1	-7,50000000000000E+000	-1,02500000000000E+001	 1,09322956523455E+001	-5,03260448249191E+001	1,11461911754493E+001	-3,28919423521438E-001	-3,28919423521438E-001	6,27693149104261E-002	-3,31082305330349E+000	-3,31372860811756E+000	6,47111922285002E-007
 Element 48-79 (Plate)	 3223	           2	-7,50000000000000E+000	-1,03471228822834E+001	 1,05718448730777E+001	-5,01512108746946E+001	1,07826385929578E+001	 3,28002640764128E-001	-4,99972990143619E-007	4,30003234780441E-001	-3,30966703964056E+000	-3,31224796158724E+000	6,16365864602968E-007
                (ERSS)	 3222	           3	-7,50000000000000E+000	-1,04442457645668E+001	 1,02137129874125E+001	-4,99719735546884E+001	1,04214219437555E+001	 8,42936005202028E-001	-7,87330803958132E-007	8,72981118256818E-001	-3,25172893502645E+000	-3,25403602324925E+000	5,53129024803450E-007
                      	 3221	           4	-7,50000000000000E+000	-1,05413686468502E+001	 9,85818477157913E+000	-4,97883702884822E+001	1,00628278485124E+001	 1,22303181233451E+000	-9,84013952838256E-007	1,22777120972974E+000	-3,15025537208537E+000	-3,15233272508832E+000	4,66328763956901E-007
                      	 3366	           5	-7,50000000000000E+000	-1,06384915291337E+001	 9,50554500180667E+000	-4,96004384996574E+001	9,70714292789863E+000	 1,47544120470383E+000	-1,09553315312236E-006	1,47725100028871E+000	-3,01826707473263E+000	-3,02015216880331E+000	3,64721626271801E-007
          Plate\_1\_15	 3366	           1	-7,50000000000000E+000	-1,06384915291337E+001	 9,50558451949103E+000	-4,96000280319705E+001	9,70718016855331E+000	 1,49213743857646E+000	-1,10766816951723E-006	1,49394094123236E+000	-3,01826707473263E+000	-3,02015216880331E+000	3,64721617660164E-007
 Element 48-80 (Plate)	 3369	           2	-7,50000000000000E+000	-1,07419313894903E+001	 9,13330097735447E+000	-4,93942175160037E+001	9,33167138329458E+000	 1,67117692890558E+000	-1,17069004029311E-006	1,67266371676569E+000	-2,85409718363519E+000	-2,85581256041721E+000	2,46547241159323E-007
                (ERSS)	 3368	           3	-7,50000000000000E+000	-1,08453712498470E+001	 8,76474711249120E+000	-4,91817544536956E+001	8,95990760517270E+000	 1,78409545379811E+000	-1,19398043909448E-006	1,78531287555080E+000	-2,67483270584095E+000	-2,67640858210185E+000	1,23914317435005E-007
                      	 3367	           4	-7,50000000000000E+000	-1,09488111102037E+001	 8,40023545782964E+000	-4,89627147574888E+001	8,59220350615977E+000	 1,83469921146034E+000	-1,18018548375256E-006	1,83569314614003E+000	-2,48706616824008E+000	-2,48852804588713E+000	7,57834421588063E-010
                      	 4246	           5	-7,50000000000000E+000	-1,10522509705603E+001	 8,04007854629825E+000	-4,87371743398263E+001	8,22887375822791E+000	 1,82679440009852E+000	-1,13195129209857E-006	1,82760925708573E+000	-2,29726733131000E+000	-2,29863605206448E+000	0,00000000000000E+000
          Plate\_1\_15	 4246	           1	-7,50000000000000E+000	-1,10522509705603E+001	 8,04013713311189E+000	-4,87367710592088E+001	8,22893043808325E+000	 1,83564906113165E+000	-1,13778471946241E-006	1,83645940424976E+000	-2,29726733131000E+000	-2,29863605206448E+000	0,00000000000000E+000
 Element 48-81 (Plate)	 4247	           2	-7,50000000000000E+000	-1,11624186721261E+001	 7,66163666919872E+000	-4,84885971871984E+001	7,84706887724628E+000	 1,78977547552653E+000	-1,06673784883847E-006	1,79043185109207E+000	-2,09736997295830E+000	-2,09865819471364E+000	0,00000000000000E+000
                (ERSS)	 4248	           3	-7,50000000000000E+000	-1,12725863736919E+001	 7,28862138497613E+000	-4,82313808316093E+001	7,47070836495904E+000	 1,71990840371832E+000	-9,84522831691496E-007	1,72043973723773E+000	-1,90381370897459E+000	-1,90503674189914E+000	0,00000000000000E+000
                      	 4249	           4	-7,50000000000000E+000	-1,13827540752577E+001	 6,92141618157028E+000	-4,79652311481570E+001	7,10017609735326E+000	 1,62819453090680E+000	-8,92514570339153E-007	1,62862853371179E+000	-1,71912752043098E+000	-1,72029762646116E+000	0,00000000000000E+000
                      	 4288	           5	-7,50000000000000E+000	-1,14929217768235E+001	 6,56034596010734E+000	-4,76902572925567E+001	6,73579927056069E+000	 1,51678054229178E+000	-7,92087967099120E-007	1,51714371153929E+000	-1,54577121926939E+000	-1,54689765688682E+000	0,00000000000000E+000
          Plate\_1\_15	 4288	           1	-7,50000000000000E+000	-1,14929217768235E+001	 6,56036524563343E+000	-4,76898244448246E+001	6,73581673045104E+000	 1,52113112092141E+000	-7,94687712705919E-007	1,52149114915663E+000	-1,54577121926939E+000	-1,54689765688682E+000	0,00000000000000E+000
 Element 48-82 (Plate)	 4289	           2	-7,50000000000000E+000	-1,16102549057202E+001	 6,18277190632184E+000	-4,73864331001280E+001	6,35472114320096E+000	 1,39516038208692E+000	-6,87380745092450E-007	1,39546511214791E+000	-1,37469833237263E+000	-1,37578593179537E+000	0,00000000000000E+000
                (ERSS)	 4290	           3	-7,50000000000000E+000	-1,17275880346170E+001	 5,81250124053720E+000	-4,70712726116873E+001	5,98096554474593E+000	 1,26805336288343E+000	-5,83208735999295E-007	1,26831750910323E+000	-1,21843087109376E+000	-1,21948521912668E+000	0,00000000000000E+000
                      	 4291	           4	-7,50000000000000E+000	-1,18449211635137E+001	 5,44985799879484E+000	-4,67444896847617E+001	5,61485710030645E+000	 1,14086780317983E+000	-4,82777959859185E-007	1,14110520080485E+000	-1,07706329443394E+000	-1,07808835250645E+000	0,00000000000000E+000
                      	 5306	           5	-7,50000000000000E+000	-1,19622542924104E+001	 5,09514693161008E+000	-4,64062310246102E+001	5,25670297510302E+000	 1,01466144284500E+000	-3,86694691104851E-007	1,01488504803507E+000	-9,50657115705937E-001	-9,51655252602220E-001	0,00000000000000E+000
          Plate\_1\_15	 5306	           1	-7,50000000000000E+000	-1,19622542924104E+001	 5,09510882784323E+000	-4,64057360729653E+001	5,25666301060296E+000	 1,01621490304554E+000	-3,87424792118680E-007	1,01643658270651E+000	-9,50657115705938E-001	-9,51655252602217E-001	0,00000000000000E+000
 Element 48-83 (Plate)	 5307	           2	-7,50000000000000E+000	-1,20872188958380E+001	 4,72613277888975E+000	-4,60319511798237E+001	4,88404130221402E+000	 8,88994089659862E-001	-2,93144765098227E-007	8,89209416771008E-001	-8,31729346897348E-001	-8,32700243827771E-001	0,00000000000000E+000
                (ERSS)	 5308	           3	-7,50000000000000E+000	-1,22121834992655E+001	 4,36624521909951E+000	-4,56431569011294E+001	4,52052725442740E+000	 7,70588177281133E-001	-2,07447373632377E-007	7,70802296396697E-001	-7,28111632389747E-001	-7,29055734883518E-001	0,00000000000000E+000
                      	 5309	           4	-7,50000000000000E+000	-1,23371481026931E+001	 4,01572486435585E+000	-4,52395411751500E+001	4,16640209356810E+000	 6,61296481300900E-001	-1,30441690259123E-007	6,61514028745227E-001	-6,38712897995875E-001	-6,39630074916326E-001	0,00000000000000E+000
                      	 5336	           5	-7,50000000000000E+000	-1,24621127061207E+001	 3,67485043054209E+000	-4,48212919401532E+001	3,82194704596110E+000	 5,61418317110712E-001	-6,22367875164637E-008	5,61643420978247E-001	-5,62435324091084E-001	-5,63324886947671E-001	0,00000000000000E+000
          Plate\_1\_15	 5336	           1	-7,50000000000000E+000	-1,24621127061207E+001	 3,67475936677172E+000	-4,48206898532977E+001	3,82185399083682E+000	 5,61380406894106E-001	-6,19963142533444E-008	5,61604492662106E-001	-5,62435324091084E-001	-5,63324886947673E-001	0,00000000000000E+000
 Element 48-84 (Plate)	 5337	           2	-7,50000000000000E+000	-1,25952051434966E+001	 3,32226216264103E+000	-4,43580812596127E+001	3,46556671651769E+000	 4,66509672241774E-001	 0,00000000000000E+000	4,66743117510606E-001	-4,94166723777339E-001	-4,95025846749249E-001	0,00000000000000E+000
                (ERSS)	 5338	           3	-7,50000000000000E+000	-1,27282975808726E+001	 2,98053743065166E+000	-4,38764585947499E+001	3,12007291940589E+000	 3,82315392904783E-001	 0,00000000000000E+000	3,82557975186942E-001	-4,37787096850035E-001	-4,38614527989961E-001	0,00000000000000E+000
                      	 5339	           4	-7,50000000000000E+000	-1,28613900182485E+001	 2,64983636434020E+000	-4,33760521027196E+001	2,78562637087419E+000	 3,08710722603462E-001	 0,00000000000000E+000	3,08962013624933E-001	-3,91907083501149E-001	-3,92701638805391E-001	0,00000000000000E+000
                      	 6508	           5	-7,50000000000000E+000	-1,29944824556244E+001	 2,33041015724325E+000	-4,28570920275321E+001	2,46248084229534E+000	 2,45608815058138E-001	 0,00000000000000E+000	2,45868180758398E-001	-3,55144282566710E-001	-3,55904853934373E-001	0,00000000000000E+000
          Plate\_1\_15	 6508	           1	-7,50000000000000E+000	-1,29944824556244E+001	 2,33028614192578E+000	-4,28563158711056E+001	2,46235459445823E+000	 2,44947634267665E-001	 0,00000000000000E+000	2,45206597328350E-001	-3,55144282566710E-001	-3,55904853934373E-001	0,00000000000000E+000
