+PROG SOFILOAD

LC 25 type 'P' fact 1.0 facd 0.0 titl 'LT settlement all nodes'
  POIN NODE 75366 WIDE 0 TYPE WZZ 16.795549210071982
  POIN NODE 50550 WIDE 0 TYPE WZZ 1.2284715809111113
  POIN NODE 75202 WIDE 0 TYPE WZZ 16.513468242310463
  POIN NODE 75217 WIDE 0 TYPE WZZ 13.401419109297189
  POIN NODE 75364 WIDE 0 TYPE WZZ 15.74208161010608
  POIN NODE 75201 WIDE 0 TYPE WZZ 15.27674423180525
  POIN NODE 50561 WIDE 0 TYPE WZZ 1.3550639228503554
  POIN NODE 34968 WIDE 0 TYPE WZZ 17.967957142202337
  POIN NODE 35287 WIDE 0 TYPE WZZ 17.7730800863191
  POIN NODE 75218 WIDE 0 TYPE WZZ 11.423139488667735
  POIN NODE 50603 WIDE 0 TYPE WZZ -1.0457843698528773
  POIN NODE 50616 WIDE 0 TYPE WZZ -1.2731722435659756
  POIN NODE 75365 WIDE 0 TYPE WZZ 17.261501615341032
  POIN NODE 50578 WIDE 0 TYPE WZZ 6.263672937427824
  POIN NODE 37584 WIDE 0 TYPE WZZ 8.418109232772183
  POIN NODE 50614 WIDE 0 TYPE WZZ -2.697338405953628
  POIN NODE 75189 WIDE 0 TYPE WZZ 13.783059917476487
  POIN NODE 75200 WIDE 0 TYPE WZZ 16.90076297197736
  POIN NODE 37578 WIDE 0 TYPE WZZ 9.436815664210297
  POIN NODE 50607 WIDE 0 TYPE WZZ 5.873576536808016
  POIN NODE 50562 WIDE 0 TYPE WZZ 4.121064469863112
  POIN NODE 50615 WIDE 0 TYPE WZZ -3.819208948555883
  POIN NODE 75359 WIDE 0 TYPE WZZ 12.11407330470642
  POIN NODE 75347 WIDE 0 TYPE WZZ 16.605212190454015
  POIN NODE 50611 WIDE 0 TYPE WZZ -0.471412304485211
  POIN NODE 75357 WIDE 0 TYPE WZZ 13.967964942204265
  POIN NODE 50602 WIDE 0 TYPE WZZ -3.706172129072337
  POIN NODE 50606 WIDE 0 TYPE WZZ 2.77080816593637
  POIN NODE 50552 WIDE 0 TYPE WZZ -0.18419451650187765
  POIN NODE 34969 WIDE 0 TYPE WZZ 18.162161144050952
  POIN NODE 35288 WIDE 0 TYPE WZZ 17.96007212260376
  POIN NODE 75369 WIDE 0 TYPE WZZ 17.72562572747875
  POIN NODE 75372 WIDE 0 TYPE WZZ 15.268155686770061
  POIN NODE 75214 WIDE 0 TYPE WZZ 14.241957367616054
  POIN NODE 75213 WIDE 0 TYPE WZZ 11.49616539644795
  POIN NODE 50563 WIDE 0 TYPE WZZ 1.7739382555342849
  POIN NODE 75188 WIDE 0 TYPE WZZ 15.698253753980437
  POIN NODE 75216 WIDE 0 TYPE WZZ 17.37788891690605
  POIN NODE 50605 WIDE 0 TYPE WZZ -2.6520216765324194
  POIN NODE 75367 WIDE 0 TYPE WZZ 17.336620375752794
  POIN NODE 75370 WIDE 0 TYPE WZZ 16.31575393001737
  POIN NODE 50612 WIDE 0 TYPE WZZ 0.42080620741904634
  POIN NODE 75377 WIDE 0 TYPE WZZ 17.03590149517283
  POIN NODE 75208 WIDE 0 TYPE WZZ 16.799405407083228
  POIN NODE 50604 WIDE 0 TYPE WZZ -1.5405648880470493
  POIN NODE 75215 WIDE 0 TYPE WZZ 13.068983059913403
  POIN NODE 50560 WIDE 0 TYPE WZZ -0.10455976438678395
  POIN NODE 37583 WIDE 0 TYPE WZZ 8.497517068368257
  POIN NODE 50556 WIDE 0 TYPE WZZ 6.639046338683863
  POIN NODE 34970 WIDE 0 TYPE WZZ 18.377094664959845
  POIN NODE 401 WIDE 0 TYPE WZZ 4.776775590074522
  POIN NODE 75368 WIDE 0 TYPE WZZ 18.279896261418195
  POIN NODE 300 WIDE 0 TYPE WZZ 18.183596534625572
  POIN NODE 35289 WIDE 0 TYPE WZZ 18.156722998163588
  POIN NODE 299 WIDE 0 TYPE WZZ -4.240106875534023
  POIN NODE 75204 WIDE 0 TYPE WZZ 18.056817864792894
  POIN NODE 298 WIDE 0 TYPE WZZ 17.958226162133254
  POIN NODE 37577 WIDE 0 TYPE WZZ 9.446753665461436
  POIN NODE 402 WIDE 0 TYPE WZZ 5.369241706217119
  POIN NODE 50544 WIDE 0 TYPE WZZ -2.2241786324771318
  POIN NODE 50564 WIDE 0 TYPE WZZ 7.111488517290853
  POIN NODE 50567 WIDE 0 TYPE WZZ -3.7925261314054497
  POIN NODE 75348 WIDE 0 TYPE WZZ 17.25195124477128
  POIN NODE 50619 WIDE 0 TYPE WZZ -1.0719226731097091
